,UKF243,UKF259,ZH1019T1,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.082432936273992,-0.024487256022747792,0.11564354312372423,0.0573508166353788,0.06986257769810038
HALLMARK_ALLOGRAFT_REJECTION,0.01182292269457298,-0.016529733358326266,-0.01405178933315277,0.058460510100361414,0.0038615433392507233
HALLMARK_ANDROGEN_RESPONSE,-0.01771467266201417,0.07451140299679461,0.06205986689168661,0.03771544027868126,0.061038532747685684
HALLMARK_ANGIOGENESIS,0.011884904384969367,0.04969912414715496,-0.0404987508942666,-0.017702447808782995,0.0004540011305431803
HALLMARK_APICAL_JUNCTION,-0.052102736435196036,-0.017008586941591543,0.12128336862131496,0.0379932720995293,0.047538571914303426
HALLMARK_APICAL_SURFACE,-0.07784839746831182,-0.056298066108684125,0.060291242117319795,0.0011489597897146949,0.051372189883142766
HALLMARK_APOPTOSIS,-0.004676442379721557,0.04783058377677719,0.04891785676296192,0.044814358594958845,-0.014006334660537441
HALLMARK_BILE_ACID_METABOLISM,-0.049765534487746434,-0.04942594426546063,0.08513901881445612,0.024726051764431003,0.06581065107778455
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03146569916374821,0.0016776396409114859,0.10531932887091125,-0.008164678737658615,0.10749744173871047
HALLMARK_COAGULATION,-0.024365313013460514,-0.053847735417242706,0.03373493667236166,0.08613785009427014,0.004428928711064945
HALLMARK_COMPLEMENT,-0.06410753175123549,-0.04068666382220432,0.0671261806944098,0.03254884232975106,0.06898047152207155
HALLMARK_DNA_REPAIR,-0.08415896340834318,0.08904593687413767,0.048103433352259445,0.04036010413888131,0.10288811889414459
HALLMARK_E2F_TARGETS,-0.06337982882903555,-0.03306962268905031,0.08552464999806947,0.015841988776871367,0.10488876536704918
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04627738864186797,0.07985464629319888,0.06087416070627822,0.060821615106039305,-0.004791193868163666
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.041746664027528836,0.0033889665732968104,0.07715102150792019,0.01627016923582265,0.06322396949967822
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.11570319169693258,0.006214877189725159,0.10603768871883888,0.07991620557153788,0.12319272617623146
HALLMARK_FATTY_ACID_METABOLISM,-0.04482145848651602,0.08131820745388349,0.04734955636658786,-0.0622909686864689,0.054942811447168144
HALLMARK_G2M_CHECKPOINT,-0.020670999965361515,-0.016044281682931823,0.08066854360297214,-0.023658372106567193,0.09834635705837289
HALLMARK_GLYCOLYSIS,-0.03942815195755236,0.04496244235825671,0.014151700585849868,0.008467972784839333,0.1108350509636198
HALLMARK_HEDGEHOG_SIGNALING,-0.013956931548478543,0.01692478332328584,0.07498559566749013,-0.010434559325720781,0.07545477665623847
HALLMARK_HEME_METABOLISM,-0.039930776323880576,0.04775940238878275,0.05225316049915363,0.023928849743978114,0.1003783736998888
HALLMARK_HYPOXIA,0.10795825110957086,0.1065207559614373,0.03339307135304801,-0.010938406249840523,0.08711277039036881
HALLMARK_IL2_STAT5_SIGNALING,-0.019677977621717132,0.05693934786621791,0.09499019884033806,0.02891866053861461,0.10477906248213212
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.023822407102261547,-0.0656981514639696,0.12967668595956142,0.04245545691010761,0.09808488741267203
HALLMARK_INFLAMMATORY_RESPONSE,-0.02487547208976399,0.009459459464153183,0.05975614297903402,0.04981529802699096,0.021365960604242718
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.07328644019294744,-0.04175192948276453,0.050792930002335236,0.07796246951259636,0.06523551171328869
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.007802207999111293,-0.002198584501552473,-0.009759942161170126,0.09611930689507912,0.03752081999389319
HALLMARK_KRAS_SIGNALING_DN,-0.11069284007940505,-0.062004980578427585,0.11855922989341064,0.004487895110563356,0.10745165430962988
HALLMARK_KRAS_SIGNALING_UP,-0.016370502098052946,-0.0022067490757250404,0.0794385696806655,0.030963278246738158,0.047583969342103016
HALLMARK_MITOTIC_SPINDLE,-0.0561704809190756,-0.005552386089787945,0.08204555332812745,0.04736369148498551,0.086273339305329
HALLMARK_MTORC1_SIGNALING,0.004142689310574125,0.09071141804586917,0.0777291015302874,-0.01570907731581875,0.09063051161677053
HALLMARK_MYC_TARGETS_V1,-0.003459155066165596,0.08645103083009646,0.04573285743577358,-0.0005513917067035174,0.11662805326983533
HALLMARK_MYC_TARGETS_V2,-0.020248378218446703,-0.0050913219078657515,0.007733689452878017,0.06153385723546412,0.1325788652679662
HALLMARK_MYOGENESIS,-0.07812007190008935,-0.019377572345100024,0.03907922355204388,0.06448729276913728,0.014460179790568229
HALLMARK_NOTCH_SIGNALING,-0.0778822064848775,-0.049653218929945855,0.07418162150166015,0.02948730003280616,0.08002061371862797
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.10747304200271157,0.06757018153776592,0.05265683335925865,0.013303057641764208,0.10883044310065457
HALLMARK_P53_PATHWAY,0.033028841868958124,0.08042372876651166,0.09995091350091385,0.004162191743449608,0.08991482985622697
HALLMARK_PANCREAS_BETA_CELLS,-0.09372357035414579,-0.007257696018777815,-0.01744798694463591,-0.04795453357106643,0.12330286765275306
HALLMARK_PEROXISOME,0.06246224398358381,-0.06413622934198182,0.02790185161874246,0.025780263423682517,0.0871627148494969
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.05940819144665809,0.0007934976738655163,0.060352483442871765,0.0208210110350873,0.09866703273460571
HALLMARK_PROTEIN_SECRETION,-0.057809540234210234,0.0690979327882968,0.13433074359389147,0.0228536465190543,0.11739911137620088
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.0005801365087192043,0.09527996700220724,0.035389018677504255,0.000982727769211609,0.10282536960607289
HALLMARK_SPERMATOGENESIS,-0.07697936562499222,-0.0012142186011375553,0.038092812262374806,0.015935197783706244,0.10393264717743085
HALLMARK_TGF_BETA_SIGNALING,-0.05887592543184891,-0.03192906758890209,0.060011377366720034,0.04699346689964272,0.06524956838240963
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.10017747658058716,0.054644362884178746,0.049600146126434395,0.04333844039884597,0.05931299957185285
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.00012394530110476756,0.08732889577041184,0.06868471387790429,0.05485988908573941,0.0940899214384639
HALLMARK_UV_RESPONSE_DN,-0.03468086432039092,-0.03768806124455608,0.017854709645916757,0.07470170406683846,0.03922437883525468
HALLMARK_UV_RESPONSE_UP,-0.055391965033743155,0.05798064222919291,0.15504459569672402,-0.002331881662679874,0.12932521884342882
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.0416838732710943,-0.04609617977339823,0.022791295816177365,-0.0011654353479299488,0.030403164910532136
HALLMARK_XENOBIOTIC_METABOLISM,-0.08560486837669745,0.014432912318547743,0.10683502272413414,0.029816084314635134,0.09640218149226246
