,UKF243,UKF248,UKF251,UKF255,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.07263171950037885,0.0178966724753044,0.025106167894456032,-0.05166336565329282,-0.1321535992637509,0.06995212357127971,-0.003379215394433946,-0.07300249798263206,0.008720208314898715,0.0423936808314685,0.07441536653246351,0.025392452786086157,0.1193187975277177,-0.04482035311980368,0.01723993505973195,0.0551705007242613
HALLMARK_ALLOGRAFT_REJECTION,0.021766324578274036,0.08475437150789199,0.0009605846268038857,-0.03652097464146671,-0.06101838527894901,0.02049126495050343,-0.04475550293440665,-0.06559638495010245,-0.009061626359880684,0.020531090484702724,-0.017873863405549528,-0.037512862039737103,0.06024265056463433,-0.010473044127200976,0.04843244834287651,0.037498029253201844
HALLMARK_ANDROGEN_RESPONSE,0.1374326577124834,0.039323622026770276,0.022200673432491033,-0.054295761379282305,0.018118212159842,0.06774720879556716,-0.04547526209675644,-0.030565997518278924,-0.0040625780679918585,0.05494508509767704,0.0012864245776411768,0.012540920865290038,0.0985458242126566,-0.0062363917877387666,0.08839142334050994,0.14509863640260795
HALLMARK_ANGIOGENESIS,-0.022017249490328558,0.01629982040671713,-0.0002385145245453548,-0.1202267026337818,0.12153340224620729,0.0017749459638867573,-0.07359458251301489,0.004485760240636136,-0.031112839842087882,0.021431388677903892,-0.04761385419923214,-0.00012745815114676651,-0.12772494467255857,0.02361386673831384,0.13433025655608444,0.1789620570826158
HALLMARK_APICAL_JUNCTION,0.10263058171743966,0.08752662620422051,0.063065204534651,-0.04238226713252866,-0.054355079771493536,0.038017389845166824,-0.036782095412016484,-0.024237344605830085,-0.02074885920377822,0.04803203303715816,0.07772155492008724,0.04762218686300227,0.12363160624908633,0.025573480383350174,0.07775486725815177,0.12413966486994193
HALLMARK_APICAL_SURFACE,0.10540398489703061,-0.01469149069201878,0.009852053295577284,-0.04105268388771872,-0.14403016112264608,0.04012674536344831,0.05317286875700114,-0.007693198936881293,-0.024388066043493865,0.01709648844509167,0.014164434468845905,0.06005785697029118,0.06846854338891596,-0.10969576997048675,0.06272678880676738,0.05218053363654594
HALLMARK_APOPTOSIS,-0.03124004090867225,0.14566882207161425,0.034599179447009194,-0.05001926868423465,0.1450475550333297,0.02938134396370043,-0.037082337573243494,-0.003236045950281244,-0.01147973480594621,-0.05274336084116993,0.0732770262247315,-0.015318033497964312,-0.04638816580776581,0.0325910501471747,-0.040376402060671016,0.07886817315336328
HALLMARK_BILE_ACID_METABOLISM,0.0998004932741071,-0.018114126338607713,0.02154747547292045,-0.043912665303293776,-0.11035424033520859,-0.0037623647545035953,-0.07466034901097279,-0.019086313190148307,-0.007400055681119275,0.028353471110741196,0.07511771650053992,0.01727686044693289,0.13438779384465555,-0.025970828935661893,-0.06424014316766008,0.06610503426038712
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1020792303826284,-0.04411632438017803,0.02020563918582547,-0.06728451490642072,-0.14820184701359498,0.04025205196494032,-0.05365326550337784,0.009013612788144418,-0.003079724455274198,0.04795142720180193,0.05938499319050913,0.03430625468455839,0.11356295307840092,-0.028380729380200795,-0.01618762882742179,0.006475292546402907
HALLMARK_COAGULATION,-0.010389659671242982,0.14171711071101667,0.09004921807076122,-0.06733976807997649,-0.06657700948829744,0.05180256612974188,-0.09896901767504675,-0.0654715115443256,0.010878113385287965,0.03893941600999768,0.03205738358008219,-0.023894437924868638,0.03240629384849825,0.04056613462060616,0.0701888865002796,0.08670858459445772
