,UKF243,UKF248,UKF259,UKF269,UKF275,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.027711479083305506,0.056785943514839295,-0.0015787860186465043,0.1219526275718428,0.03137805123881169,0.0582585425090869,0.07522679877726286,0.07968459532403353,-0.031013695536815437,0.08906986254637524,0.10869324744038646
HALLMARK_ALLOGRAFT_REJECTION,-0.012607372414740501,0.020758084520663682,-0.037028058357077474,0.1559242831582654,0.006444813470819873,0.06556462564479208,0.09665028163269389,0.06671289693721856,0.03946201040015328,0.09758336355306149,-0.004785698938218041
HALLMARK_ANDROGEN_RESPONSE,0.06877093323194698,0.1268695845679801,0.004406156112748237,0.09096833064791345,0.06863981573331714,-0.004105715653715285,0.06337222693975472,0.08595191372911733,-0.06201118575322699,0.12536084691075444,0.08298542859651406
HALLMARK_ANGIOGENESIS,0.003702567472514726,0.02330053010232345,0.03548575131910193,0.10001578062603242,0.04048003596678502,0.05697945025419437,0.08242995543792352,-0.03928606111753673,-0.04472477094585417,0.03630373021307335,-0.04942624168510279
HALLMARK_APICAL_JUNCTION,0.0019937501864163622,0.07393798586456728,0.05227902964036127,0.13489661341710688,0.009187670603942995,0.1206541595673551,0.049137306793698175,0.08748929504201221,-0.0036238639465343498,0.13391536359513603,0.0806229679483273
HALLMARK_APICAL_SURFACE,0.02273466282214927,0.056312302901081024,0.003317577154542981,0.008399769097362635,0.03164121126458515,0.030881680515518373,0.05350261834432389,0.096236977161498,-0.020794628685768965,0.10668556594308833,0.045957315908103306
HALLMARK_APOPTOSIS,-0.05591182976305698,0.013111034142999996,-0.0022577621377993166,0.03403889522299131,0.016366828311558675,-0.022482325126140207,0.06325486703694906,-0.04910065778675384,-0.005404302561280749,0.046790961330057494,0.0011945325902937187
HALLMARK_BILE_ACID_METABOLISM,0.03966567754068691,0.052198926829813454,-0.005938641362392899,0.10279390812922762,0.02221446333003399,0.04708144987857056,0.019110888194986474,0.10607014215947232,0.011795269885242566,0.05767830617548959,0.07914050378476159
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.012973583997570084,0.06580977621398733,0.018818428092232272,0.08656068308547814,0.001333328378155707,0.03429696096110209,0.08426051545265578,0.10144986631023468,-0.014844350881174287,0.11006963385609743,0.04461344974603661
HALLMARK_COAGULATION,-0.06022393163185077,0.02475201433809692,-0.00826921151056726,0.1062839698314472,0.038300082234768947,0.05822209875186144,0.08374019893125292,0.060926736074170464,-0.04585984630866287,0.13447115998411793,-0.02492061705017631
