,UKF243,UKF259,UKF260,UKF275,UKF296,UKF334,ZH1007nec,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.055012597345383246,0.020025268689854853,-0.004591752704426825,-0.040913579690184665,-0.014784611610656485,-0.0125653091152708,0.10320478856715185,0.11964958610089015,0.014625386304050593,-0.002056589171199402,0.12278358443109179,-0.0027565037804801887
HALLMARK_ALLOGRAFT_REJECTION,-0.025689090849308132,0.01629864867212402,-0.012210084464161755,-0.05500964176686145,-0.026503077541374338,-0.05572117408245411,-0.028795587045541478,0.057120182680917134,0.037444287469508335,-0.015675565644271035,0.12938569332197195,0.03235683970436202
HALLMARK_ANDROGEN_RESPONSE,0.0034797608932472563,0.04484804959121997,0.007407353977645892,0.0066788099103218925,-0.016020921673206043,-0.0061597374435405725,0.0063567125389906035,0.08671116668836303,-0.0022071394947518223,0.02094291626109031,0.11723188525583007,-0.04373354903741906
HALLMARK_ANGIOGENESIS,-0.03980639365104423,0.0009579817818373413,0.007377459343763574,0.05030595378927897,-0.04603800982572517,0.051589725012408265,-0.07316775924040812,-0.11489490114578016,0.020301155387696126,-0.01602353450149467,-0.06350618260474464,0.009811340369981356
HALLMARK_APICAL_JUNCTION,0.0008748632015109805,-0.006208554398115422,-0.04186073054016982,0.009756776722805872,0.05481552019640524,0.03688515337425755,0.10980197275911992,0.0988773387828052,0.029725904768419176,0.049331624507551554,0.12589412114641166,0.01607874264468057
HALLMARK_APICAL_SURFACE,-0.012145965579956099,0.042085106969882935,-0.018321640475083816,-0.0356068197421586,0.0482313276305139,0.058905323260250976,0.08410986131000511,0.0751358644226442,-0.04403495023982169,0.10942759211266449,0.11570873569759017,0.02918049740082416
HALLMARK_APOPTOSIS,0.006321099555567409,0.03758882328877381,-0.028616692280091748,0.006181777528786545,-0.005300379588164196,0.016197357896206598,-0.06178372849099576,-0.05334021660079461,0.04839865266120728,-0.049994636757257654,0.08327919266675063,-0.027141011928735064
HALLMARK_BILE_ACID_METABOLISM,0.001955367316466492,0.048035165386689616,0.0216943836547014,-0.027795185472913445,-0.027822115140980697,0.04289391403027769,0.09402864911488655,0.1510371112116381,0.02572671567000291,-0.01854160807616834,0.11810140448321589,-0.00043219678489129934
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.017329653485101803,0.029910667380234752,-0.04260204302277438,0.01812902350759872,-0.0593806539092838,0.07342446467872159,0.08365755879896189,0.11858442912730059,0.04270706099461526,0.04814112083815976,0.12190927174886426,-0.00741392452772718
HALLMARK_COAGULATION,-0.026459617632915006,0.013472959077832263,-0.0031600317324620934,-0.02014459190709432,-0.058505567663970484,-0.0010301915200030855,-0.009951245059442162,0.07229082049059925,0.03379527816166519,-0.016570315884870408,0.1026377147438785,-0.0143875139692896
HALLMARK_COMPLEMENT,0.003969120286203494,0.05765705355318592,0.030349218604365836,-0.017873964967689636,0.0319276140359784,0.019399426713841903,0.1066183515100633,0.050621968769334065,0.05548064812082171,-0.005125576746279046,0.13719548321494165,-0.0018678420408567548
HALLMARK_DNA_REPAIR,0.07313574631816563,0.06353548361253221,-0.05406778639366764,-0.028287234125399154,0.014872541052522193,0.06509803772645602,0.13099211901604763,0.14142310424150895,0.015595303818590643,0.05797763361616782,0.1287827147146055,0.0178493299473475
HALLMARK_E2F_TARGETS,0.022359229800499248,0.014838966451870689,0.009897023325715352,-0.04855842894237933,-0.013364195786562496,0.05221874607909777,0.1478374514806096,0.03937114708333366,0.01422006049252573,0.014291767703607166,0.07362298673158571,-0.012021230186364328
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.0282403756055035,0.061289044880818294,-0.01676874036469197,0.022714927721418872,-0.048118271239065015,0.07105498696091066,-0.024503978170192134,-0.06577905352548628,0.04973287889635095,0.029911449145055106,0.06632014170535579,0.0051344257418209
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.027651594981558718,-0.019668892199956163,0.03982200984575744,-0.0340474599942751,-0.008739450334082518,0.001011898000438796,0.09989968246844864,0.04018940213915135,0.03817628084974944,0.008698961531461736,0.09169359987006745,0.023282345751083098
HALLMARK_ESTROGEN_RESPONSE_LATE,0.006766088701421778,0.03770100373565754,-0.019508806680193544,-0.03982011131470248,0.003910410457034554,0.04933938697719527,0.11231398384766415,0.11495395399829834,0.0027232830625920005,0.009833752546180814,0.11129938045864211,-0.016019445813164872
HALLMARK_FATTY_ACID_METABOLISM,-0.020472577153285237,0.05183769319275765,0.00874541750305885,0.00341496636153603,0.004806493227748341,0.025120216896568244,0.057588710739854936,0.009164811140449541,-0.01922157953024632,0.0010494734195892366,0.07292553463214872,0.021777686613400307
