,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH916T1
HALLMARK_ADIPOGENESIS,-0.03934885417236498,0.021778716115764523,0.011683044077706985,-0.0008308211875956614,-0.05950572876287011,0.021882470042924155,-0.10675308815290144,0.07514496823964334,-0.023475067908697387,0.08306153521037868,0.0702480534497722,0.03830466553627804
HALLMARK_ALLOGRAFT_REJECTION,-0.09186318534981858,0.00855347553394304,-0.06973838578693743,0.033280412168659075,-0.040543854775675396,0.027687790130890504,-0.13126664030828492,0.03004983441025712,-0.14951404398495424,-0.02140670156219345,0.023597195565302365,0.08422574670189661
HALLMARK_ANDROGEN_RESPONSE,-0.01884030892594001,-0.012154532969314328,0.02372018224319333,0.03431226425663681,-0.002319917915017361,0.08637732703393394,-0.01095618131091304,0.10531902399179988,0.010216067962492224,0.13814624679466667,0.03760302654995483,0.044982691008406704
HALLMARK_ANGIOGENESIS,0.03681340911541097,0.015957898485003938,0.005004591733212699,0.05836406695680961,0.06472508020471818,0.030180047471452903,0.14519821823270432,0.04025461001998573,0.018235977718533466,-0.001115762558016935,-0.030580022887874942,-0.0017715335920804826
HALLMARK_APICAL_JUNCTION,-0.055386600026796476,0.02628583522830785,0.0034196602801973034,-0.0076317367842610945,-0.0031496019568184363,0.03461269580437642,0.029164126622384132,0.08476982146302947,0.033385641028960834,0.098443884741693,0.06706847630715945,0.06516959803791718
HALLMARK_APICAL_SURFACE,-0.07334930190708538,0.020085167036168868,-0.00011054133713458263,0.044806781399524896,-0.04888428159775624,-0.021294959951652804,-0.1399138954196257,0.10945872627712312,-0.10320071778926236,0.07448183760277462,0.07265186168660413,0.0708088496900157
HALLMARK_APOPTOSIS,-0.03029274681995456,-0.008555792366489423,-0.006086586989270953,0.01220377893543746,0.05371123964295253,0.013632060340452017,0.06926985334730026,-0.049645052449115844,0.09493209856610356,-0.017343901483598514,0.0017200164512417454,0.007019976373526803
HALLMARK_BILE_ACID_METABOLISM,-0.04450026214191254,0.003968561332167062,-0.012253974868759647,0.02725232719526132,-0.03311042535718197,0.057394824991738064,-0.05585534069914849,0.09002690564072995,-0.04133428406083917,0.10136588123802058,0.06588304222480988,0.014631185922215066
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.009596457856837473,0.03452452842198981,-0.015365404386246362,0.009973315756738821,-0.07554102625451764,0.05009236337060711,0.15282457479914013,0.0573405432704992,-0.0530615886367088,0.08848875279251638,0.08547706103086457,0.00012477540515150377
HALLMARK_COAGULATION,-0.07892642654323685,0.04667924992198152,-0.0717118484526686,0.011372815136612745,0.051664893526725236,0.041993353371431036,-0.0811755361535549,0.0395576925772523,0.002538518865999649,0.07025935097316678,0.0746135575771239,0.07499216090800895
