,MGH258,UKF251,UKF260,UKF269,UKF275,UKF304,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.02229214869514815,0.028551609276312135,0.0371380599699354,0.025732082486938375,0.07861939971892827,-0.12879647491755675,-0.0006800145040629744,0.09105954370505305,0.010813188144468617,0.03950684810211785,0.08975585398050757
HALLMARK_ALLOGRAFT_REJECTION,0.10403876543941602,0.03434077340443789,0.08689262057845917,0.07398339002816598,0.03294484422617654,0.06425735180222812,0.09042823669506847,0.11521123632703881,0.026574924099547856,0.09736872210731026,0.04604018903846781
HALLMARK_ANDROGEN_RESPONSE,0.06524795725316193,0.07850562703379162,-0.02778492613130332,0.08724453358592547,0.0665303424432287,0.012616552890244942,0.0410880037102273,0.11293165503902126,0.0031787352024028196,0.08695518123644508,0.06705492510054856
HALLMARK_ANGIOGENESIS,0.06320794702114027,-0.013616982199312308,0.021474126639532548,0.06289971219919038,0.024380537995134705,0.051379942217106365,-0.12788831381019614,-0.013713282977567246,0.014541567494026244,0.028392224956806045,0.07266481805885733
HALLMARK_APICAL_JUNCTION,-0.005416110784417019,0.08471209237959564,0.03992929872573151,0.048121816943044154,0.07331720823509347,-0.09604343805992736,0.01926922247869239,0.12221891131116813,-0.0249618482085552,0.04026969898094401,0.08075001889902632
HALLMARK_APICAL_SURFACE,-0.04351384930414591,0.021368707739436704,0.04638029569664346,-0.09413695885561536,0.00206895031151521,-0.02163232275321106,0.0685210523026811,0.027329609739656462,0.009670274096248514,0.07640574424857526,0.08167057134697951
HALLMARK_APOPTOSIS,-0.04023663207492681,0.02388965735092146,-0.008300991277558754,0.020051849242265635,0.017132165895593257,0.005936740210372393,0.07133431333665011,0.07119076254424173,-0.04555405940552562,0.05357587836038001,0.0279044156293985
HALLMARK_BILE_ACID_METABOLISM,-0.022769559480549567,0.027406997469914682,0.07946166368899814,0.06682974461937922,0.026932645664873564,0.0008859036428728522,0.08556964535004512,0.07827260253372106,0.040602283425527144,0.0028831585904936824,0.05070368511939082
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03352223447167575,0.011216984078692852,0.018697555085022837,0.09254903822482834,0.010164574524217556,-0.002705360471654866,0.10193915140191907,0.02225824683409988,0.025892788605967654,0.010652821265449842,0.0879909918554555
HALLMARK_COAGULATION,0.047973447783648676,-0.02899476744536636,0.1021797612716492,0.06169178736547602,0.04064364816950582,0.023754233100902997,0.07339414756301282,0.08836703485297841,-0.005669358819480146,0.06036588404103299,0.06104773226068177
HALLMARK_COMPLEMENT,0.06189462415914066,0.022599598194786078,0.035004411015517226,0.04651140534560472,0.06090487112239353,0.012542590763234785,0.02830919637810907,0.09913768227557469,0.013640609856482832,0.0455901969385579,0.09865683451971966
HALLMARK_DNA_REPAIR,-0.03271334131107159,0.06807778809804166,0.026650674710744986,0.06569361064660123,0.08255508948739465,-0.06210528032090713,0.0933839050765458,0.09542574474837974,0.06106005671266489,0.0053779351083165765,0.06485026008370598
HALLMARK_E2F_TARGETS,0.016283772110013594,0.0718491950114671,0.009965107606962778,0.06969467492106403,0.03956280626901446,-0.08597203101900248,0.11752330116356537,0.09923308063647673,0.04505367325851962,-0.03145719900170131,0.07868621113467605
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.03315969511648472,0.018561178883398526,0.057042957234459075,0.05092182805949551,0.07437340576341285,0.0012112610303477175,-0.03990365641966168,0.12313979556841798,0.020627220921317555,0.040142336087051214,0.06955528901474127
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.007656546875665447,0.022613853887912268,-0.0029935609275635144,0.005748980463507976,0.007866375980913751,-0.04013099893648122,-0.026239275496016297,0.08336835496773687,0.03668522666868442,0.03610894681898665,0.06712562409928724
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.03748646427142868,0.03912634343536899,-0.013133906974967401,-0.04167386495947554,0.06304193313191937,-0.02101251882935569,0.08100754371419952,0.025039578686853203,-0.0017108956751810836,-0.01236179279364418,0.008717992890678622
HALLMARK_FATTY_ACID_METABOLISM,-0.03672714409156693,0.009795904544364777,-0.13815673974567486,0.01713208769005128,0.06076938517948284,0.003399593846407099,-0.0719875228429569,0.027196296840112703,0.006101547046469358,0.011199069818321849,0.04661470332063065
HALLMARK_G2M_CHECKPOINT,-0.0613039834329574,0.002399561931578965,-0.050348390266874064,0.08551218337966952,0.02950196314402154,-0.01607230057480308,0.052382391540739426,0.09173045805645809,0.007970657122036082,-0.009198019735433296,0.07769522551640119
HALLMARK_GLYCOLYSIS,-0.008955851417945193,0.017933766242276043,-0.03780152730257601,0.02650984854479702,0.06716234196197635,-0.06432134518600799,-0.052250940388248235,0.031603143725558516,-0.0024929708599596913,0.005508604950375823,0.04448646965377584
HALLMARK_HEDGEHOG_SIGNALING,-0.07369941179950024,-0.014524269867048214,-0.045283840417752824,-0.0887468413113718,0.02349098614433113,-0.07677160574433275,-0.03555888163629866,0.11076843739507947,0.042501114824709675,0.011364517268773541,0.04844535229880089
HALLMARK_HEME_METABOLISM,-0.022449567531346734,0.03148153369059749,-0.02382391150574106,0.05887085914234117,0.04129809236832419,-0.03536402539381036,0.04135171758521096,0.07923612547303466,0.018878729576240972,0.044302960417398785,0.06811716636681144
HALLMARK_HYPOXIA,-0.0020261724761389257,-0.010328012544470551,-0.033040994649925874,-0.04345637814451457,-0.0016429293222601712,-0.03442585144925673,-0.13930952684419223,-0.007036100772171812,0.0099096218277896,0.006213926046897989,0.009181888470794652
HALLMARK_IL2_STAT5_SIGNALING,0.08905278770140791,0.027551752854839684,-0.002687365933385643,0.060650470840373005,0.0022259369504551794,-0.03139420893858645,0.05942930023718347,0.09662060403425908,0.0007322573700440601,0.010099115868673103,0.044025277798585054
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.03042656597325501,0.07261034564836441,0.020492060395402207,0.0406881513839836,0.006188573773285669,0.010744663320997999,-0.02315862533434359,0.030069011026062412,0.019034679142997984,0.03363590908535708,0.054023225429066325
HALLMARK_INFLAMMATORY_RESPONSE,-0.05659343404961689,0.03191369045648731,-0.06139508835203524,0.0024556023240626655,0.020542405177183098,-0.05880638352632282,0.06890385827842234,0.07865719535318492,0.006519347754435067,0.08367825497198096,0.07124381975946666
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.005445870987756751,0.013034016688549845,0.07469468312949547,0.07685616170637327,0.03546803866708922,-0.002502501919893739,0.1184886636800744,0.049892806607007206,-0.008785639174342273,0.006302376257716263,0.06806197175369451
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.007196141920743872,-0.04581151064774676,0.010848625001326167,0.06926881887528458,0.046603632957734294,0.040616895823859196,0.035098999698151216,0.10209650839060332,0.037519196949731486,0.04336566755963459,0.05022152917185948
HALLMARK_KRAS_SIGNALING_DN,-0.014950045534417014,0.04238093636965296,0.020733452594368495,-0.000909043748651947,0.06554085110109162,-0.06548095568111291,0.021016080530994442,0.08836315539044662,-0.001086958164931187,-0.025756320489137022,0.004434013451826269
HALLMARK_KRAS_SIGNALING_UP,0.05810948085604326,0.02591126718819407,-0.03583311069102729,-0.0652399607414677,0.000717717014805557,-0.044998657035683794,0.05450422971519907,0.09694311027930631,0.02315621315025649,0.08158277252946212,0.08981549269946802
HALLMARK_MITOTIC_SPINDLE,0.03674749856048104,0.057733592407302636,0.0011353977773949759,0.06005073372983556,0.0869556693663094,-0.03818339540041354,0.027170320195328817,0.107816586219857,0.006687800794173202,0.030806678760508816,0.0962214099885635
HALLMARK_MTORC1_SIGNALING,-0.02278011425757519,0.06242089277747406,-0.10276087730014374,0.042736141745487,0.05071998166506457,-0.06589423493480183,-0.054027919281454506,0.06012812866397338,-0.037565911629808,0.020860010423360824,0.0435803741820406
HALLMARK_MYC_TARGETS_V1,0.03064967721638443,0.06285199446830259,-0.011851498042465797,0.08794294663954554,0.07647698167392804,-0.03473216101499651,0.15840778630518884,0.16223989189029484,0.030130479877220766,-0.022668842523021693,0.07124701424454641
HALLMARK_MYC_TARGETS_V2,-0.05180346940772282,0.03353242985381397,0.04515111247643476,0.017569138449480513,0.02325819659551422,-0.031326052123815944,-0.02514704140059467,-0.07164357725500757,0.031511005379256614,0.011609955812212705,0.062341941765342426
HALLMARK_MYOGENESIS,-0.01361247787355761,0.007856566963513344,0.01912040379934976,-0.011122303398793061,0.04527317942641783,-0.0847459105884925,0.020996081127391753,0.02855629882698623,-0.014039547370437477,0.04883837776450628,0.05904832313438305
HALLMARK_NOTCH_SIGNALING,0.008728291738464383,0.048067271786122856,0.019576096057470686,0.06921119275406831,0.003282432984813329,-0.05014274346151746,0.045468626699932076,0.12141102714834126,0.05585952982110385,-0.02327810094373067,0.04951765187619325
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.020945667746691682,0.0593241972308988,-0.015932529782318842,-0.0004662280924656489,0.024722666671011743,-0.07717434896857599,0.17897292376190693,0.1165976105663774,0.06540125684831283,-0.025344432221320094,0.019497060284291462
HALLMARK_P53_PATHWAY,0.03383969852715861,0.030945398744550687,-0.02156267359597053,0.05492763929870322,0.031103012950239744,0.03361291280916518,0.07033842419423622,0.05794184667955581,0.044136449739307124,0.016560933343812704,0.03969067963064895
HALLMARK_PANCREAS_BETA_CELLS,0.08659134147349862,0.09289102435868084,-0.025657345300482522,-0.006535791139220175,0.008193215309664357,-0.05875315858440288,0.21691987331465282,0.079453360200906,-0.0029767955886625223,0.0018183694493308224,0.006146352880158136
HALLMARK_PEROXISOME,0.089106136107836,0.05204439321566636,0.017783908686220665,-0.001089060328804843,-0.007949643744756743,0.010820587208709024,0.005869946692889976,0.040144496191937704,-0.005073403513422315,0.050790175624983086,0.08419088148059976
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.019035679892305996,0.040207620288591935,-0.04569206957887702,0.03571928507586852,0.03639963470793033,-0.10419922950997076,0.10235501146442627,0.15213723531278892,0.033845747630338645,0.03825636038982687,0.04326912545831365
HALLMARK_PROTEIN_SECRETION,0.009843815124322924,0.07990195188852496,-0.015280174263073973,0.02959512431909597,0.05599860769431035,-0.08844373204636345,0.0033635982456864276,0.13502291807126443,0.005332717017955523,0.0277499674544496,0.1150777329063255
