,MGH258,UKF248,UKF296,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.05016849799694447,0.0535420459392629,0.03281849936723491,0.05183810823559463
HALLMARK_ALLOGRAFT_REJECTION,-0.059345789143139066,0.0004124917436531791,-0.014280731321665355,0.11513564198536955
HALLMARK_ANDROGEN_RESPONSE,-0.058218445075920514,0.06691059127784733,0.056079596972379554,0.0829852527600918
HALLMARK_ANGIOGENESIS,0.02517917426479215,-0.059921051358000556,0.03789805463506875,-0.034738885777354775
HALLMARK_APICAL_JUNCTION,-0.06937280959740068,0.07189995551539753,0.00764422402338208,0.026541749597429443
HALLMARK_APICAL_SURFACE,-0.05823436182514401,0.03663378095818518,-0.023072642499911512,0.06388313500175478
HALLMARK_APOPTOSIS,-0.0019038258828963331,-0.002271626971619458,-0.035617203547952385,-0.007104298375928775
HALLMARK_BILE_ACID_METABOLISM,-0.0609033571022333,0.02522383052477089,-0.01012556884165836,0.018627800771224758
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.05469509120731959,0.05642533077216027,0.06584731164374719,0.03397924585686684
HALLMARK_COAGULATION,0.004216084335275839,0.03615788046826803,0.04612903072351618,-0.01649708074635413
HALLMARK_COMPLEMENT,-0.04405717004603155,0.05473770303038251,0.047553159784219166,0.07437801568232519
HALLMARK_DNA_REPAIR,-0.04937824562275066,0.09655347394342934,0.05316160180676882,0.05777339663600946
HALLMARK_E2F_TARGETS,-0.032136468203322256,0.04649785384216662,0.01868597976477531,0.03726552961497907
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.02352637283641011,0.031148913830785004,0.04564994355149902,-0.04816391778894475
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.003268326518860145,0.022341271880769245,0.01841092862619973,0.025507053345018488
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.024322260208996308,0.061170103309025926,0.013278779959040043,0.012987826653149369
HALLMARK_FATTY_ACID_METABOLISM,-0.01022193449962871,0.05478495231112218,0.025753584456010673,0.017018291898868908
HALLMARK_G2M_CHECKPOINT,-0.04035713726636521,0.0587406230825583,0.05700403961108492,0.013526457808005675
HALLMARK_GLYCOLYSIS,-0.055828359759118984,0.04859007925477963,0.014078440791448842,0.08056099019303999
HALLMARK_HEDGEHOG_SIGNALING,-0.02767433308571813,0.0968608586573983,0.008386632927990207,0.10469087624070356
HALLMARK_HEME_METABOLISM,-0.0656453055766788,0.06366320614321226,0.015199041579835015,0.07237019431182379
HALLMARK_HYPOXIA,-0.015228049103315837,-0.05654455735810831,0.01607163063515098,-0.10304704306660355
HALLMARK_IL2_STAT5_SIGNALING,-0.06079524648870075,0.05597608070967847,0.032551324667467095,-0.012304134272837327
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.03885700236883092,0.04857850488483967,0.03232795516287382,-0.040151029930189326
HALLMARK_INFLAMMATORY_RESPONSE,0.049497094676532315,0.036478237877073244,0.0533337737366351,-0.044965604093510754
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.012649660507640319,0.07112203094863488,0.05584641912681633,0.13463423406143796
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.0008274588361212087,0.06449320244901241,0.0028228659623216155,-0.007576887916386765
HALLMARK_KRAS_SIGNALING_DN,-0.02829426526271002,0.01749126540742205,0.0479149738482088,0.11993387817337464
HALLMARK_KRAS_SIGNALING_UP,-0.04788896895285377,0.05328925934964829,0.03442971949753821,0.13464329208299697
HALLMARK_MITOTIC_SPINDLE,-0.07802157383060601,0.06643778590370907,0.06551964904393325,0.08009840782065433
HALLMARK_MTORC1_SIGNALING,-0.05718545853271263,0.016911679713975735,0.01472410937017188,0.039608668629535576
HALLMARK_MYC_TARGETS_V1,-0.0644960304351147,0.0919608767572951,0.04349128852728418,0.07913845052852561
HALLMARK_MYC_TARGETS_V2,-0.009857518804213249,0.06317852558302187,0.016816264767380455,-0.012517821955029377
HALLMARK_MYOGENESIS,-0.059064046710231556,0.048433915740436394,0.032507921169226815,0.09863684961146967
