,UKF260,UKF313,ZH1007nec,ZH8811Abulk,ZH8811Bbulk
HALLMARK_ADIPOGENESIS,-0.10484639855514397,0.0749634997656676,0.03933533958986504,0.09876462690981729,-0.0344671560481324
HALLMARK_ALLOGRAFT_REJECTION,-0.02009893924277769,0.1230187171231961,0.07177499980955818,0.03078661612126221,-0.03888440476083438
HALLMARK_ANDROGEN_RESPONSE,0.0045010521370227345,0.04431192375671801,0.045103182622028705,0.09498599201633647,-0.026429729347658564
HALLMARK_ANGIOGENESIS,0.11074796650059852,-0.057849821606323966,0.083267034556102,-0.0007472533631562202,0.10783399323629159
HALLMARK_APICAL_JUNCTION,0.019823885440392323,0.12640981109959068,0.04552284052211436,0.11263117728465107,-0.01566858771037414
HALLMARK_APICAL_SURFACE,-0.06686407049816413,0.11027142940030044,0.02393449440381879,0.031121708383613847,-0.03136983526591828
HALLMARK_APOPTOSIS,0.10264327209137865,0.025458333133445164,0.0941776080725241,-0.08050988699149868,0.0451533397482804
HALLMARK_BILE_ACID_METABOLISM,-0.05499916194512186,0.011081464763962887,-0.08235283290277526,0.13491503812456276,-0.04115195402249849
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0654834915708372,0.11176712023271018,0.007919908021558814,0.11582048782755269,-0.045311419653153696
HALLMARK_COAGULATION,0.06430813334880459,0.006656004856134517,0.09448316729700847,0.030768677158660447,-0.01442384666726526
HALLMARK_COMPLEMENT,0.005349267496121966,0.10450802111063706,0.09953817330523398,0.014220658370613794,-0.003324461759439931
HALLMARK_DNA_REPAIR,-0.02342911579370373,0.0962559586769159,0.043154683168801146,0.09634827837174631,-0.038701203616338706
HALLMARK_E2F_TARGETS,-0.08516311830805769,0.10696348797603547,0.0015721443940187126,0.047342197895626874,0.010196347448272913
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.13694824690658197,-0.03635621934298261,0.02402449315019003,-0.010712653190563273,0.08743951513379153
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.024169959326721908,-0.11851464441696011,-0.00016424266838280837,0.07037835146490354,-0.0067420597329985125
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.022479104435179885,0.11829272979865323,0.07085777190941028,0.07469485996107351,-0.04158699484965487
HALLMARK_FATTY_ACID_METABOLISM,-0.02642097843902108,-0.04874986881029737,0.05707719761228353,-0.04191054458653869,0.017612516734875634
HALLMARK_G2M_CHECKPOINT,0.020038064031134697,0.09075619518553028,-0.03396360475525175,0.021808644669419876,0.004411450501274617
HALLMARK_GLYCOLYSIS,0.05366076873065012,-0.01913554093320477,0.0010928235793323568,0.07821449899045756,0.03890198739490914
HALLMARK_HEDGEHOG_SIGNALING,-0.1373087699419131,0.0531455355555558,-0.035236242418428335,0.06743140097210248,0.039295301575013444
HALLMARK_HEME_METABOLISM,-0.07771854859270842,0.012673716717689784,0.07974393302961919,0.09803342274693455,-0.044532588630880623
HALLMARK_HYPOXIA,0.1324425671750565,-0.10172995519775621,0.049990241102126756,-0.044577030727792614,0.07004865201585668
