,MGH258,UKF248,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.06452364954674167,0.09477621650988752,-0.01901728100265204,-0.023252471520903414,0.17006070122944236,0.03054096146323414,-0.07668203013115414,-0.033891410135342595,0.0015293771851897493,-0.024673945772685002
HALLMARK_ALLOGRAFT_REJECTION,0.08178096731072602,0.06360207499862643,-0.03412971254182208,0.07907822522447876,0.1288202600491992,0.084682740470908,0.01812115159022811,0.02554473791176658,-0.007772967722794864,0.15119097955702146
HALLMARK_ANDROGEN_RESPONSE,-0.032709289665650836,0.04500656212302851,-0.009501759889905462,-0.03280131727497101,0.1674706647714414,0.028016643087890317,-0.07677086003988529,-0.0550988411468216,-0.00851825795283385,-0.011445487226379412
HALLMARK_ANGIOGENESIS,0.07607401900095441,-0.019961233105778887,-0.08137427496292114,0.04966337076345268,0.08970723874547266,-0.21002870642095584,0.1165166951241957,0.035270490477664965,0.040234239030238615,-0.07241318579094885
HALLMARK_APICAL_JUNCTION,-0.02297237368550839,0.08846832444965459,0.009304055403281322,0.03876076252689761,0.14150746842988027,0.08652096597595939,-0.08052082913945524,-0.040639160132884995,0.007100683676261237,-0.046992429311669526
HALLMARK_APICAL_SURFACE,-0.02495581688506702,0.034162898392165957,0.020327968103309897,-0.10157245352949586,0.0401225636795306,0.05331557991505969,-0.10047118080808139,-0.014441458219305467,0.058838614359893605,-0.04539141063241062
HALLMARK_APOPTOSIS,-0.030895927556142167,0.01452433517303587,0.024711853914417856,0.002803215295270548,0.14925323404369387,-0.004279946734126851,-0.04974546477333528,-0.018505285747404124,0.02455585343993952,-0.01231568349529044
HALLMARK_BILE_ACID_METABOLISM,-0.05887649735637688,0.026704008846990545,-0.031397855483173705,-0.05665136288340098,0.008516076199406104,0.03784887405357262,-0.05250013932296281,-0.03957883780756715,-0.028862438098783708,-0.010037997977303115
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03739027551998266,0.024738936100097534,-0.04732838181813921,-0.052727419666593604,0.12933792111338704,0.008908590003464539,-0.054952514388826826,-0.05425458762799361,0.04389046296733953,-0.021754105182667596
HALLMARK_COAGULATION,0.10774567935388135,0.07634905252729102,-0.0686034273629319,0.02328957265281247,0.0812864148154758,0.06523727479211985,-0.06200949553569472,-0.07018268122649808,0.012682879255963085,-0.057561221418375365
