,UKF255,UKF259,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.1458198989923869,0.019897457252798696,0.07882192143963988,-0.004531274667572158,0.030777525224650795,0.015003468322582534,0.0660463186221775
HALLMARK_ALLOGRAFT_REJECTION,0.10034370799759226,0.062495227607133684,0.01831545120279108,0.07424253773869546,0.016314888207244065,0.09728788737853643,0.1269853825812103
HALLMARK_ANDROGEN_RESPONSE,0.03514335151298998,0.01920340846433521,0.0012085802799296254,-0.031791704184251986,0.05652583354082579,0.07976956904570037,0.04968210578498166
HALLMARK_ANGIOGENESIS,0.06930058551936884,-0.012814591881523712,0.03261893707708557,0.08865859875716886,-0.010199351100728008,0.0841732850628107,-0.05459116686560886
HALLMARK_APICAL_JUNCTION,0.13185565072066707,0.03210822843790818,0.07771367898360027,-0.013582839961053033,0.05126160317356982,0.05323926895841302,0.07068824563823568
HALLMARK_APICAL_SURFACE,0.13273320187866977,-0.029545187120322676,0.07393583801770563,-0.029712973235512898,0.04708565010066969,-0.005927459331665635,0.027377164476927743
HALLMARK_APOPTOSIS,-0.09465785869648674,0.02570663947192904,0.051181467779040236,0.04600155375801321,-0.03945158561408511,-0.014082405746817253,0.0208534280156834
HALLMARK_BILE_ACID_METABOLISM,0.152574419767078,0.036448036734504946,0.038436076292837226,-0.02110807669866505,0.06855921880429156,0.05077203292321904,0.034848098591008736
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08334484559369315,0.04299933778287385,0.091630798919398,-0.05219821937487362,0.04169638937341875,-0.009051355517279614,0.014075652899364738
HALLMARK_COAGULATION,0.09014574593374977,0.016088936998977073,0.06141958686918459,0.03318081946181294,0.038133647114619904,0.06465692601694015,0.05872596523187665
HALLMARK_COMPLEMENT,0.07722547429870069,0.011037701285730143,0.02045348972597945,0.0026379723012967078,0.0074935773513089814,0.02840467045379696,0.07739142277984516
HALLMARK_DNA_REPAIR,0.13457353639486958,0.019623273878660242,0.06465988535439342,-0.03947675638741503,0.021039594896938928,0.02187705362989158,0.03355641133955876
HALLMARK_E2F_TARGETS,0.15629633757356912,0.0256147293810387,0.0018626773867909954,0.023771711057780646,0.008944114284761558,0.04854821433219351,0.03749016264886662
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.06884922523111053,0.010010793032632635,0.025393074450477157,0.05084940586970817,0.026316377346647074,0.09337769823774562,0.03545996204195936
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.15073157959278505,0.013134671532473132,0.04932278426864589,-0.05933177778373101,0.032853796483907696,-0.02181656519170853,0.005475675081031502
HALLMARK_ESTROGEN_RESPONSE_LATE,0.09077766294857069,-0.0218414128901101,0.014035330356562738,-0.017380084021057868,0.027237122117145806,0.0924167975476758,-0.010804695962988314
HALLMARK_FATTY_ACID_METABOLISM,-0.01816373787324972,0.003285784736077431,-0.0016569511494843837,-0.059717730026449936,0.01717136307756944,-0.012286266445220169,-0.026381108567632275
HALLMARK_G2M_CHECKPOINT,0.1161938672127867,0.030281480424257785,0.017950585632229614,0.022989226825122618,-0.005899769221804241,0.06116407305489069,0.020532221809369207
HALLMARK_GLYCOLYSIS,0.07078679587508462,0.007501680380701258,0.034483103846949484,-0.028934419170416347,0.04433483297797956,0.0472226321416238,0.017802945441517514
HALLMARK_HEDGEHOG_SIGNALING,0.14528717616928055,0.0259324022199918,-0.019141052018585267,-0.06977523734710382,0.04039696630665519,-0.022687104937281485,-0.003226064170135396
HALLMARK_HEME_METABOLISM,0.11913353183762375,0.037279679107683816,0.036492339856345875,-0.053573092848704755,0.017093060177780544,-0.004013695516604279,0.03870875659385332
HALLMARK_HYPOXIA,-0.14113884181787903,0.012732128004205203,0.041506601748885125,-0.0366775791244018,-0.00671715930731647,0.030593660368139142,-0.01637609282244014
HALLMARK_IL2_STAT5_SIGNALING,0.14842469485840362,0.014970598936586022,0.02659859275850268,-0.056860749297379484,0.05316443411295457,0.06564015610729872,-0.0044927340639869225
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.054554761091492945,-0.012855061854442906,0.12013982084935912,0.04940413834971083,0.022492611136510663,0.0715239687161679,0.03555359317077507
HALLMARK_INFLAMMATORY_RESPONSE,0.05717395038684709,0.029989295609510365,0.058969327058688105,-0.027599053775152663,0.007788327484733513,0.04497128364537268,0.0011787232338173934
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.1460450265642346,0.03770037876641396,0.07047438694760812,-0.0001350215768523887,0.01254223506730554,0.08701318458036374,0.07685369421347625
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.12665616127106458,0.03552427351395443,0.06553932861635996,0.0893899482542178,0.023115369342613698,0.06949312463999593,0.0882000272834563
HALLMARK_KRAS_SIGNALING_DN,0.13032669483350887,0.01833786942374827,0.05415842835992079,-0.027226962448240726,0.04870803215383453,-0.04916677450188951,0.022805747054129712
HALLMARK_KRAS_SIGNALING_UP,0.11676920281723786,0.04866898637685844,0.028490292313776006,0.01706429814289765,0.021479495546803,0.04121952983868488,0.10538754392964371
HALLMARK_MITOTIC_SPINDLE,0.1586099394628915,0.02823591044089493,0.06670992546764226,-0.011186978323163545,0.038129255155572715,0.01670950143610362,0.038136966175001466
HALLMARK_MTORC1_SIGNALING,-0.03588709389131657,-0.013051061329036814,0.05946507528699811,-0.02329976751484805,-0.0008869201780536373,0.03351486308144358,-0.008862579894081936
HALLMARK_MYC_TARGETS_V1,0.1254981058379806,0.02686148974370115,0.04480309740322516,-0.04383711238730523,0.01444427554929763,0.039168521791801504,0.036052596012568175
