,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.0002415130434308863,-0.0792058672144606,0.005558802967964906,-0.045004756614165156,-0.028308813918441204
HALLMARK_ALLOGRAFT_REJECTION,-0.05961709949101326,-0.05953419454548597,-0.029188727102199774,-0.016960907572262946,0.07526212116710251
HALLMARK_ANDROGEN_RESPONSE,-0.023929716725469598,-0.058498000085057865,0.0031310024348734987,-0.039862656338387176,0.0032126453952881443
HALLMARK_ANGIOGENESIS,-0.03606992677160952,0.0525168706550096,-0.028537135553985665,0.0050681111193595,0.058552174844751545
HALLMARK_APICAL_JUNCTION,0.006194175835536679,-0.030671063797169922,-0.008492243396289867,-0.03895608842648751,0.014105268574574422
HALLMARK_APICAL_SURFACE,-0.040802102670946146,-0.0008773783282536342,0.06529812429369777,-0.03995096716360838,-0.018563970864370408
HALLMARK_APOPTOSIS,-0.02041452674565143,0.05339397233744118,-0.014366525364474964,-0.02364630888699752,-0.021401571255107006
HALLMARK_BILE_ACID_METABOLISM,-0.025352578269826502,-0.018418153433215664,0.04266619936072116,-0.014520254529788447,-0.01938562034721963
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.007491630028952483,-0.08753313829555678,-0.017748209755083903,-0.019999843621455793,-0.017606360684438164
HALLMARK_COAGULATION,-0.030652696443387622,-0.03679168506425854,-0.025127746351914382,-0.04814318681375733,-0.0393316443955345
HALLMARK_COMPLEMENT,0.007112623070050286,-0.05051191123096628,-0.008008255484151895,-0.021974565183173343,0.011847582775709272
HALLMARK_DNA_REPAIR,-0.003619292077777501,-0.05414721267177896,-0.003998225391741374,-0.021546205086540086,-0.003546518421396262
HALLMARK_E2F_TARGETS,-0.013491537021138823,-0.01728209957207279,0.048041065205084034,-0.038007371477522076,-0.01280946613174134
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.00014316834197661372,0.051845601257033164,0.018216690003136627,-0.019608332007725115,0.023344999602033192
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03269427429443066,-0.032786767271279195,0.013310157540267063,-0.014615168862870788,-0.01890780974948644
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.001626666526592668,-0.03756724019610276,-0.015223284680896558,-0.01192234666359766,-0.054969255913962074
HALLMARK_FATTY_ACID_METABOLISM,-0.0027953025805989894,0.06000749658283595,0.014635423588875048,0.01685833784511151,-0.009302974452469737
HALLMARK_G2M_CHECKPOINT,-0.02728346331901626,-0.008245074152373142,-0.014495269553518663,-0.013461639280214413,0.014325013672031149
HALLMARK_GLYCOLYSIS,0.034632614017729255,-0.0007884386446703072,-0.04381629934926734,-0.004469947153261397,0.02949181791171324
HALLMARK_HEDGEHOG_SIGNALING,-0.005596600645528439,-0.03411975204532081,-0.0235725306089338,0.026098331390892703,-0.025941440860453198
HALLMARK_HEME_METABOLISM,0.012948419010103282,-0.06629782447608026,-9.786128154153072e-05,-0.006312644009629493,-0.02061755963935554
HALLMARK_HYPOXIA,0.041701818526166175,0.06668911076823854,0.006151652707709538,-0.0019501645639488174,0.03511375997019413
HALLMARK_IL2_STAT5_SIGNALING,-0.004715821790905724,-0.052317849312765265,0.04450069029320158,-0.018260889583442262,-0.0049690066126978506
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.033126268420353294,-0.037299982798099506,-0.03483904479022062,-0.00989778171199679,0.027358663477089887
HALLMARK_INFLAMMATORY_RESPONSE,0.06500398083627959,0.00753679266054066,0.036123573425954444,-0.00901788755653128,-0.008851682251836187
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.01725217570828952,-0.07512756619486395,0.06927017854608088,-0.06308019822626769,0.00593181536992351
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.0004438191545840321,0.012472732744523726,-0.04295961948524674,-0.06463740537404361,0.05156270756359845
HALLMARK_KRAS_SIGNALING_DN,0.03859795773124355,-0.037849298145586394,0.01861501859640719,-0.014791260241459391,-0.07173345545153828
HALLMARK_KRAS_SIGNALING_UP,0.003767012947567015,-0.05778521822809182,0.01786985138100829,-0.024625972068476373,0.048418602573004045
HALLMARK_MITOTIC_SPINDLE,0.03836530083343918,-0.05004187049718063,0.012015011174581987,-0.03444785131663113,-0.03318335214368186
HALLMARK_MTORC1_SIGNALING,0.01885393500169346,0.03139435624716436,0.036201747365588656,0.01891885955715059,0.060601758433122786
HALLMARK_MYC_TARGETS_V1,-0.01944374167455029,-0.071822874045307,-0.0023904843887571016,-0.0031928079549193127,-0.01061769318440713
HALLMARK_MYC_TARGETS_V2,-0.007077380660804541,-0.0650367150141047,-0.07083110523133909,-0.01972779251670162,0.012791981911452449
HALLMARK_MYOGENESIS,-0.0005023869559361283,-0.05341644688816879,-0.0037223522095932737,-0.052591901449117164,-0.049435829945215795
HALLMARK_NOTCH_SIGNALING,-0.008870302833654775,-0.06332334613114611,0.04842345275753665,-0.02720592211600974,-0.015538884610545563
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.009025433285161958,-0.07450019191672488,-0.01528393816228696,-0.014878982356704125,-0.02818386172695979
HALLMARK_P53_PATHWAY,0.050294521777581556,-0.044304148478137746,0.04823523001957788,-0.002727794169125692,0.0223384017815406
HALLMARK_PANCREAS_BETA_CELLS,-0.006343613823582088,-0.057556305499594555,-0.07013840549237953,-0.006730721161048643,-0.06132640828407351
HALLMARK_PEROXISOME,0.025449139116285942,-0.07222643990518686,-0.04496854214499188,-0.013544052183796297,0.012151981145701115
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.007587177198458337,-0.07163113706030699,-0.04638655081439846,-0.02130471062681491,0.003616650013662695
HALLMARK_PROTEIN_SECRETION,0.0033247341490654776,-0.0520081131436052,-0.026768529923118796,-0.0207982663764268,-0.023194408353952835
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.004976782280802019,-0.06632474873848107,0.02830834393854879,-0.0030232638104440877,-0.009934694761839492
HALLMARK_SPERMATOGENESIS,-0.00314463153132628,-0.05942727872809859,-0.04882946897251568,-0.0035100252353686993,-0.014091875381281637
HALLMARK_TGF_BETA_SIGNALING,-0.025847268856437098,-0.042601101211836134,0.013028103924380904,-0.029891413577450798,-0.0034580693290331326
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.016510449162177077,-0.07572461073949681,-0.005863098440832826,0.04944475964049808,0.04297074271597932
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.0026211124771904916,-0.0373977537176787,0.00894748157750998,0.013800249242308977,0.031819524338448306
HALLMARK_UV_RESPONSE_DN,-0.018701250361483544,-0.03062833370692123,0.03777335678730801,0.00481690294502247,-0.04382882830057534
HALLMARK_UV_RESPONSE_UP,0.044233004149486714,-0.028867155750206073,0.015272648698400029,0.015907508466230482,0.002054704699953881
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.020444962305998054,0.017940986147196872,0.030493159768207285,-0.0004863523580659566,-0.028526846395589434
HALLMARK_XENOBIOTIC_METABOLISM,0.010941120394830514,-0.06767557327162574,-0.0014747328684204693,-0.008072927962415705,-0.017245904357526782
