,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.12052817504249665,0.11749183682884361,0.021903431437676705,0.1171067194182181,0.03608793215918119,0.07298690804428128,0.0832544408593973,0.18358696441370428,-0.01614383412902726,-0.0011132603472868863,0.05156061501978081,0.1258016766844158,0.07119127744739047,0.11299133895628001,0.09676938070074632,0.004325316697315204,0.24018530695134513,0.1445486351323879,0.24509680437353493,0.06340158904522585,0.04163492224973607,-0.005723238368971493,0.28021638854674535,0.20975926649046672
HALLMARK_ALLOGRAFT_REJECTION,-0.057929192006614096,0.04425208114285116,0.055928158513616814,0.07529702352264975,0.06997004742407456,0.010779363688386468,0.14351065103828317,0.26732390995421423,0.09219473859460559,-0.03456740621952192,-0.05423589664531785,0.12763434479471616,0.09890849733383891,-0.004874401859034305,0.08324689978653174,0.05069570545086778,0.2363289253602008,0.09640228563427444,0.1222475505517773,0.056383511322404795,0.047743595232392126,0.0005312704285463454,0.131375614610145,-0.015723540962774514
HALLMARK_ANDROGEN_RESPONSE,0.09387676686649205,0.117768139119366,0.053561183990216844,0.09165448989893006,0.03274095168092253,0.07630157213240772,0.158244827551386,0.18134381864480636,0.08187794549103819,0.0007059688435650228,0.01677258387238926,0.15490518484200586,0.08005552613870065,0.084049101848434,0.11256971866156977,0.019384648226217424,0.11917091320978304,0.17924675468043716,0.22327620269208132,-0.013698035095576933,0.028631227053780472,0.015120994088278383,0.17397219709278572,0.17334801846503123
HALLMARK_ANGIOGENESIS,0.03089406201058031,-0.11958840448078266,0.0672457603575585,0.023927701341710995,0.06368554140131648,-0.04487770965515149,0.1462680457917885,0.2755460812918716,-0.020973584742264736,-0.014186227817058297,-0.05256928436425614,-0.078564202005085,0.05133781194507328,-0.029627122335398146,0.03613493107385885,-0.01787842325944818,-0.009874335920520321,-0.04325224241199987,-0.14412494210342094,0.045395518611023276,0.0005830697090249351,0.03632316412775118,-0.156732293114341,0.12885596414497388
HALLMARK_APICAL_JUNCTION,0.1671170922808537,0.16491721879315718,0.05005888600311815,0.07578667264207033,0.05196975678529982,0.07962435065553594,0.18901906838661112,0.2377116680886435,0.0005308956572923186,0.01571690900247842,0.0209778282004799,0.11886745766259718,0.09202522603462662,0.1117207527299468,0.14068995211433732,0.04110365721497345,0.27080359906715684,0.16876026388089369,0.23866236206842148,0.10889813437929675,0.0582382214823018,0.07831242746693855,0.24090475297568248,0.1836343996163308
HALLMARK_APICAL_SURFACE,0.08097911165928888,0.15186387694652775,-0.01373098281713674,0.01668360475603595,0.10052679958547647,0.060502292240647966,0.0033289103443881357,-0.09539891902543346,0.056386503412017515,0.05576029127626481,0.04944795958855834,0.10450392188150565,0.07260525312339355,0.024545819996396573,0.05826770364437399,0.03656077436596447,0.15966674612190412,0.13050126519213065,0.2398240134266372,-0.01739208362713769,0.0010527807638722666,0.022195316737280524,0.14665461162211058,0.061058932906670055
HALLMARK_APOPTOSIS,0.07714802038175493,0.021535485322150476,0.013680141621286149,0.031127219155581295,0.02417644623817481,-0.028652898163941672,-0.01502494458810379,0.04537716493793676,0.052933553085725164,0.00764456865554035,0.02808829269878433,0.008968299713017313,0.02502218101438253,-0.04673516774029743,0.029899139762747294,0.0043273962347587045,0.1276773636445293,-0.015584667910816122,-0.06666795925017982,-0.02741193187872595,0.0021726484920112955,-0.009126738813394007,0.08843580678581926,0.12345456761735418
HALLMARK_BILE_ACID_METABOLISM,0.1369807933723741,0.08568142846116036,0.017897012802922142,0.11234252032832659,-0.02778053178614066,0.07723292457618813,0.1451251513722888,0.22907801166893987,0.00879804161344718,0.034567597732876675,0.05756016237996324,0.05264188363387004,0.024075737797736977,0.08191611326363167,0.04487064564323322,0.06215975426288252,0.14359655686209047,0.15914413266422706,0.24068890997378337,0.034855254917774754,-0.025136612555623227,-0.026403002939669823,0.2345081058692631,0.22927145439968957
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.13805237010583465,0.07319876417509551,0.05162376623049283,0.08483738024385216,0.048152824948533686,0.10848742703272986,0.15120011427925467,0.13697743939833995,-0.05723176066449523,-0.011475065096835425,-0.05248869997864499,0.1329356372360871,0.05276114504299136,0.11169711838952315,0.05702879241574438,-0.005735092814403027,0.16664414889752052,0.16025831487071945,0.24658007537997706,0.027052414652225288,0.060678740881774336,0.06998555210798967,0.3000651278407181,0.2180908789921788
HALLMARK_COAGULATION,0.1264425425962219,0.1109263847398617,0.04281272592327501,0.06366403569589407,0.12773033938644437,0.014916121505000457,0.1150545965705049,0.2049041178114629,0.03239727626260222,-0.023581262193319026,-0.05206954457634115,0.06801661589959343,0.047208740677678135,0.0025529002600498457,0.11935664219237081,0.07134864368950894,0.26968624302969496,0.14952994608011583,0.16081113373843717,0.061008661126749825,0.019888125528386345,0.05180511293561271,0.13644435415303202,0.16894511698568024
