,MGH258,UKF259,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.035175988792439,-0.04332028457609474,0.05032803742094138,0.09491141954974688,0.04615336485345481,-0.005165203447903072,-0.0012468535950449602,-0.06975679367779782
HALLMARK_ALLOGRAFT_REJECTION,0.041173807328176056,-0.0994507315886699,0.00994507844098939,-0.04094054236425451,0.12770415031648225,-0.06997249559062305,0.022815874247427828,0.011597148748941657
HALLMARK_ANDROGEN_RESPONSE,0.049012618065719445,0.03692330439920854,0.03315469255583167,0.035315237980424866,0.053033601642069,0.03134485926591189,0.043676664640950866,-0.04686669339259587
HALLMARK_ANGIOGENESIS,-0.03861407119149678,0.06577164696874976,0.11393940649618432,7.992778114544766e-05,0.03826517174350439,0.06219261283732273,-0.07641774363782436,0.036870816198694485
HALLMARK_APICAL_JUNCTION,0.052040240620709756,0.007440016692057943,0.029793428780740445,0.08064365605483732,0.04176165522368814,-0.004913742871627969,0.049176573435420916,-0.05035878494030611
HALLMARK_APICAL_SURFACE,0.0068781345006308035,-0.08055708199112697,0.03680102749153892,-0.04612357810559947,0.09703749525823814,0.008691815943843934,0.008247014536271188,-0.14575342150050422
HALLMARK_APOPTOSIS,-0.003579246977367817,-0.007323458717285906,-0.06606480150893278,-0.05342339092640452,0.024523685767256387,0.05127991112773335,0.06370633183054579,0.024346015174328686
HALLMARK_BILE_ACID_METABOLISM,0.041178677725411034,-0.028329571865733382,0.04386153616158696,0.03282149358890671,0.0017040363461524387,0.028107153533860167,0.03826468145583648,-0.09912860194423158
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04817462762245231,0.045410832671643434,0.06967407606890397,0.03555367649966981,-0.020079809738967738,0.004976334052936471,0.04674365741880147,-0.04258300244979353
HALLMARK_COAGULATION,-0.0019426909177404287,-0.041073335033342866,-0.02619480225255046,0.13723694041355772,0.06162297187327492,0.05092727477417263,0.009825436820922472,-0.08389803447056521
HALLMARK_COMPLEMENT,0.038689707255139184,-0.009153889705131686,-0.059523232441948515,0.02904957116060756,0.08037508699815198,0.0257831832949381,0.037702225452326724,-0.06787811440301583
HALLMARK_DNA_REPAIR,0.05876658235654196,0.0446977593551884,0.1214517425962481,-0.03166043426776782,0.033801230023333816,-0.005989215339093093,0.049321640039991455,-0.024649822039877964
HALLMARK_E2F_TARGETS,0.008640343731260606,-0.028395144755210645,0.0229580527765127,-0.07633775511485952,0.014527421577430187,-0.012063773003827528,0.031231280785520087,-0.08830634757728809
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.037931361527899006,0.07697625959089396,0.09975998373112645,0.11157844461090453,0.03915013769464331,0.09742011489916447,0.003206291667521705,0.007862836048168603
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.031015476960442646,-0.023134667757042267,-0.006612239050617241,0.12602996107497516,0.03891572259609728,0.05577166197816268,0.009083618423277455,-0.03318038220388823
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.05812635722701343,-0.021745103867490085,0.09829889742235559,-0.10037842741525974,0.014816107918639312,-0.03793747997835856,0.005663150470592203,-0.0848945107852166
HALLMARK_FATTY_ACID_METABOLISM,0.02208136287084249,0.0535447456316311,-0.02233455599649349,0.09728439158821797,0.01960843466063189,0.0627386275341143,0.043127413906451834,0.10878544574911177
HALLMARK_G2M_CHECKPOINT,0.0334755635899244,-0.020111438859873446,0.08250320720994399,-0.01645877963017447,0.023603208821931697,0.009514236191191742,0.05870327511872165,0.03518372052578432
HALLMARK_GLYCOLYSIS,0.019209331426256367,0.05273674970991958,0.12336030023956583,0.10916022459388743,-0.005080829734408922,0.02297859619591783,0.024625102610561434,-0.061945532628657145
HALLMARK_HEDGEHOG_SIGNALING,0.00641942207437324,0.030061274487343945,0.05402367007679843,-0.006601337318210296,0.007403308892562491,0.004941449816105889,0.01135993782122227,-0.1335678136923318
HALLMARK_HEME_METABOLISM,0.030184485629368377,0.016329966496260947,0.09960542307761247,0.05844764220437209,0.044580562239223104,-0.012007756928765611,0.02290398760086786,-0.06120546827579991
HALLMARK_HYPOXIA,0.04719747820942582,0.09301419433343251,0.1337779742175397,0.11490996686926809,-0.04171048624259888,0.11032516317184496,0.02405624886633068,0.149779053032199
HALLMARK_IL2_STAT5_SIGNALING,0.03166504278861772,0.011753547435469636,-0.024229589968164066,0.09021572191294702,0.05088948418953253,-0.00543033556386565,0.013329505048096723,-0.06738276696598726
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.0022663504858622353,0.02834575250042661,0.04849438429970906,0.046543139451117876,0.014964928466763578,-0.02854672385690445,0.021729229539449918,-0.04831025548547153
HALLMARK_INFLAMMATORY_RESPONSE,0.016782332208427342,0.0522850917368867,-0.003204683823677694,0.014829661984933547,0.10475488796678575,0.0638280779539852,-0.0191103891119004,0.06841476486965928
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.0356659805049935,-0.027370848758380677,0.048627394889924826,0.006138598785378656,0.0721262908165121,-0.03546557836035275,0.04696611610645595,-0.10720069171759809
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.03117102960009458,0.03381882411374509,0.03823087908994253,0.025768795188545985,0.051110859521935996,0.11289865975675795,0.009082318656539554,0.08321749651855266
HALLMARK_KRAS_SIGNALING_DN,-0.011254205651640306,-0.028186319944073286,0.0361780659252487,0.05861739948106338,-0.015153946404217094,0.01342674145995801,0.02797838706474998,-0.102675923000734
