,UKF251,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.024913345305612768,0.001420223189510564,0.060626834780187946,0.015232729196443612,-0.014668347827032876,0.004547799815100098,0.02114434690653179,0.10887134587029902,0.09800759496023463,0.153456612868701,0.054237354250909475,0.06608555130874094,0.1251727647358064,0.055480379737708384
HALLMARK_ALLOGRAFT_REJECTION,0.023514293107848798,0.04148687469404256,0.0739364339034204,-0.07741380869636902,0.08240215522205727,-0.001909273774178744,0.008325866524856802,0.08840777197211992,0.05230860071383981,0.06826094930136754,0.0051192888687346776,0.038533565054707945,-0.03134887157868788,0.009588422865360076
HALLMARK_ANDROGEN_RESPONSE,0.014396419899514165,0.018010011595179974,0.08299845586778938,-0.08437984711546737,0.07976335681304873,0.08730748859412067,0.03329483711556655,0.030540483713827365,0.05486463999465554,0.14721762047196305,0.10595371882356751,0.026866116684368554,0.03779603649264083,0.04720476088960614
HALLMARK_ANGIOGENESIS,-0.020913833088689875,0.07741793741844373,0.08528737504304301,0.03899890167115279,0.08910877844088774,0.011906073670691285,0.00899079770884546,0.020914054317837324,0.0028852915832304794,-0.06837377371970957,-0.02052233215493928,0.05684984168573299,-0.06387128668380174,-0.01764823455479187
HALLMARK_APICAL_JUNCTION,-0.0030741213517689677,0.022917670730423143,0.0697087793354533,0.08276464566027193,-0.007078694785040635,0.06958624564489937,0.0514697037368823,0.067351293584764,0.07869408284262092,0.152042210276157,0.016324331741378855,0.01699597911720427,0.06530910583981936,0.06364369443996365
HALLMARK_APICAL_SURFACE,0.005136035210158888,-0.05509724189255167,0.012665289577594776,0.025779948291832454,0.022938783951587258,0.06212724426272328,0.015178458912187295,0.0141857628418182,0.02149255511804291,0.13299039977541763,0.062210058451459035,0.03981116388931964,0.02357172681265334,0.08554872256130099
HALLMARK_APOPTOSIS,-0.007410008774260298,-0.0123040052896047,0.049958751340983806,0.030416931561312602,-0.015431051404620658,-0.0666761437872011,-0.02529231470860701,0.018601501760728004,0.0031952716870294186,-0.005811869998325654,0.02225291219128173,0.033972626309463884,0.07776256444590536,0.014997405047942619
HALLMARK_BILE_ACID_METABOLISM,0.035097510739953576,0.027264848803214507,0.10496328050369882,0.02057558337042581,0.056724278662405196,0.12283583620766539,0.060937606564621015,-0.0020995092166647775,0.0796375629215745,0.15094764874748282,0.054009346450481874,0.05324202486541504,0.07156392882984443,0.17688757757202364
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.009131102784274167,0.020219686523261685,0.0943833230812838,0.05219371288951339,0.09759140933116925,0.09564296039187511,-0.07259179147202435,0.03753391644313589,0.06554837232717738,0.15238847212529902,0.014683711387539473,-0.015973242920759183,0.0855435460932943,0.10853114022089272
HALLMARK_COAGULATION,0.03599805102743411,0.0599374130569162,0.08263059440349581,0.013662417469311766,0.10380910771740214,0.10075101449899486,-0.006427566376818071,0.10566742218707559,0.05151735792762399,0.11981823903162238,0.052350494454287494,0.04165608347498098,0.1266188806264375,0.035870632233737404
HALLMARK_COMPLEMENT,-0.01559679037992689,0.05272460004770929,0.08550374318346425,0.009260638251618639,0.055532445982117984,-0.04504925099890411,-0.03375543340681644,0.08328095255403667,0.10178357287458407,0.09121172253152922,-0.0013458200626376368,0.04608695651015382,0.09734955703659702,0.013812122483270317
HALLMARK_DNA_REPAIR,0.025072617341415585,0.009873797679977002,0.06490075068933886,-0.0010663046686796693,-0.02287559846409616,0.05501911686233463,0.035211616052194326,0.08277694254617339,0.060941447666841536,0.14376563488772598,0.016709335211906547,0.01983000968943355,0.08944172110600557,0.1071425873632957
HALLMARK_E2F_TARGETS,0.02743148126419837,0.04685003182751432,0.08465561835806473,0.018909824606610077,-0.07306808826725705,0.07170790283418897,0.034849677347319044,-0.015843587651301033,0.03103306262858365,0.10432787719857488,-0.013150410435803169,0.002387744907497275,0.04832037788211079,0.014283774568826185
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.014233972456293313,0.05320509600450412,0.0739167559272675,0.06203412839259701,0.05663017736778966,0.03725743917808544,0.018865733312261778,0.10026433463527179,-0.011593171655149616,-0.028793697804492712,0.010590713511102755,0.07650849109669626,0.006738528091801964,0.09385931377731688
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03673449974034564,-0.057190336739968685,0.07665062860984008,-0.009438824927319874,-0.02917417606053722,-0.020702329822327253,0.043117180310919004,0.09451130543805304,0.09293594917131281,0.07183930167171904,0.037808391778932866,0.06670731532410089,0.07206438379546867,0.06216181158181497
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.01748770762127818,0.006587450875977808,-0.01579013057355891,-0.046418898135989664,-0.011062522619586897,0.026790190278816177,0.060037403777267795,0.026675713754595876,0.06988206328596426,0.13507177992110292,-0.022314642281043674,0.030996681388514753,0.07084325459920184,-0.0005088827777705069
HALLMARK_FATTY_ACID_METABOLISM,0.019351707332805192,0.002724957015521481,0.06112426312761107,0.04747762058873259,0.06063797302129235,-0.055739331232885755,-0.03383253934298605,0.04489493307703504,-0.08610669117576042,-0.028355562702707688,0.10399293514119712,0.020103541982319714,0.041518397886226,0.05523181632375611
HALLMARK_G2M_CHECKPOINT,0.026161487579903088,0.043423522334292024,0.08634407304718317,0.046825416313072195,0.05238158510769643,0.08144367486897074,0.009322063289418654,0.03495017443226806,0.04774491446758066,0.08602766256473335,0.066753219256613,-0.005885515920260778,-0.007139568210376982,0.02624035649838774
HALLMARK_GLYCOLYSIS,0.016882367368396343,-0.06676514634204747,0.06154817692263239,0.08949953502719644,-0.06379531300124482,-0.03067386226265505,0.03922305307506604,0.09633967041176017,0.021523132570666136,0.11017856818914223,0.017819962130744427,0.047117866418785806,0.0486165762603079,0.04000878990405925
HALLMARK_HEDGEHOG_SIGNALING,0.026878296382474482,-0.07504858371080465,-0.0526831658238379,-0.04410204641866091,-0.0650812571251224,-0.0650241638986668,0.010129754213629208,0.11765850707644211,0.03301814139177651,0.074399112740429,0.01029949131093901,0.03308772311436242,0.08050387020530483,-0.019805145320594072
HALLMARK_HEME_METABOLISM,0.008013169992694366,-0.03880011860236482,0.06594292967070986,0.0655810156053318,0.050539341166920694,-0.0015767947454785756,-0.007704801654320511,0.0746713542565164,0.07812469148425473,0.1308746702524787,0.026137191006631394,0.0206374566480214,0.1499426620144484,0.026918719127906294
HALLMARK_HYPOXIA,0.02553760736915332,0.002847219400605217,-0.034769973404184,0.05611809561156112,-0.05363251729820853,-0.04697270190517812,-0.02380306585256698,0.08930145387249967,-0.0354870904108569,-0.08102546952792156,0.04817325834165297,0.0059722598539980005,-0.039585808709036545,0.0051068521604439015
HALLMARK_IL2_STAT5_SIGNALING,-0.012730634251616899,0.03374311606273028,0.11636394314538262,0.07789717428569148,0.10300157814778912,-0.01133745042698405,0.039946271519007294,0.037427776553009676,0.061618845641397677,0.12107844159906839,0.10425902759440082,0.04039582118552291,0.06450357449471196,0.08096812328049419
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.005229964812838911,0.0460849349301731,0.0792037565961909,0.04838792280199516,0.05517893080148539,0.01751050161253151,-0.0940451447877396,0.08129174262117621,0.05789262507480157,0.1037166700822117,-0.02525155077793964,0.035020242321168286,0.035461906734091,0.1111157607246369
HALLMARK_INFLAMMATORY_RESPONSE,-0.03755787793676055,-0.056293163462398016,0.05778429555326679,0.08674712622552971,-0.04107230843329432,0.04994855290950181,-0.098505490129349,-0.01551267975304347,-0.012167820466221417,0.00799026727861948,0.01635759748996564,-0.004926952606886152,-0.011216335453303887,0.08435909219470342
