,MGH258,UKF243,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8812bulk,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.011787890809253933,0.108306390164206,0.05122359701823485,0.015580273981739223,0.018266571546120745,0.10572826243276154,-0.019211637521482555,0.028599591642700102,0.01845184481225718,-0.006646686906954665,0.02940625023508975,0.03839116687148055,0.00671822971975705,0.03305508653109732,-0.026588313452358934,0.05303058342367984
HALLMARK_ALLOGRAFT_REJECTION,-0.008160759095481614,0.08066850015251245,0.044320936938763655,-0.007917918936512402,0.03582398234938534,0.14097638403464713,0.031128860768480544,-0.00920458638661012,0.004106707407340368,0.03105434343856116,0.004975911223316626,0.01515710347567161,0.020582913729515793,0.04479864590412228,0.030774959963328484,0.0548736993714188
HALLMARK_ANDROGEN_RESPONSE,-0.01458240791227461,0.08152176776527041,0.05156391227169439,-0.002237143318078369,0.038849236293363044,0.08858945748989472,0.006623349652520171,0.02039051611200025,0.013427340310789466,0.05389752151164351,0.05312184672866736,0.10076505460613366,0.056167625968909646,0.030911200623028018,-0.00833271912603066,0.0227356336387107
HALLMARK_ANGIOGENESIS,-0.04593101093397239,-0.026970333913021394,-0.003963924299001784,0.05441939037722626,-0.03754482058675313,0.130132468793994,-0.028939946078367546,-0.026180981409913626,0.0036048718304939275,0.03873292234293433,0.06995150410744427,-0.09134964922579537,0.08930349143390622,0.10823754632792719,0.011525204005458135,-0.12671769188721774
HALLMARK_APICAL_JUNCTION,0.05420240167155043,0.10667493667000585,0.013726917207769683,0.005384106086196852,-0.010922559691869333,0.14962551851540842,-0.032388648992564016,0.04029511256981906,0.05243473754414292,0.025755878401296155,0.06317169256976604,0.08706345830873503,-0.004929230690487836,0.042033588467294006,-0.034794676202776154,0.09518943706977157
HALLMARK_APICAL_SURFACE,0.030769263067945345,0.10657958659584704,0.03964633646469816,0.0031395158305929202,-0.025285058407625068,-0.08797358811208933,-0.016817853366697187,0.019984012333789186,-0.03156003775932046,0.006880522844495985,0.07416130837033609,-0.003967257460680458,-0.05917549985970695,0.021397405800734366,-0.0778947974192322,0.01069665860239047
HALLMARK_APOPTOSIS,0.044816892752160824,-0.007527315292446103,-0.022266619560278957,0.008085244921872651,0.05684728599772898,0.05392394276641364,-0.008426588476570282,0.03164645842188927,-0.0031856764149403977,-0.007939810371687424,-0.008040074816661257,0.018587728519578055,-0.030930803017637343,0.01606051579468777,-0.025267486426950533,0.11967302878703646
HALLMARK_BILE_ACID_METABOLISM,0.04509899194908646,0.12817768347349576,0.015541269958400992,0.0027300739019295683,0.03641446451636788,0.14519852394851152,-0.01937584398584945,0.006694054619906446,-0.009066631284775101,0.02227621475815248,0.05650113710580741,0.020345446051649202,0.010036107749757427,-0.005182129708614406,-0.04850536742241133,0.07945988671494678
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.009974599315463397,0.10447908710600098,0.011123355363034384,0.02111004441331988,0.056051279790533357,0.08309643696696464,0.010934912262324858,0.0058937769388609845,0.07160982910386035,0.020015748572347093,0.08807175724755623,0.07640755706903156,-0.06912219975429683,0.009967448959993635,-0.0070658360452170695,0.07151284199550052
HALLMARK_COAGULATION,0.03819486273123069,0.019332594131395063,0.021936694479135297,-0.03538459006747416,0.02916876737928615,0.10645501950934405,-0.03180705148708325,-0.022606006114218324,0.019718575744501404,0.05507333608581089,0.05101757675405694,0.07075932917205675,0.01822978925467403,0.09468308862510234,-0.03511425043985548,0.032191577839931644
HALLMARK_COMPLEMENT,-0.020662129962410184,0.07444711897277093,0.04591315283246495,0.018701557085118496,-0.009080081348401665,0.14968521905689103,0.0020885309582432845,0.028090239883041428,0.042171812659901144,0.0049531948201286535,0.04888532789176424,-0.00517191810022769,0.04507691245903579,0.056346926970550104,0.024559815399297285,0.06105231798615268
HALLMARK_DNA_REPAIR,0.026818603329808382,0.1521316914615742,0.013008129586352318,-0.01517847811541489,0.07166611890873237,0.14253936781753596,0.03380636130478514,0.025455442526135998,0.04281270315854225,0.028650789091837704,0.06656981850164936,0.08905052124764115,-0.046066760083928855,0.057719613522644646,-0.0033865852709096603,0.10530666032970075
HALLMARK_E2F_TARGETS,0.028110757365858045,0.14292169312597972,0.023646198126618882,0.03379921283486013,0.0383728290509968,0.15607742126295493,-0.0014156652421292322,-0.022902740927908005,0.04660700950331881,0.04654267977354841,0.03884697642925481,0.05891937254420136,-0.02267141621083918,0.04762384125298892,-0.04576085084440853,0.025616628971114084
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0494200113815255,-0.026470751962277585,-0.009431233763300274,0.006302147490671326,0.016317101246432396,0.15294712494199467,-0.033376699634243605,-0.007003216546239583,0.02080805335955178,0.01747896942598828,0.05340939057247585,-0.023951066419000036,0.06002859298993818,0.06689989077988574,-0.0026865900059140665,0.011648805061954046
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06012991317319228,-0.025402779515024895,0.032964521480305764,0.03579835077373056,0.03962678746381672,0.11408962083825958,-0.0032462987769771696,0.020771912382272162,-0.012228696997611331,0.008890842217876789,-0.049054319387744266,0.0011064124118796463,-0.03021744620302894,0.03539984990024904,0.012275022867902392,0.14426705132504386
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.016836790844412208,0.13581515050792423,0.0045616405842994765,0.0036749888937799373,0.0012924375335053551,-0.009253404186240296,-0.031332240948719656,-0.026633536956910522,0.026976251942846176,0.02976130759423067,0.06670011503197788,-0.011445171956194147,-0.03211836291236728,0.01738863773264972,-0.02147136506940229,0.037419213918919524
HALLMARK_FATTY_ACID_METABOLISM,-0.014187686182071491,0.003779839180246527,0.01111177040996645,-0.018255629872170907,0.0057168705873365065,0.12001718841178316,0.028136710165084,0.0038561892806300018,0.060612398314627204,-0.032757387497240296,-0.01056199738763902,-0.053464953461075396,0.01369091985493404,-0.01840082519648168,0.047355208773370905,0.04727438398957525
HALLMARK_G2M_CHECKPOINT,0.03537391297168132,0.09515010353853218,0.01893241926770492,-0.012623253150822744,0.022332557065025075,0.12117143366952439,-0.01963590802823006,0.01558524143996223,0.058635110170535965,0.011444851579339561,0.043798017719003456,0.1047117068154188,0.042393530849287306,0.02170412889673565,0.030607644638901404,0.02925320957983661
HALLMARK_GLYCOLYSIS,0.024360577321174585,0.0750191079726322,0.0025451363402510785,-0.012530494863758793,0.01869009670473091,0.1087261134234133,0.030752264395220462,0.05142654742533431,0.015934100883102164,0.007001096606050397,0.051413374906922334,0.016802537318979804,-0.029889434203904608,0.030373212078665494,-0.0001839456750844858,0.10734400961304895
HALLMARK_HEDGEHOG_SIGNALING,0.011472797691341885,0.08814399641013104,-0.00485915088759082,0.030369513487737965,-0.03435534637914371,-0.04615314965489511,0.07565017943823135,-0.010170548291788765,0.0320945286785068,0.006632852319440043,0.051499921765934986,-0.059518716595656815,0.059304618554025544,0.014617284884189705,-0.06288132044863004,0.12183153970095767
HALLMARK_HEME_METABOLISM,-0.0017383997486204673,0.1144576958434569,0.019620289710556085,-0.01246999562271843,0.04054054194655935,0.15474494327938557,0.03711879190932316,0.02453932332517746,0.07947004868938938,0.031350450521989454,0.07029768644545593,0.09914440678986625,0.014798029050794937,0.05227361898255783,-0.030336747272370575,0.06604765190418026
HALLMARK_HYPOXIA,0.036167514088228915,-0.07400013910526138,-0.006185311340892171,0.03320768654980783,-0.0005398523892803202,-0.035017063318887064,-0.02081694824989351,0.024647178137195892,-0.01628617668592874,-0.02801042279591459,0.06959968843634222,-0.08453916569939127,0.016684749953675863,0.042618238710746666,0.038907041230304015,0.07959799621183934
HALLMARK_IL2_STAT5_SIGNALING,0.027271274297780944,0.058171671930264915,-0.013136420406607658,0.03136605633837951,0.044347570134841696,0.12154047123104714,-0.011650835231923874,0.0023589230685407887,0.06091283719829627,-0.05998386651006721,0.03158248072947262,0.022400297281377636,-0.06143307743622619,0.0061373882784203524,0.01284587363697828,-0.03568874308601503
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.007842823857296965,-0.07091354998283148,0.004775623112076886,0.008264596889223865,-0.05469537337039266,0.11081120339444743,0.005182960061586592,-0.022033012936011034,-0.024475878049229086,0.002297857181467532,0.0700053623404157,0.0395414774276372,0.005998827409317938,0.07508270173558855,0.03581711814331176,-0.09405614432045024
