,UKF243,UKF248,UKF251,UKF259,UKF269,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.005783499873585124,-0.03595605594968702,0.021049962482182317,-0.019963872004587633,0.13264575028926098,0.05719225011715108,-0.01084690675094536,0.10876395110769987,-0.053796608927831155,0.11446535845564945,-0.010533483715330128,0.12204099971305331,-0.041400379183531524,-0.059031260001852964,0.030852826289744208,0.03800189471742917
HALLMARK_ALLOGRAFT_REJECTION,0.03730974169718474,-0.014533882991010846,0.06727064594101419,0.03354978978453371,0.13222706475180324,0.007143433334409806,0.03685441790161934,0.12928611099735207,-0.032541091447904597,0.06643264017321496,0.13486575496151285,0.1015920723294098,0.07096942270420246,0.014500503672211822,0.06602128826768147,0.03934587474574722
HALLMARK_ANDROGEN_RESPONSE,0.02746447100921932,-0.01992491311517667,0.010083786903868897,0.042298861308061174,0.15963576797129966,0.03189483066125564,-0.0016390863861464947,0.07145290888590938,0.013072392544434397,0.019753082144057434,0.03643564722801375,0.0729032213389837,0.03803043931420007,-0.01960588944574244,0.03720346441395519,0.057651176072637936
HALLMARK_ANGIOGENESIS,0.11107563211055033,0.024391092317610982,-0.01156231677078828,0.008809563900203602,0.09272558433057289,0.04137516009727344,0.06063286114489401,0.16628570561226172,0.11207535354586548,-3.735225896138543e-05,0.04781183051401576,-0.033045057070958214,0.06616886706686606,0.030684099721312242,-0.027649224714518875,0.04149515532307166
HALLMARK_APICAL_JUNCTION,0.021410523442959135,-0.018764016179206557,0.039257769767995776,-0.04162958415477254,0.12022372454987722,0.031587939327750836,0.02525381432947166,0.11709917471030103,-0.05421046667464061,0.09145241652455703,-0.013742705680605961,0.1030404497927225,0.0021756804351457677,-0.08435851742016433,0.02491975842838368,0.06090736506866897
HALLMARK_APICAL_SURFACE,0.01562189462440684,0.009527954745639935,0.033303033197288064,-0.06351815845307096,-0.12005081683118521,-0.025549173384367223,0.012665784659021106,-0.03734249401185782,-0.09410473049551678,0.09953854788161311,0.0377224099130639,0.07358495537889415,0.03967770729358334,-0.06381010489790793,0.0044704835581193935,0.04185946906120365
HALLMARK_APOPTOSIS,-0.01163006301385533,-0.011190111639667185,0.03556971289774085,0.020520850709986528,0.04925382544772083,-0.013434950138275342,-0.04167722627000242,-0.0009389357804619141,0.05800159663743819,0.08927739737578011,0.08735866478951726,-0.014577997338323934,0.006182034085823219,-0.010415619649870752,0.03087378660063518,-0.012312569133576538
HALLMARK_BILE_ACID_METABOLISM,-0.0022440622150560227,-0.01967867295832568,0.06650711285948316,-0.053341929020459845,0.12064562894967454,-0.0006419159986229624,0.01840177259939993,0.03751249176922959,-0.049656671672757065,0.08800731137274351,-0.009933357205707252,0.11728888251102906,-0.0038582300415974822,-0.058715251704002824,0.04073948933484355,0.026276872333235213
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0285458976773417,-0.006379402071434303,0.06437181192111129,-0.016838069385075184,0.12665099851098016,0.03962488054575094,-0.020757730389646893,0.1006891200368862,0.04065929752115213,0.10604522788806627,-0.0013048146268248026,0.10520860189735529,-0.010386766290756516,-0.06447951159491529,0.04582691526888927,0.06000370788562426
HALLMARK_COAGULATION,-0.015935800060342988,0.017224909683887697,0.011859193192942477,-0.027083131420324046,0.14748215049522106,0.009419213242444817,0.05845049908151536,0.1099399651565184,-0.06960591637049117,0.10824100114668055,0.041296398328414544,0.10224315931724448,0.04443534419518978,-0.01984812641349566,0.01965744369317271,0.030752033383586248
