,UKF248,UKF251,UKF260,UKF269,UKF296,UKF304,UKF334,ZH1007inf,ZH8812bulk,ZH881T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.008679348618284496,0.08568801856306589,0.06067678758973579,0.17679567900272192,0.015488700657294725,-0.040894556141200834,0.011973695480493467,0.10800929451613756,-0.03835688756724746,0.019743493966505623,-0.05021016606845175,0.12876206589975778
HALLMARK_ALLOGRAFT_REJECTION,-0.0029561221868303618,0.08668899036350372,0.03697144285100436,0.19046268294283994,0.012712568939220386,0.13206130990925052,-0.0033578356229161726,0.1408706642286448,-0.06637704720786212,0.015216439839859864,-0.012372645800117557,-0.056760290482288735
HALLMARK_ANDROGEN_RESPONSE,0.011087793179681537,0.05841762578654834,0.023795518189800285,0.18386721601246095,-0.022640324427522375,0.08041255079218824,0.030198729027564663,0.09371014709056726,0.0026708464726293434,0.01947912371893975,-0.04304201112950705,0.03742605542201843
HALLMARK_ANGIOGENESIS,-0.011857731727081296,-0.015718984702726087,-0.06601287629779137,0.1540760434916959,-0.05580267305167954,0.13969010789614908,-0.019668174184356402,0.0235431476560631,-0.06580370033099653,0.003031717300920243,0.05445200625384401,0.07678416697890164
HALLMARK_APICAL_JUNCTION,-0.00203458036331099,0.10736260662595216,0.03615523721435727,0.16589287958144358,0.02519870551185168,0.06963002636705513,-0.018188871670374734,0.04759191256728047,-0.06516609152558606,0.021166177053937568,-0.05415861680243494,0.04454965144148391
HALLMARK_APICAL_SURFACE,0.0051847628725364145,0.00237571863141059,0.048371481591137,-0.04820511059713017,0.0675750593220827,-0.030691797710022613,0.007837199422063094,-0.01952392897283255,0.08708554111264385,0.013755387769109057,-0.054138415041890854,0.016955941205536392
HALLMARK_APOPTOSIS,-0.002458400388636827,-0.020167201480847913,-0.08650145308225662,0.07815224121890661,-0.0005766167855330602,0.04454315615089084,-0.011896486717701127,0.10964650914848852,-0.06182260324013753,0.018198999024064796,0.029632697764767818,-0.0022328777905577983
HALLMARK_BILE_ACID_METABOLISM,0.019224297735349727,0.09032746984540743,0.05394800465537217,0.17303675910032412,-0.008652131684196287,0.05490626522317155,-0.01854659912484256,0.008326003247855006,0.107324144465136,-0.045550936164139744,-0.12380484467468547,0.04401071207285199
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.032040380008771976,0.05312312571011862,0.08042274185170635,0.12235711006174335,-0.006120847247920617,0.13240992677644628,0.05125552545193657,0.03037224698241583,0.08313544006188756,1.402266323233524e-06,-0.10589540521947659,0.16403185417748622
HALLMARK_COAGULATION,-0.019388270644067025,0.03389924612504066,-0.006893536047000033,0.16042866433947972,-0.0420665551830362,0.1447027218534952,0.02198621634589477,0.1330116021007885,-0.05406881140062992,-0.04111042711334966,-0.07237537981598349,0.1106848803411838
HALLMARK_COMPLEMENT,0.019318338265697853,0.015982260045749593,0.03955230339620874,0.18958062323774108,-0.0019861231264331914,0.07862558858867776,-0.07137813815582539,0.08100457450475822,-0.057226352028737694,0.011788667664311801,-0.05363374122988529,0.029382403547678525
HALLMARK_DNA_REPAIR,0.04973285316920906,0.10717098672300777,0.07441311774375686,0.19620139634494302,0.027045766446331613,0.016054468532893815,0.0024851261780213163,0.020564992034857815,-0.03191915379498032,0.03822342778267464,-0.051262276662967426,0.028652527324101954
HALLMARK_E2F_TARGETS,0.04433793705336915,0.1071475747150531,0.06602385625208783,0.1907475136867849,0.001687543433302123,-0.07333987249548696,-0.006627662175507811,-0.04765308440185576,-0.027766557051803767,0.004201418994743483,-0.08052835535163994,-0.018905850344074316
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.04574355669718624,0.020945585154679328,-0.05298981534934273,0.1604726347515814,-0.04821214005304277,0.14489899233971032,-0.003514344600324717,0.07365594570030208,-0.10766070076322523,-0.05140300939561564,0.009836406376987348,0.09262206746990624
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.026131199843593328,-0.02026867837975204,0.03292465849629915,0.1555463674345616,-0.00949771191557771,-0.13235452887086585,-0.011462923837587192,0.09153994906043236,-0.09112875638639376,0.09299827483253915,-0.05594177479918663,0.07442920143728711
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0219510405651759,0.06074005264836884,0.029125796693389144,-0.02090763643170339,0.023002275597585175,0.09534828611619321,0.008849597037188245,0.015593924069931805,-0.009967164670948988,0.022474510502777923,-0.08279173042454017,-0.04339554066977564
HALLMARK_FATTY_ACID_METABOLISM,0.01249820350417685,-0.006572155151495664,-0.002055936239276331,0.11326098250312967,0.013224984080468082,-0.012513473932865522,-0.004526297396007834,0.05507710021006468,0.046950414003374914,0.07087734556428846,0.06286439470070423,0.11918263341172522
HALLMARK_G2M_CHECKPOINT,0.03711786202450123,0.07742915496130873,0.05904843167520297,0.1897402810899623,0.01106970115423906,0.09306319828945758,0.01443264706461199,-0.0641512874277765,-0.01859195616624159,0.004728491653863307,-0.0005837493416509386,0.011279574319065089
HALLMARK_GLYCOLYSIS,0.009883457634203407,0.06349110934006978,0.010881544598759913,0.17225573509183775,0.0003689934032088972,-0.1061956306632505,0.0012571329268530546,0.014707619923493011,-0.011265918086996797,0.040174314389164495,-0.032099189332658366,0.042173250645867036
HALLMARK_HEDGEHOG_SIGNALING,0.02279592776896187,0.020428519392751497,0.0903666762328324,-0.08662562337465106,0.03747776975223257,-0.15085318745361986,-0.012380166683947506,0.10468988162044829,-0.05058244204700204,0.08631796124157913,-0.010826979156734997,0.07245357581874366
HALLMARK_HEME_METABOLISM,-0.007990874015704535,0.07775420556153338,0.08498697256399818,0.18617295804920456,0.005781904753395503,-0.020723510670181293,0.020462498210402733,0.1008914874341455,-0.013550910518341298,0.043664447288808333,-0.09219900754571106,0.11502422325925986
HALLMARK_HYPOXIA,-0.015716547172995685,-0.02410954449315399,-0.08182837069986292,-0.06150111845495951,0.05233075009095196,0.046861762887204096,-0.0032338625004799393,-0.06825782453544649,-0.038097294260189436,0.006883345995483816,0.0697500178730417,-0.015540500903715499
HALLMARK_IL2_STAT5_SIGNALING,-0.0013050722150190455,0.028992404435873555,0.028652728718508446,0.14783271636133136,-0.03940757584850628,0.06732532176674307,-0.0023708395992701236,0.18400139840475882,0.08041921175479051,0.05951194345347612,-0.05699291302874919,-0.0030717068473174068
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.04155310943434284,0.06628482268282755,-0.05990227042631928,0.15708760302259045,-0.011009227539722635,0.13131589477594385,0.0030683770896010177,0.11851043614800555,-0.04727722676729572,-0.05697774761752572,-0.01097379454941564,0.027334666938768556
HALLMARK_INFLAMMATORY_RESPONSE,-0.008185641893389497,0.0004913812304587577,-0.021489510032967025,0.09254434629694587,-0.06135059274761181,0.041622935249755126,0.04344632449783808,0.03862491393944858,-0.03253848948057327,0.03211583565380637,0.05547142664155022,-0.02555803095741386
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.024349772322138898,0.041227919681677334,0.07633153812519845,0.16639370854164337,-0.02566809061128961,0.15104859141103277,0.01824300585342201,0.1521726403312904,0.0227013383597724,-0.02245841581230418,-0.11461674330004389,0.07394859741344684
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.015834298729428826,0.009405994117423244,-0.0649930368284058,0.1753767234562196,0.05076791245051699,0.15369624447866825,-0.03271428359980849,0.10505157611356941,-0.08065132812735665,-0.022541744868413337,0.031519943329416815,0.016345750004137218
