,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.07672418079693971,0.07232332855564659,0.07383383955192548,0.05544384291827826,0.07603745006087537,7.934052508339198e-05,0.005902978355616591,0.08943296106284648,0.05830082329864429,-0.01546674351183326,-0.030162872340351466,0.03475996948284298,0.14349661021176163,0.009546068495237875,-0.07238512081635301,-0.025391234332207996,0.237093145665275,0.23778205260032326,0.08568280862025653,0.11604285066983365,-0.0029825528919073707,0.23078175105595966,0.13603634425318967
HALLMARK_ALLOGRAFT_REJECTION,-0.05515957559546254,0.06907239932195482,0.0010678756600294263,0.03470389047436542,0.03892878574268535,-0.00623443108694474,-0.07262975030033324,0.13568969780654044,0.06934360633774483,0.059987669340584866,-0.054259632041991274,-0.029333181856267643,0.25045114229845633,-0.005143976536230467,0.0032072889920396284,-0.027368612006512406,0.11689416608242564,0.13957684334378595,0.0716420245916573,0.02235903886932503,-0.02219606512751411,0.18819756567999452,0.01746943647300225
HALLMARK_ANDROGEN_RESPONSE,0.10017761652048834,-0.024517547755830267,0.06904468842613459,0.07244058612756477,-0.04011846711204033,0.031676885273651485,-0.03297688790019746,0.11140388850736556,0.0899523450010471,0.019515908144729643,0.0023828982332693436,-0.022125745424678725,0.19800596224882727,0.0037557473894377666,-0.0800810367846895,0.015139680716733364,0.23078486237145074,0.2553849662107549,0.02512478260024617,0.07350320237043526,0.006607504859222677,0.24153204777412474,0.09765903686180012
HALLMARK_ANGIOGENESIS,0.06837796343203277,-0.03333206491902925,-0.03800519885549942,-0.014637305589058704,-0.03082697381136728,0.006709291551723482,0.015301508257176879,0.1863480723712439,0.04507585276645341,-0.0650424810492885,-0.07957675472257333,-0.04434805611321499,0.0503137383861036,0.11034943771171421,-0.04462432754961221,-0.03300534101045297,0.02051362759552623,-0.13560089212331594,0.040961148788238304,-0.11858293277249657,0.0012019150574034093,-0.0035889132692181664,0.015204967582761346
HALLMARK_APICAL_JUNCTION,0.1458926434213173,0.06748266353728768,0.018869310506528833,0.0880064619625797,0.027185971452705928,0.07238250510355239,0.04412426868207541,0.18078600756245883,0.016222552315816458,-0.07511984215198679,0.02871020076850645,0.06736614067101461,0.2757769410932489,0.05171005176522087,-0.06721072454961423,-0.02411752966096619,0.2583492383873419,0.281272039105212,0.09190084293740089,0.15905643283239668,0.036320668779173455,0.25042840444421915,0.12200423718301259
HALLMARK_APICAL_SURFACE,0.065035329421484,0.09027872979083477,0.04389857935224492,-0.04397254371192733,-0.0035264645380433755,0.06297925761327824,-0.02454846892139206,-0.04819160465266786,-0.08768718978897382,0.06821836364650109,0.11985485611157817,0.004797002689390709,0.3085145797611868,0.06430486256366566,0.07098925294904683,-0.049434475153074565,0.2431292294883835,0.23272896607082846,0.03369898666105391,0.05149154815931864,0.041145888007809384,0.222712081209765,0.07341215151626597
HALLMARK_APOPTOSIS,0.006227591602860929,0.06043240733217717,0.015051670812866349,0.0039174899735591046,0.0483835195398261,0.001963259269675662,-0.03147374200625163,0.021584135611386154,0.020509623998503604,0.05398711075125598,-0.022809737114311696,-0.03813576134425232,-0.14143696428485422,-0.08225703875374873,-0.023643011657403432,0.02532881865470229,-0.09621628002164767,0.025234386309732265,0.0662417563753006,-0.013041309944160907,-0.0201957771247265,0.17711967348754107,-0.0036174605615806317
HALLMARK_BILE_ACID_METABOLISM,0.1329151059308862,0.08377908358714538,0.060979200431070274,0.007822617598369861,0.018046326003440128,-0.04428461681121342,0.09581899838935258,0.10693775910583748,0.07686569882277328,-0.03279704737028114,-0.055857455364184475,0.024929205441185664,0.03361040652995845,0.052252402559630096,0.037691212527087695,-0.06570831259078733,0.23096183066788936,0.217392000838763,0.005579114641406792,0.03854647631267781,-0.0028680468074284626,0.17551036681258617,0.04236072761786559
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10060981912065607,0.002036516361031866,0.10867509727390755,0.10129762483392142,0.04225000161005984,0.042146627630771545,0.04105998797243746,0.15176375329138128,0.10542151745050682,-0.08560356701169884,-0.0797212254897163,-0.08890493300057355,0.18719412728153548,0.09992239022453223,0.010591034542792803,-0.038503261223440104,0.27512145760895024,0.21052918548606955,0.06690630967791586,0.07241121974301988,-0.04304880910448234,0.20573088195233877,0.06878164203523186
HALLMARK_COAGULATION,-0.04365768014594146,0.09840000782584407,0.015099489817378969,0.009089591621864268,0.050970936196997954,0.05779877491494703,0.030353254449030285,0.06851857670171267,0.10542633304409053,-0.05581381894322562,-0.0983308877107564,-0.040470411981585984,0.31098039035461417,0.032313626205520744,-0.00995235419381352,-0.03920807293138411,0.15537942587347894,0.2032325946732767,0.10588223324220006,-0.08379570670275038,-0.007906094118654979,0.23929751942539598,0.06834290017914661
