,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06459654021625501,0.13389065827940116,0.034366481745927956,-0.024460684660546975,0.03504099964343554,0.11310658776097969,0.1307308442060277,0.030933002853810548,0.06774162286053219,-0.049527226347667756,0.05075557475154573,0.14747946651762867,0.049753762307589475,0.19924207828634316,0.09896667575550576,0.009324717634836445,0.0003719074273659248,0.08207929257667346,0.10550255090937379
HALLMARK_ALLOGRAFT_REJECTION,0.019842825388742318,-0.02199821523157571,0.07054905312900019,0.016768987220080505,0.05372259915633494,0.06267477079914957,0.16357336594474836,0.04043695745954294,0.0029635190891981484,0.037135790655072366,0.019660767560217684,-0.04696083932610721,-0.05121758479322934,0.09093861094609426,0.10227036365895038,-0.02653325861602103,-0.06592737390565004,-0.06704541652981172,-0.015732884301128045
HALLMARK_ANDROGEN_RESPONSE,0.07131958977476063,-0.020361030079535044,-0.014454432232833415,0.01050177030521169,0.02660173641945012,0.07373190056718291,0.17703260905345322,0.043747579691460196,0.005519015014132275,0.056296645058522866,0.07973774087951488,0.05369851092501438,0.013897629252001395,0.16432532346143622,0.10433789112674048,-0.011517982482882376,-0.035223250243745924,-0.06394413072374971,0.0036992220602793183
HALLMARK_ANGIOGENESIS,-0.027568496808862242,-0.0818535000149043,-0.027852669410474384,-0.03784399813419745,-0.044688113742405444,-0.0746831647055959,0.17465215595443953,-0.03517289158487693,0.08656568619646299,0.05241605667509457,0.02677973109144122,-0.0001615574277682524,0.06318590580791689,-0.04864120151376489,-0.038995734778914055,-0.0011071914707467077,-0.03596763494029105,-0.15514386886864387,-0.12593699730359476
HALLMARK_APICAL_JUNCTION,0.07607115428826698,0.08352030242391525,-0.003407569552791108,-0.017499889015022408,0.027889075278579173,0.12705961075745262,0.1868565694652655,0.002584968353944945,0.048974997366230996,-0.01974447645213319,0.11275656604873896,0.16923389495596386,0.020322602393431168,0.23580387343093648,0.08601424319278116,0.04074167389035587,-0.08002240779849397,0.0031144815190371567,0.015390010082341518
HALLMARK_APICAL_SURFACE,0.0643336025518517,0.14365163046432933,-0.027775742615832513,0.12297115615180224,0.027598753484822394,0.08627615883899786,-0.10172010070714742,0.004660700891396767,-0.004985294506786271,-0.02059416679295835,0.10368775322071139,0.17321178473711138,0.0657413468353314,0.17020685674344654,0.07295344609011459,-0.03190360940476684,-0.06384772333347212,-0.02098436792580241,-0.037172860132701914
HALLMARK_APOPTOSIS,-0.006958690657150002,0.056277421004055715,0.006434842419049651,0.019630298321521845,-0.004327575266086991,-0.014675726684256818,0.08335179630247826,-0.01697469876767071,0.00237425259836093,0.019933401895277165,-0.0324875423774553,-0.041388573933306666,-0.009583951237938908,0.06945543270795793,0.04335828020559675,0.040290634435506505,0.06128980643061416,-0.04798006158620685,-0.01350960627753215
HALLMARK_BILE_ACID_METABOLISM,0.054419816322081274,0.11767984761488638,-0.003325784910129897,0.0027167164898161626,0.001620447484657802,0.07274582129776676,0.17603640503042975,-0.010208145886788905,0.10790445395890969,0.043172141776366454,0.12425770991157896,0.17252366077197845,0.0557311445950225,0.12919146280625513,0.06345029233550911,0.11010406336276726,-0.008772011649293063,0.1401216035913914,0.11343789369304115
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.046508298900031685,0.13070034811190914,-0.041486104679467936,0.033104086339775456,0.03406331367164888,0.11317841150432574,0.09544629854272699,-0.0024707960334979934,0.08297866169663161,0.07867389766411692,0.10339520805408485,0.18340121326773165,0.09127622412130453,0.16576804855008706,0.07093374997665909,0.030791569392157186,0.017703536464086178,0.12064471428879837,0.08459429037481993
HALLMARK_COAGULATION,-0.04202376528020066,0.14549411871768578,0.023138138775371547,0.02515972223192091,0.025582877146187545,0.11438986202296537,0.14297908992863692,0.002541552023102711,0.06470363935861077,0.05460607983544916,0.059004634510023225,0.06569818757143754,0.043802822771869795,0.24655955352100725,0.1170769923246964,0.08068360966078753,0.0520651243118925,-0.09937408270690726,0.008729334848210306
