,UKF275,ZH8812bulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05674892782101632,-0.01040923934126527,0.09102435663106946
HALLMARK_ALLOGRAFT_REJECTION,0.06227332917863548,-0.01499977320243076,-0.030881689572213048
HALLMARK_ANDROGEN_RESPONSE,0.06713216186448426,0.04487979050918873,0.01934360577860515
HALLMARK_ANGIOGENESIS,-0.009117165319827035,-0.011064974437977259,-0.023142871765614338
HALLMARK_APICAL_JUNCTION,-0.044634366827004515,-0.019973824408679303,0.04571363319487771
HALLMARK_APICAL_SURFACE,0.015680443096400206,-0.010454449858946285,0.02437330136628892
HALLMARK_APOPTOSIS,-0.032056927171012425,0.007477580387966606,-0.027182463549026606
HALLMARK_BILE_ACID_METABOLISM,-0.028184049008318213,-0.01116461412879215,0.050693075113207454
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03274141577993339,0.012251018009176091,0.06262838408259394
HALLMARK_COAGULATION,0.02143856464841151,-0.042737448018078696,-0.003564233482911819
HALLMARK_COMPLEMENT,0.000600625216842401,0.01349534096550237,-0.00270656796082081
HALLMARK_DNA_REPAIR,0.04864990230282932,0.004386415116738711,0.13447884364704626
HALLMARK_E2F_TARGETS,-0.014676713001552325,-0.0019528712298014302,0.06337753439512223
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.06683363339333376,-0.007914934565876832,0.018672452726006476
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0437473970549894,0.04561135379147383,0.10139347333871668
HALLMARK_ESTROGEN_RESPONSE_LATE,0.03406351192113338,-0.04208152314243349,0.02510447948409958
HALLMARK_FATTY_ACID_METABOLISM,-0.010189292707598593,0.009919235886579659,0.05307621693609901
HALLMARK_G2M_CHECKPOINT,-0.04763790702846636,-0.026159016012325238,0.009877911137779801
HALLMARK_GLYCOLYSIS,0.00951761598520008,-0.04940784684518898,0.07091318542599571
HALLMARK_HEDGEHOG_SIGNALING,0.0038892933699502135,-0.029754165119652284,0.008983483320204275
HALLMARK_HEME_METABOLISM,0.03854210772695481,0.0006953557621782927,0.1017830900861298
HALLMARK_HYPOXIA,-0.020718759491022642,0.053743700253417674,0.060241465218478084
HALLMARK_IL2_STAT5_SIGNALING,0.041427751107639146,-0.027386670052350754,0.051082178291705894
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.06113449243698969,-0.06908527394088466,0.02973891993549224
HALLMARK_INFLAMMATORY_RESPONSE,-0.05118918416670648,0.02228927979214244,0.009328756516725838
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.05716081999527675,-0.025655198951652244,0.05370118411122336
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.04232351818910696,0.010251869474053904,0.015579069549788554
HALLMARK_KRAS_SIGNALING_DN,0.07325336983446061,-0.020560899787704635,0.10859562521596422
HALLMARK_KRAS_SIGNALING_UP,0.06038266221227938,-0.03606032354059279,0.0283041687083584
HALLMARK_MITOTIC_SPINDLE,0.028110517090633485,0.01161169303931048,0.1148263655670567
HALLMARK_MTORC1_SIGNALING,-0.030280461440235298,-0.009085151724220846,0.07186276619733348
HALLMARK_MYC_TARGETS_V1,0.07513645681011917,-0.02813530193687172,0.10585916971814625
HALLMARK_MYC_TARGETS_V2,0.05521040856931068,0.07694762248963051,0.003689856787113514
HALLMARK_MYOGENESIS,0.06575442524429541,0.022765636416266832,0.017015404960399917
HALLMARK_NOTCH_SIGNALING,0.0722818586338335,0.015449994967100674,0.08048974573728956
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.06362714140848345,-0.012399787440186737,0.1009405762056695
HALLMARK_P53_PATHWAY,0.016877970050978443,0.008052820462611408,0.09070515317088308
HALLMARK_PANCREAS_BETA_CELLS,0.017222559947012106,-0.019305966463748582,0.057396858628740624
HALLMARK_PEROXISOME,0.0843716033476762,-0.029027797754523552,0.0093599130308825
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.013923413697686246,-0.0014215937325798322,0.04851937158485093
HALLMARK_PROTEIN_SECRETION,0.05763043682411506,-0.03722123865577087,0.07005486775290197
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.05081638351646609,0.002255114309015761,0.07059762314224137
HALLMARK_SPERMATOGENESIS,0.05926530163412434,0.011588580265595538,0.1356579897232416
HALLMARK_TGF_BETA_SIGNALING,0.09375846699664325,0.011215526640784776,0.059898428356436814
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.031478304525771106,0.030167903322130714,0.042358748335738064
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.009273062226069722,-0.016696281847841894,0.058084975759298475
HALLMARK_UV_RESPONSE_DN,0.039267520275084254,0.046525573546102074,0.10090872406377654
HALLMARK_UV_RESPONSE_UP,0.04095044700384168,-0.026745260389658153,0.11315652205531691
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.0531632281698218,0.05651304358548784,0.03582719518273688
HALLMARK_XENOBIOTIC_METABOLISM,0.005773864444561163,-0.013970443898492186,0.08370835277522
