,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04167940580396707,0.01584130235323713,0.07242812186389308,0.07404017665317755,0.11470184105647599,0.0642423771068755,-0.005449819246940349,0.08118210381990837,0.1054797569022405,0.0182991529527956,0.08425343517447643,0.05821965459956902,0.06860132339826822,0.07110774225463863,0.08982188353492257,0.12104309996717506
HALLMARK_ALLOGRAFT_REJECTION,-0.0005001141020747497,0.002601801362926012,-0.00785583674297064,0.025683935205386598,0.1056610003262609,0.009822564647883943,0.02292581793091697,0.06295400682681651,0.09369536032188597,0.06577010508103676,-0.008525909820923046,0.058883287237649636,0.06122154299103422,0.06881346781463861,0.05273226563585296,0.020985238394788223
HALLMARK_ANDROGEN_RESPONSE,0.07003245361198919,-0.026303570853889683,0.04992180617087077,0.04421433944213484,0.06342911917090376,-0.012892309736738572,-0.030292968512588156,0.05331895542921274,0.05129884921269364,0.08709200300736604,0.12847440450914938,0.04055927170982642,0.09003910808085851,0.048683337444650816,0.04246466345715134,0.1094940759122842
HALLMARK_ANGIOGENESIS,0.03221597647550124,-0.018427486178541362,-0.12005478089649682,0.034965410552144194,0.09732586254675446,0.01060707574521301,0.027364146046543993,-0.11044255712578153,0.06222254632692013,-0.01861322663895233,-0.06047309458555026,-0.03420219136225795,-0.059041897208850405,-0.019589738277853264,-0.06787417128730569,0.014253909316506068
HALLMARK_APICAL_JUNCTION,0.03955088883496895,0.03291669937313488,0.06617381827207477,0.05388951721624687,0.16015732014875836,0.07864091328619036,-0.008638370634577805,0.06420460928998092,0.0851930606216864,0.032549149976977075,0.07788633826497222,0.041079250858741805,0.0651329945636393,0.10063248658831526,0.08803496286743819,0.13397115710867372
HALLMARK_APICAL_SURFACE,0.01435555706523788,0.020322794440680553,0.07034372798991662,0.06245834867083258,0.02341255120854649,0.0632629674251205,-0.07995764699011294,0.06622919192658146,-0.0435535727498833,-0.03425974247807295,0.0615127413628636,0.035554300996908865,0.098152902396633,-0.05097518965521109,0.06383317522180657,0.06384855334596477
HALLMARK_APOPTOSIS,0.017390454646864766,-0.00032538762246254424,-0.019899131467576017,0.05644698561499403,0.07479400391171628,0.0550435486350239,0.0014225973878080206,0.0427234731928944,0.08225958041709562,-0.0499767736572436,0.03972182958075478,0.002295818495694819,-0.014582117292617654,0.07570827971119101,0.04989226865616965,0.08153834195199153
HALLMARK_BILE_ACID_METABOLISM,-0.012032805729751366,0.0034952207722219538,-0.00882310126922212,0.04124720954263788,0.10021529926029213,0.053688021394706596,0.03993310078390143,0.04392172732005859,-0.0398526070884548,0.032151529161384834,0.1437655426317324,0.047709706768665205,0.0629137463859334,0.04404946952733783,0.06773640480961729,0.06958231434047953
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0045176434644409935,0.03483879259417823,0.035283582584220964,0.05830403895825917,0.045259946044309995,0.009707043665337659,0.008442626293702028,0.08255285860434437,0.015942304123043406,-0.013371901443847931,0.0767000860268264,0.0220773974675862,0.09930865825682435,0.03383724223048474,0.10630083017483245,0.11554196390787651
HALLMARK_COAGULATION,0.06443420025658653,-0.008036008232032306,-0.009268864072549916,0.006583918729299807,0.10315188054921694,0.0365783496550001,0.009521644646482537,-0.050649000521532796,0.14876245195646476,0.035099019962364655,0.03191574802112512,0.08888365620845322,0.01688110293714819,0.06980767626570361,0.04543572674512495,0.12529945353329305
HALLMARK_COMPLEMENT,0.019904321427957,-0.00714172336365367,0.09590871365096065,0.07265893396421014,0.1395273544293425,0.071050075707351,-0.0249284414327711,0.08012827667502218,0.035616669499477366,0.10832901785679862,0.039098281365611026,0.002785505576760283,0.04206888926080072,0.0074403286090437915,0.11306790499208746,0.08219783918760859
HALLMARK_DNA_REPAIR,0.012785988920541032,0.009210333380425912,0.09901007353163858,0.0788093176778448,0.11613081750575058,0.07781724430440744,-0.02193905136784024,0.09133589428577682,-0.036033888904578204,0.11036442203685241,0.10460768857455165,0.03361032742119339,0.10651315760100126,0.08905656454532876,0.10301305063286603,0.06928564542595698
HALLMARK_E2F_TARGETS,0.05445537045900481,0.028290471393388503,0.10381658658360632,0.04934364585859828,0.0967623142103586,0.06906680300096435,-0.025060818735958373,0.008261455409021656,-0.09488861121624885,0.10787899261154987,0.07442927992298529,0.04364972853467861,0.1101178401672792,0.06716485176437095,0.11287013279071426,0.09905288019460826
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.052793839315042876,-0.015080198927147367,-0.06704242087324155,0.01957631958955504,0.14485288356628492,0.03653859666591929,0.02446537890918163,-0.10234198512532085,0.07831863860771451,-0.01557925214477798,0.060875979655980704,0.010883693112034609,-0.05224073586811045,0.0538603013041898,0.015821106371974036,0.10419432387938521
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0708851657538292,-0.035592548901042055,0.11030891593855315,0.018636473149540523,0.13627123852374567,0.03962737626722203,-0.0022437878301258926,-0.11433546870303782,0.11427767494068983,-0.055644089646573434,0.04503436847896552,-0.012515556969939945,0.03991966848506808,0.013934608816816964,0.044163201048760495,0.05293354143975321
HALLMARK_ESTROGEN_RESPONSE_LATE,0.011371390390181282,0.027992045106392346,0.10230447621822807,0.06844433366408305,0.032564160869457286,0.00445498754038336,0.012211264272940123,0.09879964985297428,-0.060382505502711084,0.04401079779067236,0.05688024576202743,0.022808244806800302,0.0789133958804001,-0.01284222127802692,0.07475634055964402,0.08622195835892867
HALLMARK_FATTY_ACID_METABOLISM,0.062015933951579214,-0.0012624648723994173,0.06196662760781835,0.07845155458112878,0.09783007788819842,-0.009569838525462705,0.02738470505521928,-0.053870268983576046,-0.026297273694421548,0.0765425174342644,0.07028928850959659,-0.038490147580597475,0.00940265458535422,-0.003760395930424206,0.04689909146049294,-0.021043984507349043
HALLMARK_G2M_CHECKPOINT,0.040380248720410156,0.0035524945978371446,0.02102663680473778,0.04038548071215029,0.10620860734718349,0.05750054177595635,-0.0031540469268608994,0.08671929023720171,-0.03745976652071233,-0.009930223511732799,0.11253378967396398,0.017223089761305842,0.08868534024305667,0.02396575257543395,0.10275513457436977,0.01304788331054856
HALLMARK_GLYCOLYSIS,0.012130323207838009,-0.008268284025214453,0.07262566742959754,0.10959785369859479,0.15169034412988042,0.01567541605530787,-0.02185044637467448,-0.061083923393367344,-0.03702699931963046,0.005842715808360459,0.04870698951450787,-0.001802950846076453,0.07963579131066817,0.02625876920713453,0.08497781314641092,0.07658756800321041
HALLMARK_HEDGEHOG_SIGNALING,-0.012564584153738888,0.009697009871260652,0.1311105352835693,0.025878727147267952,0.026464499763582908,-0.006023999859942884,-0.031209301571716235,-0.021283059231603393,-0.018181599088354424,0.02650155528249447,0.043117501897969965,0.009354856018121853,0.035873785935506025,-0.02689961232147464,0.10467920221200137,0.03870985716204718
HALLMARK_HEME_METABOLISM,0.063101228774771,0.008485447131906396,0.15854676137203033,0.09765714524665721,0.11979183980494203,0.06670762375128053,-0.038742004755097294,0.029398428051388363,0.05223158760871817,0.09863625270465166,0.06420733282778654,0.030158972446451972,0.07493714634785849,0.03385333108699232,0.061126938850102806,0.08049615462543624
