,UKF266,ZH1007inf,ZH1007nec,ZH8811Bbulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.007092220954312311,0.06582155774901541,-0.011168988288910942,0.07792972118515361,0.0878161203700072
HALLMARK_ALLOGRAFT_REJECTION,0.037286006967691646,0.02113806565143317,0.003868602842898239,0.0427111972090576,0.035880479530751117
HALLMARK_ANDROGEN_RESPONSE,-0.005074982736221887,0.08888839128694233,-0.07708224785153318,0.09262830140039716,0.05814622293322742
HALLMARK_ANGIOGENESIS,0.00520341040567506,0.031166790978718533,-0.08238096622807776,-0.038713538896945725,0.012010071423554444
HALLMARK_APICAL_JUNCTION,-0.02048595121397399,0.09886585732846187,-0.06215236718203631,0.056365122513757256,0.059510971581332825
HALLMARK_APICAL_SURFACE,0.013044486792176966,0.099938374853713,-0.08115902546171377,0.010617505876086172,0.06570560958529427
HALLMARK_APOPTOSIS,0.024810478232837534,-0.04799062211095269,0.027481480524023032,0.03108582617824594,0.0012722519212725392
HALLMARK_BILE_ACID_METABOLISM,-0.0032148580721412367,0.0036206948333542366,0.05176404980679214,0.04262953630831625,0.03980828705384725
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.006993812985756939,0.11431676282266319,0.03674840844147772,0.056930414069075244,0.0688331229519728
HALLMARK_COAGULATION,0.07706581472120086,-0.02050046049702666,-0.10870389432612368,0.04775245124523968,0.08432047144713499
HALLMARK_COMPLEMENT,0.015117384606748345,0.03221921303157651,-0.027418614205262856,0.03245824328772665,0.07943963329875345
HALLMARK_DNA_REPAIR,-0.006511080413299136,0.0956196335054724,-0.020780475338170595,0.07381675752503285,0.026541067608012493
HALLMARK_E2F_TARGETS,-0.015399859230389305,0.12134012705573709,-0.03442932736479382,0.07223203633190407,0.048833916940471914
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.03712594459013725,0.08448866174925806,-0.12202927938047851,0.016597431673703075,0.005307225320190427
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.043715362422124676,0.022780377058844923,0.004491449218088008,0.005311331310244256,0.0172717456900248
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.007222709708619436,-0.018998918446345475,-0.018778932559565975,0.0664211475294508,0.06757713263475754
HALLMARK_FATTY_ACID_METABOLISM,-0.027800092118918172,0.05041231852928663,0.05709008731513483,0.017805540784038888,-0.054084563699835254
HALLMARK_G2M_CHECKPOINT,-0.019578012419535634,0.11660066075363479,-0.05693210119853528,0.022245105611769546,0.00407736396665867
HALLMARK_GLYCOLYSIS,-0.039956576696008356,0.07857462418027412,-0.03808237256311759,0.030110206801470186,0.04783495912944108
HALLMARK_HEDGEHOG_SIGNALING,-0.02504019644523468,-0.00010066598859231154,-0.05601878707533735,-0.018534339158989624,0.051329660395002655
HALLMARK_HEME_METABOLISM,-0.012309913205821787,0.07255096759460182,0.021575949293680664,0.05326335263764866,0.056854749200009734
HALLMARK_HYPOXIA,0.02978607104079149,0.13825253186246844,0.03471537035806126,-0.029627331496221744,-0.07817786178346015
HALLMARK_IL2_STAT5_SIGNALING,-0.00043548809099483806,0.042800203438083516,-0.039062977759816424,0.05221237485913283,0.059079079204425546
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.025673379378810122,0.032567377364202336,-0.1652941459336784,0.03332977892190624,0.06970217111172661
HALLMARK_INFLAMMATORY_RESPONSE,-0.015101200674034424,-0.0009985152576551571,-0.09076327878271752,-0.043158257074250285,0.010043465128980038
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.018451525020405077,0.020829438807065937,-0.04057166997736981,0.05631222429698485,0.07018496831767589
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.04691081243595903,0.03326142229993967,-0.06249937484385231,0.01941312444930562,0.020352772557751378
HALLMARK_KRAS_SIGNALING_DN,-0.07750765537015628,0.10614570661699148,-0.05145205488122514,0.035982560670267484,0.029595919106156332
HALLMARK_KRAS_SIGNALING_UP,-0.004530794502233124,0.07001757726668743,-0.08892412201728048,0.04213991547895493,0.01148488853469586
HALLMARK_MITOTIC_SPINDLE,0.0048014488042366745,0.12292366105898182,0.042519742826495135,0.05467655351860898,0.07298458004279514
HALLMARK_MTORC1_SIGNALING,0.00381920348420297,0.07455891150759127,0.018227640434495287,-0.02075385083528676,-0.03635187309756804
HALLMARK_MYC_TARGETS_V1,-0.01299183637958278,0.11345830957188904,0.1824361305336415,0.060605134233465384,0.022590237874065666
HALLMARK_MYC_TARGETS_V2,0.0017601679374778802,0.01021996577994939,-0.1726609897044065,0.02468517929189821,0.023756811350707632
HALLMARK_MYOGENESIS,0.06277543157887967,0.023389607379285648,-0.041042595630098995,0.0654628095268555,0.06518962239173091
HALLMARK_NOTCH_SIGNALING,-0.005855038576489903,0.113908689326111,-0.04911621939614094,0.07041831019661024,0.07796659037875021
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.004726360538600294,0.0858639250101271,-0.021755015140730454,0.06748958321322604,0.03909316481943108
HALLMARK_P53_PATHWAY,0.0005766694590835681,0.045314710893346884,0.08695787784391092,0.05691937917922677,0.0144464202118994
HALLMARK_PANCREAS_BETA_CELLS,-0.016653333011778734,0.06100885042248859,-0.015265242277402568,0.04405627067285783,0.06410833563063056
HALLMARK_PEROXISOME,-0.00893855107190616,-0.08997101381004453,-0.08031300241201675,0.05661419598425308,0.06120147010272262
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.009596980822739042,0.08800129373559304,0.04666673234546897,0.05444935971741737,0.043855721657916874
HALLMARK_PROTEIN_SECRETION,-0.02094027467612701,0.09893351365740735,-0.04339450192383421,0.07198986624504364,0.08144467100513941
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.06743154298463996,-0.06418134818115667,-0.06383152431888503,0.062458291301104966,0.05707030948677502
HALLMARK_SPERMATOGENESIS,-0.037588597779507175,0.08578312544731,-0.009837099824691584,0.04377421304922629,0.0692589581378224
HALLMARK_TGF_BETA_SIGNALING,-0.00980127849786963,0.0976857619960883,0.04481319512712456,0.07422338158866115,0.04506899656609673
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.016520971614661446,0.02624247731925931,-0.0823924009875201,0.010219587849995587,-0.029969904248069012
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.023313144252545926,0.08123435392798775,0.023680591343561614,0.07200440459784352,-0.0009951061213945636
HALLMARK_UV_RESPONSE_DN,0.014820349890817685,0.06682840626156508,-0.008575783712769628,0.07703916941946005,0.03450657426600247
HALLMARK_UV_RESPONSE_UP,0.007848218045520846,0.06819662297059931,-0.02687115023878809,0.03501669972784626,-0.012725694353199177
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.00964461985473119,-0.09182256603962567,0.04481165392041712,0.052175209974771666,-0.0005467176685180986
HALLMARK_XENOBIOTIC_METABOLISM,0.004480244923986502,0.09774175715751367,-0.061306033405180524,0.04086862351908378,0.019805817974905618
