,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.003691960657234599,0.09213203374702654,-0.015782906556635015,0.18316156344919335,0.006941991372562069,0.26179287390000816,0.03255697794024763,0.05671659458286811,0.025620163940224604,0.03085067191101631,0.04486890680593957,0.02257778046777496,0.45507981452413176,0.14878525238356605,0.059721466475867215,0.02057177788105154,0.23492508764076803,0.2934242736732164,0.35915122604838373,0.06179834336703562,0.015361204188643075,0.2927350291825843,0.17255193530358878
HALLMARK_ALLOGRAFT_REJECTION,0.009368286439997191,0.013461298652559567,-0.013308143922556036,0.028370064548113454,0.012720181619214923,0.10050682037270872,-0.0032154953462371154,0.07685156557247659,-0.10863572490513396,0.015496655359769313,-0.005011647803416216,0.016362498954522745,0.3842390957999541,-0.011625745662769974,-0.05587825327050528,-0.00332783690624273,0.11938031383550787,0.2474741138649704,0.19928643081927466,0.16580665401674693,0.04532091136923667,0.22569200306903578,-0.10910844442386959
HALLMARK_ANDROGEN_RESPONSE,0.049243052865018254,0.10996246536077313,0.01738081095331845,0.10497869089360869,0.033375693488161544,0.12258173532383923,-0.012230409093907157,-0.007841489784922748,-0.045830904479064044,0.06941587732547148,-0.02955186740378828,0.1509476036338794,0.4115401538569032,0.182458693606739,-0.013933874551549267,0.012252866931417859,0.21001148279475576,0.2581461476271762,0.09078093785057292,0.15075471235786028,0.05193483378599252,0.3386012104752722,0.19051808978362061
HALLMARK_ANGIOGENESIS,0.029407763541907994,0.03170149678114286,-0.048829609540218165,0.08966749060705118,0.022029448407737177,-0.176062908380743,-0.009518650503057413,0.06477183806936311,0.04783017146710367,-0.007406553488768844,-0.03821742563762876,0.03418365674656122,0.48527678083706033,0.036973563265594846,0.07613242791967596,0.05903746144590616,0.04033390600844573,-0.037244146074122304,0.40951036182655953,0.19769305485186997,-0.058435188489959634,0.1308904719541079,0.33296315340115856
HALLMARK_APICAL_JUNCTION,0.04717599176525982,0.09981490493104095,0.057867864512941236,0.17626707865986962,0.06788848719966396,0.17057773559400147,0.029041539816438325,0.07627622506377324,0.11929813671479796,0.04365619116397587,-0.011214215963218536,-0.008983678225165898,0.3934396825093453,0.20191497082064153,-0.015111702461404775,0.029392292963007795,0.23243679388318506,0.28371868896131536,0.3371415948085998,0.08009384241609438,0.05326955442822673,0.3429996302996676,0.2003774989626971
HALLMARK_APICAL_SURFACE,0.045623314435342385,0.051233265255849786,0.010475394378016372,0.025248689419679084,0.08994203116161183,0.24238207762103134,0.08882679621235609,0.052123526470609825,-0.04894911537227737,0.047911944654322476,-0.03493436518917121,0.05922676343247622,0.16125733072342607,0.20771353505703916,0.025372407429558375,-0.027375763987974384,0.2017865958124674,0.2751334873867273,0.21659848988151809,0.10843360729550024,-0.007696770750624717,0.35363999726729006,0.09401357198002246
HALLMARK_APOPTOSIS,-0.022129204401187454,0.08863070651931791,-0.016403482329347237,0.07976512675474792,0.0353433886191404,-0.19623662802456382,-0.0011980582871641877,0.03254297347230699,-0.011461570859767088,0.012238240455593193,0.013921731214387462,-0.018949051802124663,0.17030074344714763,0.06539218783710828,-0.07988975003875567,0.026086875107566403,-0.023056424484779306,-0.009466656184602039,0.2019308718033829,0.0763783901407172,0.010593592635826043,0.30098028630381485,-0.01091619541631527
HALLMARK_BILE_ACID_METABOLISM,0.012419498807974003,0.023367866924744175,0.04224172328328284,0.21993273116472342,-0.003302538010926917,0.20006243145270936,-0.0011566357111518957,0.03401654700829097,0.04676196325507689,0.0032102392893233332,-0.0019030189965884544,0.015924310672013307,0.18528267140227322,0.16352660808205563,0.0070566030228747766,0.0031212425902916474,0.1707883049414382,0.23653487818268384,0.08749366875398322,0.025106843755023124,0.014776513058752092,0.20084570892237624,0.12943301138773275
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.041541588395346406,0.11874432251668972,0.04846664873639266,0.16396335575697732,0.04658445031595553,0.20832009030318865,-0.079030543910431,-0.03298934246476555,0.06483303094058473,0.03709181634543654,0.007031647632748558,0.017773748744628146,0.4080720414615708,0.12338246572440571,0.00015961900511036884,0.04083243577354771,0.20551409545023822,0.2657804710641886,0.14554235686010458,-0.04389800388218214,0.021626926268858614,0.3562897517853544,0.24805439452013753
HALLMARK_COAGULATION,0.0367867664312599,0.07928174350877268,-0.022701132817076915,0.22608566671453192,0.05119875249224667,-0.05141934848699516,-0.06438439062717712,0.030843630664069088,-0.013923503337754982,0.013800164152899516,-0.005694927324558485,0.03242347716896232,0.33687546010561925,0.17375915874704145,0.023017667692277928,0.026317004330400823,0.2832462731174968,0.3389195141620283,0.3574710007016841,0.14578506569330688,-0.0029174424061689888,0.3370273394985236,0.2526792660641177
HALLMARK_COMPLEMENT,0.028949499794966648,0.053491917064684924,-0.027308415381686133,0.17392488362494224,-0.006444692612865082,0.04083823962409271,0.10153488324343558,0.07545781834458883,0.059600826513528625,0.09677601703489867,-0.008233151493229304,0.013832187617888049,0.5023135336271494,0.05826494138374659,-0.06620951664601192,0.017530715987882844,0.16385906124119107,0.2200799074511342,0.4277383321528451,0.0760131514980934,0.04680392426864258,0.35201798332360335,0.13876030866556363
HALLMARK_DNA_REPAIR,0.019668507782422937,0.10698669867286649,0.0676237604162047,0.08826005256179419,0.06643176834753156,0.2210846799429853,0.0324293957371351,0.05023680080312754,0.05806883014795935,0.08812370198264327,0.04924711127207548,0.0320987371287859,0.4091438692195733,0.18470075570318661,-0.0333949892851697,0.05873962980117346,0.2162516369181617,0.2533941962012759,0.3537110908909866,0.008248346503562584,0.016673626795688217,0.2904182058476657,0.24086776117903463
HALLMARK_E2F_TARGETS,-0.003791145849748593,0.05521778951257698,0.05123938448645059,0.10485473246032892,0.08896082308790237,0.20849878025009624,-0.019331545523182954,0.015177277905333226,0.06473751606364428,0.0390002971325513,-0.005863196292965751,0.09237967542783922,0.07707202267511079,0.2203387359048824,-0.023426467805236224,-0.004349086632444441,0.18849717325506762,0.27094842060660534,0.28156083211247895,0.008575443853346182,-0.0019253604956333845,0.21276359899433558,0.2252570153059381
