,UKF243,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8812bulk,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.048738193599651786,-0.016883312062098404,0.10367249749710601,0.05769115929248887,-0.21767211359989633,0.03628439140760069,-0.07399590590153393,0.17343330098973134,0.04908618164931502,0.02212955113246408,0.026059465619009233,0.04236385014046404
HALLMARK_ALLOGRAFT_REJECTION,0.09977368291390679,-0.0823511058198248,0.04562495187498087,-0.08333484820222269,-0.33943540025207236,0.06738358714969177,-0.06301875729124308,-0.4043165721973766,-0.10337013989899567,-0.023023049899584532,0.03089226137935414,0.07743860299181754
HALLMARK_ANDROGEN_RESPONSE,-0.07126934611540246,-0.0022542446153705907,0.12582607321031936,-0.016704640778628203,-0.3541784331217558,-0.03061127229662536,0.012753607084786366,-0.16361147347114144,-0.09933205009366061,0.01804935589102374,-0.0642893175627493,0.06416019709628057
HALLMARK_ANGIOGENESIS,-0.17163202232161032,-0.01892308800088588,-0.19941712844724607,-0.07270413295091462,-0.43041285429517645,-0.14976486974414852,-0.11661153859346812,-0.35851934651991285,-0.20092270795364706,0.028167517688236377,-0.18846352355581095,0.011785521007051141
HALLMARK_APICAL_JUNCTION,0.004512630038237262,-0.006120707376986797,0.046107722412727634,-0.018314670866053265,-0.34100043280719455,-0.1306145121292286,-0.015291471871249475,0.035231439743904004,-0.09695750364728523,-0.02409092407296551,-0.05052748965054786,0.08051849185096885
HALLMARK_APICAL_SURFACE,0.16066941296734688,0.008124829836486028,0.05791133728556588,0.05615307540223102,0.2975724994196137,0.08632394311217137,0.13208585648681354,0.28621319140158175,-0.07526009949822546,0.0010489975794606041,0.06693572289756826,-0.015611338058310687
HALLMARK_APOPTOSIS,0.06125420915077411,-0.06460370058322903,0.02553534042618821,0.04127337357261562,-0.09781291953759244,-0.057121535411874466,-0.028685670532982266,-0.10089404672578729,0.14859229807699767,0.02099271500168516,-0.05875584607609394,0.0038999350078609074
HALLMARK_BILE_ACID_METABOLISM,-0.007468148444312732,0.04886907429758814,-0.047029929173097146,-0.08578518968976165,-0.4445815459162714,-0.025287740197207174,-0.021554925941563035,-0.10567814622269092,-0.09309901670877777,-0.010351766385052823,-0.03330123902559642,0.01075668849166495
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.07989064279557663,0.012323276937473048,-0.008054255241198518,-0.06553025752544692,-0.26822624190983074,-0.1175037106581376,-0.02427822457930704,-0.28789105833709827,-0.16653894540426187,0.060112083100826115,-0.032390079585040366,-0.03121867151489181
HALLMARK_COAGULATION,-0.03413496664843722,-0.0694038457972763,0.03881099641713281,-0.07961257083734397,-0.4160032276063437,-0.09444776698631832,-0.07811631676559255,-0.402314276325594,-0.11163187890164801,0.02231686364381228,-0.0318497660395348,-0.038447896725684855
HALLMARK_COMPLEMENT,0.15218297929755795,0.021135415792462187,0.15344781739615687,-0.024102385047846807,-0.273644544421566,-0.049522397637125994,0.02676401838352543,-0.2701479688959005,0.0627250535889981,0.00861919652965456,0.053702894437316,0.03684625298148342
HALLMARK_DNA_REPAIR,0.045023193178277916,0.05183103583445026,0.1322320264217629,-0.005232476385157425,-0.27040873865446696,0.05656251603594203,-0.005525175346673661,0.17619090996795106,-0.06856132905301864,-0.010173667568145922,-0.04023093820487525,0.08546209609537794
HALLMARK_E2F_TARGETS,0.09799164265156879,0.03471789113877597,0.10839363918189922,-0.04745179989896245,-0.3561308889533619,-0.050251005437701717,0.0010313815916875265,0.3041392277771961,-0.1269893423064023,-0.03268818542150922,-0.08644169160931825,0.09117364289987316
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.2092286782232983,-0.0810327758679909,-0.09200436032605822,-0.08928144430145182,-0.3038722820520495,-0.14318343681221402,-0.08665248868710226,-0.3365278504646904,-0.18979467799727526,0.012432607900931847,-0.1678589989236938,0.06295776619007105
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.005534182109633255,0.006877631980244259,0.16595522260450207,0.08705018808130417,-0.2127737660928204,-0.008220177293884327,-0.055195157188456634,0.2778732159861063,0.19903695953363768,-0.03452321595132181,-0.03190977008229686,0.046708646069420046
HALLMARK_ESTROGEN_RESPONSE_LATE,0.13582776513151443,0.03572723123368194,0.08008260837235824,-0.036017797299326026,0.29448320593614963,0.01832921051146394,0.04800778453839901,-0.10634545046745832,-0.13833188974109453,0.02596713372770688,0.07620755946347484,0.059228103346460274
HALLMARK_FATTY_ACID_METABOLISM,-0.0758266445473566,0.03001118156185648,0.0835668621268767,0.01759397065998344,-0.3057137590659826,-0.04915908942505923,-0.008113730939816188,0.010511188842606933,0.13439245120795773,-0.030887102813750778,-0.05785111206071705,0.06508854255624501
HALLMARK_G2M_CHECKPOINT,-0.031056630315402445,0.024079795862096305,-0.03753264579778566,-0.05985393876111164,-0.34799747290578353,-0.13887369753931408,-0.04599348696910815,-0.04704800829364292,-0.1650495182794053,-0.008337319370222548,-0.17874255187333246,-0.004687703628968798
HALLMARK_GLYCOLYSIS,-0.009291999819533499,0.025683785389586915,0.05879762283791781,0.06312431960127744,-0.21316332668443758,0.05509726419243329,0.042242080684099424,0.38925960992018105,-0.013095126201416288,0.01012184927145599,0.01050212050773031,0.04923760676931658
HALLMARK_HEDGEHOG_SIGNALING,0.21398308710882039,0.12140831476300737,0.20162902456684528,0.09322796999167893,0.4199150589276118,0.11093219329824622,0.09591289071131472,0.42941023300940806,0.18205160578380686,0.04872961276191739,0.11153184230753924,-0.03995419593581127
HALLMARK_HEME_METABOLISM,0.009430942356166067,0.00355526081056315,0.17155179374330146,0.0419910048969516,-0.29394946511513176,0.006214045199330171,-0.0454808499252039,0.20379535677353783,-0.014588904138104148,-0.04447979769821635,0.06253816957636192,0.050374082103870794
HALLMARK_HYPOXIA,-0.24482606312113017,0.001969180811828721,-0.09649748279873058,0.04058809727092858,0.2842183297683276,-0.10110167889049976,0.08337381693598633,-0.040382106025152124,-0.12913214089526998,0.020395615693751003,-0.1756444650084968,0.001205538302087104
HALLMARK_IL2_STAT5_SIGNALING,0.05491116179625712,0.03630831485783863,0.06659292087724131,-0.021310255729340175,-0.36783627967613597,-0.06090504709363726,0.06737071700915714,-0.11494794780461041,0.0009368455079470622,0.05800860364751049,-0.06282061978486811,0.03171703654106229
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.1712653906216255,-0.037574217637296396,-0.1699658614553643,-0.13172275400863795,-0.4322767070458134,-0.12050356223304437,-0.056407548919035426,-0.30996144191454483,-0.15169332614070097,-0.06271096383799235,-0.1186264100027862,-0.03259041173029079
HALLMARK_INFLAMMATORY_RESPONSE,-0.07201228105625417,-0.007874377297896439,0.06140849780892281,-0.029756563169199154,-0.23954148423627386,-0.1331088862668435,0.07265815938473229,0.16296114609662768,0.033945155093857045,-0.0013263148086425757,-0.09853555684897687,0.101617162783058
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.1706991781778708,-0.021360554206011118,0.045072994561728544,-0.08609847142532018,-0.42879459323078045,0.09033964170412923,-0.10244830519873614,-0.3719861427583248,-0.08849359268399105,0.0451524672687707,0.04582991982750417,-0.08088652131483706
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.15927167375227366,-0.12799308451484548,-0.1491416351131924,-0.024947860911405207,-0.3178804487341981,-0.04968111865818999,-0.09801578170474211,-0.35365456263450057,-0.20246582518955147,0.018388557602675284,-0.13447791783455781,0.09612206141958556
HALLMARK_KRAS_SIGNALING_DN,0.07170275949881008,0.07729803677350637,0.1836312582718021,0.13726782695424727,0.13731393199856542,-0.008012211157517468,0.04215926334010421,0.3792566905315574,0.024957374069829164,0.050315524160118745,0.14677181263530611,-0.028382188038461775
