,MGH258,UKF251,UKF255,UKF259,UKF269,UKF275,UKF296,UKF313,ZH1007nec,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0032819590953281582,0.021772268589987005,0.05132347272548305,-0.03723722558310025,0.0790180508918405,0.04761429320168738,0.07559028449919669,0.05168289558682774,-0.032074276937067284,0.20654576644925088,0.19964157316036138
HALLMARK_ALLOGRAFT_REJECTION,0.06094159133444609,0.03817829345206669,0.06964169943432019,-0.0101309085499464,0.09560612602349147,0.018431447997064143,0.023187536559885952,0.09891401014890742,0.09837555397977234,0.13123895717012163,-0.05583399203234117
HALLMARK_ANDROGEN_RESPONSE,0.006651754670729502,0.03319437989854533,0.07645647965090614,0.08820421147617548,0.14708999469039793,-0.006074144036181625,0.027507855819524776,0.0784780965286005,0.011684655526535236,0.08893043590883698,0.12055220303921588
HALLMARK_ANGIOGENESIS,0.01710971496672093,0.017377060012278813,-0.07868793344273578,-0.006812899291820426,0.06490415786903751,-0.04053549787062549,0.004269142038191172,-0.04560072469826486,-0.01161776566002823,-0.1561321003089886,-0.021392495701516683
HALLMARK_APICAL_JUNCTION,-0.0015992501915086156,0.017264695234049256,0.04970450199279615,-0.012077865673248261,0.07437724351114851,-0.013623068544071444,0.060673940265653585,0.043566057925615284,-0.01832959275295063,0.14551995596753714,0.13754055600122023
HALLMARK_APICAL_SURFACE,-0.07596499408449366,-0.009721828756871007,-0.0002722173235746479,-0.04096345871074352,-0.04257564830825766,0.002084527478359716,0.04178679372694628,0.05458312009702224,-0.040258140659385676,0.12174982884659417,0.06520140136864706
HALLMARK_APOPTOSIS,0.008914086391362422,0.026722977779338686,0.03380877223425276,0.025285261253409987,0.013336575701544265,-0.01492779248349423,-6.244667743325113e-05,0.024410095986534933,-0.04930056603480189,0.14087131250841153,-0.03291744209663278
HALLMARK_BILE_ACID_METABOLISM,-0.04182342158377029,0.03160162998499677,-0.0063927294854051065,-0.035217302800952026,0.08546541623441921,-0.026113604781999505,0.07568289147817595,0.0050103611229947035,0.010248533998942894,0.1801568191987851,0.1310408029582142
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.035312425584010536,0.01747070485847725,0.061816839955539535,-0.015831777479907144,0.10899697525130789,-0.04664328274101773,0.04148584289175495,0.07137747746544804,0.026633931765580335,0.15317181473073493,0.16684219021696864
HALLMARK_COAGULATION,0.06133883132493469,0.0719062762525998,0.06285008342561622,-0.02888477027651805,0.12968695844430897,-0.018996804341399227,0.009617320736214342,0.03984219780354282,-0.02383402443686905,0.10746495033676047,0.1731978950197134
HALLMARK_COMPLEMENT,0.06355790164750343,0.03638861723086386,0.07520762485135234,-0.029520197090534814,0.07574323007759172,0.01391429257750815,0.04334318515073954,0.04759985667457439,0.00151670646810765,0.15181576307850372,0.15158542695461807
HALLMARK_DNA_REPAIR,-0.010407969582861349,0.03634326704281329,0.061100757202151114,0.07651318531755501,0.10330898823101671,0.011746174439955433,0.08760413175752912,0.060841214489543265,0.02025793270391863,0.2031865116195262,0.16958617107127386
HALLMARK_E2F_TARGETS,-0.01495307910910407,0.0023047168812273355,-0.030699820177487513,-0.011494888858275957,0.11195384050427322,-0.006822877905615173,0.041710561258704044,0.04417424143828605,0.054097035923089655,0.1430650908641767,0.09567733134715786
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.002454902227832562,0.021856348749730917,0.08894968226957334,0.04694979530222174,0.09241010245073047,-0.035462529093431276,0.054371997808246725,-0.04980583169831308,-0.08643117459163331,0.027446540649369206,0.08478121214053413
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.02147075845383205,0.06318221249567443,-0.011834329587198239,-0.008438541233458354,0.062298337644621025,0.04908167462331025,0.008833050032974377,-0.05233619390806913,-0.03438984740345131,0.13100523766637742,0.15106026323322636
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.0233442874649786,-0.018913239766691944,0.037165281108736285,3.515985949390797e-06,-0.07293870167970322,-0.0015803000941773733,0.08737769710165054,0.06833760351277272,0.014737140461788947,0.1665987665654474,0.12113720117417247
HALLMARK_FATTY_ACID_METABOLISM,-0.026294521031313602,-0.02083982600902445,0.035992337388221725,0.05249982269318982,0.09451542117645349,-0.030107989974587697,0.0011453740366420503,0.020136549528338876,0.0430009698608543,0.06747613290542873,0.07678507157263559
HALLMARK_G2M_CHECKPOINT,-0.062124582291597535,0.04999072456511528,0.09066409645200943,0.014317079924883612,0.1339275773988884,-0.02717963971071484,0.07235769787441679,0.07719253212653744,0.06044571377167103,0.10098272647235415,0.014569950325066132
HALLMARK_GLYCOLYSIS,0.022715485484066995,0.021522348275730144,0.05611379256100323,0.052461225205934825,0.044128762557205437,0.04993936984812004,0.05421659984636916,0.0021981543250884656,0.0466731339166717,0.12147568980966565,0.17784126997633073
HALLMARK_HEDGEHOG_SIGNALING,-0.0745589120114543,0.007116230926711748,0.005046653198477468,-0.005335971059061699,-0.054763734610403514,0.07187993325065817,0.035026814042281966,0.041943017515741636,-0.038666157240856536,0.14939140852513066,0.07724787507485405
HALLMARK_HEME_METABOLISM,0.0382150376653259,0.06118466111198946,0.08577449061672038,0.0063880688903953904,0.09270078415297432,0.014101355594609634,0.0793203951401662,0.07403915004985476,0.00280429618632133,0.17851418262014448,0.1931526239111035
HALLMARK_HYPOXIA,0.020304468786778457,-0.017124848120135386,0.05011663027965633,0.0602693092908192,-0.07369629364236834,0.006602972898078098,0.041339369489445436,-0.014934425188603875,0.010861756213808041,-0.03750575785142886,0.007851262888689777
HALLMARK_IL2_STAT5_SIGNALING,0.042853975697064374,0.01374426539149879,-0.009815726549785369,0.04077380690148451,0.09556387717891411,0.00517707574033972,0.062142657136268716,0.0058834627029233,0.06213965196096334,0.12737941622901133,0.15981037551962904
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.05071521601392652,0.044385155266749424,0.0949207658765723,-0.036263994592794266,0.05409747045480481,-0.03736338539234452,-0.04767045123744802,0.02374139679914665,-0.00890149938734082,0.09006449534962302,0.1405463583971861
HALLMARK_INFLAMMATORY_RESPONSE,-0.0101859322430584,-0.018831897512278095,0.08006458440061476,0.008176994435425947,0.04849883568961083,-0.011450832488997939,-0.0006268509587180628,0.017759792476769495,0.004494810607111557,0.017204699141698282,0.05503272589249518
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.022455791561953643,0.09830111667753641,-0.02846156438553063,-0.027640669890276193,0.11355345082888836,0.028301595262907948,0.025909273165947325,0.05164109421761744,0.036701672404963935,0.19237355097689254,0.07700594366659792
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.003310380992249925,0.07833178134042118,0.07897409096009714,0.04456967141196143,0.0742934587206919,-0.018339679194214746,0.06819587270664308,0.08086107204680941,0.04236375828816252,0.15738320827810595,0.11087386890694859
HALLMARK_KRAS_SIGNALING_DN,-0.015461831948044033,-0.0072261464369868895,0.09208489056769294,-0.061642739866859024,0.013353164305866102,0.029386408997371563,0.0725408174265174,0.05988927857859355,0.012786304743280456,0.1847982900429169,0.16218371900289746
HALLMARK_KRAS_SIGNALING_UP,0.0072372793408508026,0.028566825610750194,0.014299444986601092,-0.018055420068121678,-0.01042062946289247,0.11027736135979392,0.04541010443191369,0.07873546977171485,-0.02411589939133193,0.09990306759864666,-0.013835205657418094
HALLMARK_MITOTIC_SPINDLE,-0.02408501956138192,-0.0008702296994577465,0.036590977323541295,-0.003565868366765007,0.09841253811909388,0.010521934660543299,0.051175450869897304,0.08350012390342304,-0.021011069861127014,0.16623145744136383,0.1576744202747886
HALLMARK_MTORC1_SIGNALING,-0.031381860236080535,0.044249207984981345,-0.011099992945546321,0.07552617612063812,0.06486095620793092,0.0015019894960841712,0.02387070979709781,-0.018968461523437122,-0.01316484945672477,0.016596453376126898,0.051510543861618144
HALLMARK_MYC_TARGETS_V1,0.010364340424015843,0.020986523880330395,0.034348661166036826,0.08487265165548566,0.10597088616379521,0.008243148853942655,0.08463745871996642,0.08699307411807243,0.06916768360661775,0.1338129874133391,0.11830781622485068
HALLMARK_MYC_TARGETS_V2,-0.055097400441721525,-0.010504304394653212,-0.0061699089354659495,0.017664536325275062,0.0400439160810442,-0.04983708510115879,0.07357813645516134,0.0257640046160442,-0.02264468998117133,0.10525744472677497,0.09248990056607556
HALLMARK_MYOGENESIS,0.01563576158064049,0.0013544709993882902,0.0022450151760025757,-0.03866687478174105,0.04237095315668038,0.04107579172590719,0.049068198084553274,0.008342255604255742,-0.03472344653843884,0.11137061061348534,0.08562966492151974
