,UKF248,UKF251,UKF259,UKF260,UKF275,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk
HALLMARK_ADIPOGENESIS,-0.0009662464936739575,0.05907309740482989,0.0034550753171641653,-0.11812520328157877,0.04366752357115795,0.020839072728773427,0.07774154595722528,0.07148931243616617,0.00395197505185883
HALLMARK_ALLOGRAFT_REJECTION,-0.07804836802299153,0.03325241244695106,-0.022954986562615035,-0.12600330772261503,0.005551019861284312,0.07880882257445893,0.01011666305912257,0.004229018124021285,0.023992663704654967
HALLMARK_ANDROGEN_RESPONSE,-0.045074531964874084,0.028984780561552338,0.010099495615252505,-0.0022961967965107995,0.007446926487975905,0.059244836501011304,0.116084939883808,-0.01705311483519959,0.030108672700081402
HALLMARK_ANGIOGENESIS,-0.003022869294688207,-0.0057903639135774895,0.06303357638706987,0.07928912225086814,0.014442285893078076,0.11132726296225375,-0.07605588430999272,0.1267491555537995,-0.05875095244195838
HALLMARK_APICAL_JUNCTION,0.002916949475240326,0.058577957650792094,-0.009587824545537318,-0.03026131153770857,0.05129065445371111,0.04850943800696811,0.09381354070256,0.043808213536757755,0.02615568316456452
HALLMARK_APICAL_SURFACE,0.00591049204687548,-0.07507638200018417,0.08177877521137181,-0.05060131777155079,0.04782413595715213,0.05294899157092833,0.06752416996403784,-0.02682134318296502,0.07385953236980505
HALLMARK_APOPTOSIS,-0.056999661862561626,0.020514224745168827,0.07197873689200676,0.03816106880602329,0.05220963200945212,-0.04434324365561186,0.05784975003560326,0.06048864104431256,-0.054969222857252635
HALLMARK_BILE_ACID_METABOLISM,0.0004566864071706982,-0.02220258389190401,0.002963514741009232,-0.05917274364459963,-0.0284147314856889,0.026905890739339276,0.06897177658022727,0.10495273333954552,0.004999286969395667
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08949970526829959,0.04712369009791771,-0.010181714522273358,-0.025657428706117057,0.02823213895501809,0.011888423426361639,0.08505300507091264,0.036096284956833535,0.04320236504990183
HALLMARK_COAGULATION,-0.026768260815280016,0.018582976889510806,0.023727349314559054,-0.0088147145758534,0.06080279348689616,0.049915862130950936,0.08678112616257806,0.02403047759307204,-0.007561361130867584
HALLMARK_COMPLEMENT,-0.037232207874947854,0.004186108682429221,0.025280978200976034,-0.06296817997333685,0.011181920622293293,0.019037221675436096,0.06262232378236605,0.10795188017635245,0.021992354472642597
HALLMARK_DNA_REPAIR,0.007904217934307307,0.0554141664480188,0.044505714892963136,-0.0551018138422907,0.04463466604808126,0.10287521003379402,0.14111899478004536,0.09309211987205475,0.05705625533269783
HALLMARK_E2F_TARGETS,0.01056123358555285,0.03765845747482377,-0.0068810699059900894,-0.07485579107424835,0.04153182444400875,0.04036778819252843,0.07826231538384396,0.02011477896953826,0.05950080048314587
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.03837471767858552,0.029388139427153088,0.06431940051195874,0.0707323604576827,0.04605115017016528,0.09077219090892322,0.07770788619319068,0.08640328462992725,-0.024688482936385377
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.032411854419198596,0.01787003070365981,-0.01833830595305068,-0.04554828543111626,0.058959239869815466,-0.041681265628981105,0.024402963915926106,0.06079119519537413,-0.03838636721733084
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0003393804471789351,-0.00647232190925183,0.05461872803297425,-0.01099495633655983,0.04846368333889641,0.09270447951319599,-0.020708508859751288,0.01165155572393617,0.10110912462894928
HALLMARK_FATTY_ACID_METABOLISM,-0.03890387397111244,0.020141698744945213,0.002717400191686498,-0.0823024456442385,0.001705459684651388,-0.010595061848170481,0.052238493745053204,0.07613734057142667,-0.001798703268970103
HALLMARK_G2M_CHECKPOINT,0.0317634149271111,0.062370324215122244,0.026157344333817462,0.014535700751880216,0.07992610289674518,0.05289332339704615,0.10511895968956482,0.03167380114180184,0.03393733402558957
HALLMARK_GLYCOLYSIS,0.03344630868634351,0.0517226288880337,0.021677633954726227,0.04750000334448903,0.027021106023879225,0.05765082020390957,-0.03047004759715117,0.11542501429737187,0.06929337811897901
HALLMARK_HEDGEHOG_SIGNALING,0.0374811088699483,-0.014161232452159592,-0.04477000991141595,-0.042790204530091594,0.02014668068722058,-0.030503023703521176,0.08218858085481515,0.12290848514167156,0.028477948498602777
HALLMARK_HEME_METABOLISM,-0.012409428674508626,0.05705589691140208,0.030082195084737518,-0.07360347881777725,0.057841675322624096,0.05761300054088003,0.10217729164216868,0.07922787174487801,0.026849110805032956
HALLMARK_HYPOXIA,0.01182833185531694,0.0007595409476949537,0.035582187775819944,0.09686131823133473,0.04872780458341141,0.07801844907145096,-0.09444743337483659,0.082440070623959,-0.01744078936020976
HALLMARK_IL2_STAT5_SIGNALING,-0.03270167429851484,0.046900155394618545,0.04881501220399227,-0.06401628971506704,0.026644477667874002,0.06165905287953506,0.048053910301852756,0.08629161820102914,0.07694211435299161
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.055702115408546325,0.042421729902838066,0.05910015049816374,0.06459579533982163,0.059876092278533306,0.07963192619631278,0.06755776067228457,0.016053372304380406,0.012640623948132057
HALLMARK_INFLAMMATORY_RESPONSE,-0.010643881453753189,0.021707231682105952,0.032698040024886944,0.08294040030203446,0.015234964463219097,-0.0037997942638297514,0.03609266849736356,0.008183404916178645,-0.02871963951699351
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.016689148339583248,0.06485924076868232,0.04844311447955301,-0.06441863673770395,0.009543983231470168,0.042024972548691454,0.10696388371387085,-0.024735275639907982,0.052457827550690346
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.06261949409949781,0.02750894680344649,0.05732529214361167,0.05474378186891352,0.030686335923124076,0.060047204340312084,0.13021280703299262,0.06940453698351917,-0.01244563587210171
HALLMARK_KRAS_SIGNALING_DN,0.06196810133303311,0.07638424091431548,0.017339460483240955,-0.08676961120693713,0.02642665898451562,0.033783528623296886,0.07586891083175476,0.06548894396352851,0.025961003750583325
HALLMARK_KRAS_SIGNALING_UP,-0.04460846928444398,0.06476501753167344,0.025138913829125042,-0.028227404971558026,0.018948922942713328,0.007711493424774134,-0.0007326917745059647,0.060705656325440505,0.01941960448952653
HALLMARK_MITOTIC_SPINDLE,-0.018938888996249213,0.02895977148348616,-0.03782751014229315,-0.06246216680381449,0.06257383312669873,0.052087522855418275,0.08139869115772047,0.05401162787378034,0.013452538962909846
HALLMARK_MTORC1_SIGNALING,0.018692149820466165,0.025238843614882742,0.022116421365478384,0.10485863038428765,-0.005497939426796319,0.11382555871344127,-0.009713979029776538,0.08081050856192473,0.0035842268842889344
HALLMARK_MYC_TARGETS_V1,-0.02273555253435907,0.06961507545974463,0.04075576099044918,-0.07383999343340389,0.019053796536252332,0.10526328170469607,0.07462670572405437,0.05758622705301084,0.038473530789840775
HALLMARK_MYC_TARGETS_V2,0.045998299037203386,0.010585929617152967,-0.02440817195039671,-0.034123871794871787,-0.02399259886353124,0.043979378921437946,0.07259201639465757,0.0028844054812118404,0.009621466619856894
HALLMARK_MYOGENESIS,-0.022952078445443634,0.016514795940330604,0.017772475202287346,-0.06903176634576984,0.028360969328410316,0.0033361790874010494,0.03943374535673777,-0.021884421025545206,0.002624337556366216
HALLMARK_NOTCH_SIGNALING,-0.027291179620793745,0.0030917437052461224,-0.02122624222093754,-0.07815491736776996,0.020997893474174294,0.02698292917629944,0.0494238982124665,0.017621069326061084,0.06321185509249892
