,MGH258,UKF243,UKF266,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.12738082327465816,0.029896991096867883,-0.018411832161039848,-0.011263487194459696,-0.010922628121916418,0.06348675543075653,-0.08698859115602042,-0.018608047057728578,0.040992498801193177,-0.05044986100625864,-0.08689270430858485,0.08877556056259234,0.020655004075490088,0.06720647988985777,-0.06725532824301242,-0.042702766437437305,0.028064387780618788
HALLMARK_ALLOGRAFT_REJECTION,0.09511733559628562,0.03687100738699026,-0.03161254229847324,-0.06328733090874007,0.025504926421456436,0.03127143908831043,0.04427605697472249,-0.03630393402518301,0.06006874251001742,0.021223890827234238,-0.02590223660383961,0.05111693629559198,0.017174237104023455,0.052640130733509434,-0.026601523510427636,-0.06140690042446309,0.0817275464934795
HALLMARK_ANDROGEN_RESPONSE,-0.15868884088029198,-0.029963674778925347,-0.008395937802497045,0.014610820886475046,0.00465277380867098,0.07530098239677385,-0.008179514067502697,0.0847187330740464,0.03296036411420738,-0.0014610653970511952,-0.04499702337497123,0.061158559898301844,0.026866341312644728,0.07515028878492677,-0.0593294898032122,-0.0025065512741509043,0.060246690561844556
HALLMARK_ANGIOGENESIS,0.14035288529761158,-0.02591034559646813,-0.01230642748884406,0.06558587030944232,0.05458002035721824,0.07161699669869595,0.09986632459741132,0.004431630079758801,0.059670365969746,0.011584662273628702,0.10927707990234993,0.10626814268479265,0.03715897153643406,0.031945763705278546,0.06156958946849926,0.13992326005555536,0.06214557279782992
HALLMARK_APICAL_JUNCTION,-0.20058726115430217,0.06539347952941876,-0.03783239769351495,-0.02003761719385298,0.0017410129282353878,-0.0007713865333437257,-0.041753914453371094,0.06711479312099436,0.07323403105987042,-0.06851848153008183,-0.08151445078001034,0.09623199285627658,-0.03958031791560093,0.08127311729713045,-0.05796028844959034,-0.030571880830929588,-0.09817586962366828
HALLMARK_APICAL_SURFACE,-0.18012644508415807,-0.014004121658610836,0.024830251529762357,-0.04583361068175408,0.010689241430225852,-0.07634578167505914,-0.09614942328500221,0.025854673959934328,-0.0321802518535403,-0.030128473645204906,-0.053076602218330104,0.054569225724467464,0.009476273383238202,-0.014013564410557079,-0.05117285904019096,-0.1056531260891124,-0.06868220691315984
HALLMARK_APOPTOSIS,-0.03146910121442336,0.038584042625728426,-0.0264952334948587,-0.015105582737846342,0.01983595235084151,0.022730396405039384,0.04294950663556381,-0.050719970495231734,0.0546228584223578,-0.013192718752146506,0.09399169155402876,0.0005981443385062013,0.06315224868417652,-0.03238241687158987,-0.12082523380466254,-0.050072481940081834,-0.12209012996035541
HALLMARK_BILE_ACID_METABOLISM,-0.1872022550607952,0.010001384824839829,-0.012593113942527129,-0.039835373842161154,0.03201900029436351,-0.07762512967698555,-0.006349433434519248,-0.008765067510326902,0.027391459835894198,0.024517746304449348,-0.059832864162771913,0.06517999807086552,0.00682305487243059,0.04798581238376124,-0.028220803364929704,-0.06957714152868173,0.11444749329290785
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.1449117615389109,-0.0008892487126556071,0.01697946947749003,0.0009991736281904763,0.05660386493852524,-0.0428944111038279,-0.01038239833488245,0.008505881493221908,-0.06836733187987626,-0.07741190945114639,-0.0896521777754742,0.04890184234399723,-0.03704868016382531,0.055793833033900085,-0.09117933275310527,-0.03718755616572821,0.003022943915390622
HALLMARK_COAGULATION,0.15832890707139693,0.06408471774855719,-0.0169174541242294,0.025062502835204725,0.055741811421978864,0.025350843481370396,-0.07566499328290831,0.04583848252529414,0.08822866603266563,-0.07030085332679833,-0.07028001207064695,0.07827751335881519,0.046546659099795856,0.1019314995231438,-0.11194824598850281,-0.026079435095575285,0.16305338239973538
