,UKF248,UKF269,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.07360238009769082,0.1142431787934318,0.2040898072234439,0.08390236505520325,0.13428420466160718,0.0678377739133441,0.055259709762200585,0.05220851466757151,0.054231693572415175,0.17709005269556888
HALLMARK_ALLOGRAFT_REJECTION,0.10178807429373896,0.1600134597514155,0.14387305582491686,0.036856985565695596,0.007830930084300424,0.09957773135917841,0.07638786285195145,0.03256762821978124,0.1273286579319814,0.007027554172998432
HALLMARK_ANDROGEN_RESPONSE,0.07472593677349967,0.0907725859979808,0.13509966299419734,0.07824641437414714,0.07080061365849524,0.09023284996407638,0.06338318045150108,0.03645165212090897,0.17121193919104555,0.13279026277020922
HALLMARK_ANGIOGENESIS,0.030131061086732365,0.16314097959571283,-0.13701500629515265,0.09410055555534567,-0.08083620612507127,-0.11928540356798312,0.008527045372010867,0.049293275014588016,0.131495071813876,0.10291240018759873
HALLMARK_APICAL_JUNCTION,0.14071727392367664,0.14787171818811115,0.19606833466295176,0.03899516979851474,0.09531583694371827,0.12124087914947775,0.05924374690286992,0.018296516502223935,0.20963724350737262,0.17798447582500676
HALLMARK_APICAL_SURFACE,0.11262313648013059,-0.03187774184570442,0.1347946201747692,0.024649875634568615,0.1600517836213615,0.006795153948304648,0.008462306894268145,0.051687133548523466,0.19837980948063585,0.09688166813717222
HALLMARK_APOPTOSIS,0.08007684375062066,0.010921638488294154,0.08432020853558292,-0.003756695322620245,0.06161517077067672,-0.0011256702606717212,0.06339026073514988,0.05101888191879568,-0.045980573791174796,-0.014841881801405363
HALLMARK_BILE_ACID_METABOLISM,-0.01427734737535565,0.11850910450532859,0.09245364363750658,0.039229833032933585,0.03256230439176611,-0.007343373571585953,0.06935163974741768,0.00781775547145798,-0.05110548226255069,0.15126041507676594
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.043178435365247216,0.05666387789992347,0.16994367477903213,0.023467543278535386,0.06232940893113074,-0.016149678935982535,0.003795970726594931,0.0038340448646192065,-0.055988795719158914,0.09931795073494457
HALLMARK_COAGULATION,0.14539635568383574,0.12388358504889395,0.0904643063918897,0.022836614971685303,0.15941409420565836,0.1802495897807027,0.09302326628768566,0.050559984975553474,0.19423206252340705,0.1512113087087735
HALLMARK_COMPLEMENT,0.014809141960151298,0.14815788633214624,0.16623952181367735,0.07909005643233097,0.016774402194849852,0.065928654829163,0.03045803608742321,0.09243897135319418,-0.00717403672100653,0.11962871553710416
HALLMARK_DNA_REPAIR,0.042252942226515385,0.13767362475123446,0.20397846771391992,0.11708238412482483,0.0665309074307274,0.08527245255296695,0.05148816727667374,0.03456455349489012,0.049275723029791114,0.18237587624334
HALLMARK_E2F_TARGETS,0.042004102593144826,0.12517620903003987,0.09782028782025529,0.04797413735472564,0.03304026252700346,-0.006015115810089848,-0.025958338338816847,0.05894435241615392,0.03357276415910057,0.12055521663585762
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.13019975949594062,0.14394853834372298,-0.10452953522996547,0.05320893374970381,0.1420929733314863,0.19003619094981752,0.037185247215155405,0.10533218517552168,0.20231946493602987,0.16019061121776737
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.07210898289701236,0.06910749663698602,-0.12411337860077723,0.03646344050169638,0.0995915591093701,0.07290076810076171,-0.025805558977171184,0.01696921452218731,0.030707673788701255,0.14701784586325736
HALLMARK_ESTROGEN_RESPONSE_LATE,0.023527469984584933,0.010336570653731999,0.1730281879802937,0.035648475969738656,-0.02120130325359725,0.020695894253996257,0.0035558589549923017,0.031241576308809915,-0.06796855207227148,0.05124733134154915
HALLMARK_FATTY_ACID_METABOLISM,-0.020336974593298463,0.07931436457423635,-0.09033304585514433,0.0022410899557261748,-0.017948973418470286,0.08534275590407407,-0.010526993057986194,0.10687740251667487,0.014642512028907156,0.021217496670621477
HALLMARK_G2M_CHECKPOINT,0.0066295490567301035,0.12119569496806734,0.19780769725825087,0.13463609870839863,0.04965262462198342,0.03541465860489819,-0.024112990955908076,0.06515266695070794,0.05904896700611737,0.10451698207533579
HALLMARK_GLYCOLYSIS,-0.0306557693214123,0.12099995142412474,-0.04038957444679639,0.1131013525078772,0.020314163786498994,-0.01760625772695926,-0.038661689095326524,0.03221944468873824,0.01327488476642591,0.12715173396068202
HALLMARK_HEDGEHOG_SIGNALING,-0.06676858786977322,-0.07468476748099177,0.13837453825139945,-0.02332789092360809,0.05223690894403048,-0.0013700026279888187,-0.08777003594719275,-0.010141682798928166,-0.003056451465183686,-0.049640275323449175
HALLMARK_HEME_METABOLISM,0.06490439927330686,0.12316780583903565,0.09453962934388864,0.08119163798900789,0.06915652287196662,0.1275230131878757,0.025255021251415665,0.04466798091808107,0.03284376072136697,0.13814415466872534
HALLMARK_HYPOXIA,-0.04219651327449269,-0.05680515386788487,-0.15935596069033414,0.10543309564439052,-0.07877877162803767,-0.04759775858111521,-0.04539744498324992,0.04946261117928816,0.007433095558056388,0.08915173240487874
HALLMARK_IL2_STAT5_SIGNALING,0.04500350168189058,0.1285704789506735,0.041029260280687485,0.053031117933851554,0.04780169938728654,0.10043967398228398,-0.01578582583815253,0.09321515599239585,0.0802633102674233,0.1711858418139996
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.03573560004557777,0.11302577194102181,0.1230811724872912,0.13120065986913734,-0.022545491406963096,0.07285640517302175,-0.027234651924588033,0.03201517776851962,0.005962521411657377,0.15194137242925138
HALLMARK_INFLAMMATORY_RESPONSE,0.08601396162201154,0.09872318669577522,0.11195479969662102,0.0523956966882823,0.031989961068916405,0.039583452772374954,0.039199875313042754,0.0636644041204205,-0.06030790313593076,0.06640137505191074
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.11175621021269996,0.14209851814043598,0.1960541823150604,-0.044586272144836556,0.0361397387620023,0.09492430763403567,0.05944498766474477,0.012042862867229378,0.14701850846887424,0.1327910509676588
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.08841654236877035,0.15423859015171912,0.15962326827733575,0.11548370863968951,0.09065582642161199,0.12462103640877173,0.08457247469426271,0.12755405793362654,0.029949372672985402,0.1186238352267092
HALLMARK_KRAS_SIGNALING_DN,-0.021208424172170868,-0.03441681318578673,0.05559131380896894,0.08760003846783632,0.06502232158021279,0.013592601702564449,-0.013309736131830525,0.01257069452060011,-0.0371069577851974,0.10307687627835642
HALLMARK_KRAS_SIGNALING_UP,0.024496938336141756,0.06395198650050299,0.21129414254013112,0.0866223356040924,0.008896352683555354,0.017787120123213644,-0.006306526130854851,0.0457215696736691,0.17316866340071493,0.035529000170070026
