,UKF248,UKF266,UKF269,UKF296,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.014487781036463922,-0.04887108308723948,-0.002392927784013169,0.029815353951031038,0.08919574606512361,0.05620176464468219,-0.013565375118802065,0.07494838108279976
HALLMARK_ALLOGRAFT_REJECTION,-0.013167151301629133,-0.038452330677911345,0.05165300281231574,-0.05441779763631044,0.11571022442220842,-0.00039790671053012124,-0.08366769603647005,0.10302684743470043
HALLMARK_ANDROGEN_RESPONSE,0.015412315855883322,-0.03181721190000253,0.024970263490892385,0.002884601716972195,0.09751936005875979,0.019422078374831467,-0.07435827622274722,0.08878023610317447
HALLMARK_ANGIOGENESIS,0.039403312648300035,0.012077836763505012,0.041063352479991676,0.04541249328209825,0.06674961443309906,-0.011287348088963414,-0.007056902373548239,-0.03655808968343331
HALLMARK_APICAL_JUNCTION,0.0028190676433320085,-0.030925777618766952,0.031729276633262596,-0.026273562410664975,0.10681747033273983,0.06522506350667784,-0.014568908657996973,0.09666248381396261
HALLMARK_APICAL_SURFACE,0.020566294660427326,0.01162605073684858,0.01674258148545804,-0.01936051723143798,0.1070252066169974,0.06583714997666883,0.013940436584573794,0.040152863120094605
HALLMARK_APOPTOSIS,-0.003874626680597635,-0.0556943697429527,0.00014344305465996169,-0.0066467194833309045,-0.0266668165180046,-0.05170496267008163,-0.06296538149759788,0.09375594891842344
HALLMARK_BILE_ACID_METABOLISM,-0.001791524456635777,-0.021396206953533205,0.0023322233234787733,0.02463684907701715,0.10337420708706241,0.08871233639609055,-0.027804754161579764,0.05399286704740414
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.00440749892200403,-0.06795765513438952,-0.0001565584920242531,0.013313564483147244,0.08941488095912992,0.07218553570296037,-0.0061324989149168395,0.06696714678393188
HALLMARK_COAGULATION,0.011078199614361578,-0.04016399313823612,-0.007095844281925932,0.0755737121088886,0.11603359829814233,-0.013720450281639358,-0.07739167515724954,0.10958548752531327
HALLMARK_COMPLEMENT,0.01518110342181162,-0.023590703180865404,0.046210941287571874,0.005679097160482038,0.06954624620718457,0.012301135868386123,-0.015700719845275775,0.09100046410020171
HALLMARK_DNA_REPAIR,0.0052397372478900145,-0.053188060795129125,0.05368024582593702,0.0744264977970047,0.12324706878417237,0.08856170336594123,0.03017824628436103,0.10273515257440484
HALLMARK_E2F_TARGETS,0.0222541480142892,-0.018719272368591038,0.02522902828662159,0.009719555919538197,0.1437721166930813,0.06399807918370401,-0.0175640584626482,0.0512380249883088
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.028913481147783884,-0.06785059317844046,0.04153466490049545,0.04697823057125713,0.06158249766850009,-0.06502595076289618,-0.06037213098324516,0.07728733274788732
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03993820364783403,-0.04872850072726341,0.016612497421635408,-0.0041616288503305,0.08336402152682,0.04475892633655707,-0.0063575290461212585,0.02631437859459431
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.005210959956536752,0.0312501170386118,0.06532779800602652,0.006714333526903402,0.09965226716069552,0.06120920645919187,-0.05948767316668162,0.04500747136633081
HALLMARK_FATTY_ACID_METABOLISM,-0.02040515357947844,-0.010502772044694153,-0.02330195368029823,-0.03495744102253443,0.0163836096023125,0.05129233588594464,-0.07503913232852434,0.04060074676548774
HALLMARK_G2M_CHECKPOINT,0.024116556967600934,-0.049033625519134906,0.017650886825510068,0.074619707545042,0.1519945291341591,0.03424619491628749,-0.010780063765552718,0.044797766994806906
HALLMARK_GLYCOLYSIS,0.02475499686336327,-0.019612507059009236,0.058082221356626725,-0.02305336002856716,0.07369291555484157,0.06940830154073385,-0.01175005576010897,0.04651974393364155
HALLMARK_HEDGEHOG_SIGNALING,0.045759242181059936,-0.0002115829203604539,0.03229624757974726,-0.016228051591882144,0.07002759783741962,0.05993749733438679,0.05951247436675726,0.021680346098718693
HALLMARK_HEME_METABOLISM,0.04036106414685272,-0.02102657209078683,0.03438636383959139,0.03236527844373274,0.09395915028262455,0.07383403672058832,0.005938127472269144,0.05481281904835552
HALLMARK_HYPOXIA,0.0030650576689128396,0.0013177099196355633,0.05762226813755921,-0.017627441330143864,-0.06431506686733791,-0.011705831921000154,-0.051875034150406577,0.01721944464355222
HALLMARK_IL2_STAT5_SIGNALING,0.009391772786906517,-0.03531405866062201,0.04758602265758909,0.026230977770102182,0.10682233053400161,0.04527828197583262,-0.06714248879932387,0.0669730965123898
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.019765522169896903,-0.02954553467524372,0.008973830437234986,0.058125581016184,0.1217220042536841,0.006720159121241837,-0.10012551786235278,0.07298990916822552
HALLMARK_INFLAMMATORY_RESPONSE,0.010757343978870619,0.0025965967944572774,-0.011137682096834101,-0.009284394806154365,0.03041680356119055,-0.013049680672494495,-0.05110790560714385,0.028046215660341656
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.0009760166768619915,-0.05736847641317183,0.024358493616806268,0.05403870015983075,0.13012955689297218,0.0853128481847649,-0.04936428784592675,0.07288990628037524
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.00920556761348866,-0.036202313461374855,0.02817371900807864,0.025634977349518393,0.0353295525081843,-0.034603442832446395,-0.05433541685116292,0.10015082172366316
