,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.020150791042800605,0.02119531027202748,-0.007958152326841333,-0.012722363511571928,-0.09180278588300189,-0.04217547308532975,0.08534831380292462,0.04076013597256382,-0.0928370049389334,0.011431844195444588,0.051482549538648205,0.036191901819252234,0.08882103983461495,-0.023871543512247684,0.05923915672548919,0.05468536614910024,0.07802229454713687,0.058916222103995046,0.05917680755473928,0.003918274608973354,0.11867745105022778,0.0817859142485474,0.1395939865940239
HALLMARK_ALLOGRAFT_REJECTION,-0.013157309490607757,-0.02346003268701,-0.04044941293392636,0.02396195427520314,-0.1207614567104326,-0.035682979314327595,-0.04877196028979034,-0.03773909211258067,-0.17180378689187226,-0.03145113886420589,-0.07977195028824825,0.026407140617780385,-0.06980592586229281,-0.07798343104375342,0.058575506878755235,-0.042320529966284784,-0.0015681954586282407,0.03557755802732363,0.07427922626290331,0.06500842617656355,-0.0284617332912541,-0.01807819943157406,0.09082359095735353
HALLMARK_ANDROGEN_RESPONSE,0.020436870036092666,0.047436894827485594,0.0017374195571156288,-0.07017546059154275,0.17313105591692854,0.09429021310929521,-0.0018586041972383257,-0.002677805370692261,-0.08382166316198535,-0.001599067612278761,-0.06707277668595998,0.059100901637575726,0.022404427626890863,-0.09524962818351561,0.004492504566035602,0.0899233036959643,0.08672780389857662,0.037761746155847355,0.04062971040260904,0.0506091227559994,0.07179363928577057,0.019743208370214854,-0.04061933231351934
HALLMARK_ANGIOGENESIS,-0.03450117737911495,-0.07368180971169411,0.0412757610107213,-0.023469242612134622,0.1607566450186239,-0.01305152343228661,-0.04810032274510913,-0.054901304152498276,0.058152707103554094,-0.004484201740394171,-0.10060265063951514,0.009717798101244275,-0.04974207007296915,-0.045218990950582974,0.06596497093029385,-0.016830142856969103,0.03264768751666115,-0.009274478773454562,0.005857899564082862,-0.021438248949092242,-0.05284012003251891,-0.02586162459796109,-0.0452261925875569
HALLMARK_APICAL_JUNCTION,-0.009019549822309687,0.04710510552940421,-0.030205583094359806,-0.022070666700612765,-0.05969083522607069,-0.021302600086889823,0.016906662733033387,-0.01354395759704676,0.016749807227189176,0.02436394100338745,-0.006506567345422694,0.04211642070134053,0.01849160599932178,0.02864518147972895,0.06720120932208559,0.07851676905757293,0.09413034518421236,0.052911555974009206,0.1229841656866932,0.05762301688858306,0.08436061395183193,0.01702324872021655,0.15208411121605886
HALLMARK_APICAL_SURFACE,-0.03597075234581505,0.028992664904487434,-0.006719564746207835,0.0804456004063716,-0.1838118253982494,-0.047787583652309035,0.11940489461831098,0.09121589002048978,-0.12910180609827085,0.08589920608937465,0.036670526660223704,0.07164428961097878,0.08356314163928528,0.040000535310813726,0.052842918710085576,0.07331409294706458,0.06971847273724296,0.016736597307112678,0.07109330870996164,0.05037563193163407,0.0601203327206723,-0.024409674716065737,0.042353299858639594
HALLMARK_APOPTOSIS,0.0275314328038882,0.012605628341726939,-0.025033636178001445,0.04307828578747507,0.04165054718361273,0.09924444635203297,0.05048018745060184,-0.026719186832266942,0.06986899138492533,0.0067000004738632215,-0.0515061529219382,-0.02842554199962549,0.014491115420905167,0.008213958008044954,0.06690310298426322,-0.02386712505318264,-0.0006851985574912319,0.03617776969156499,-0.0617674428529553,-0.025325323427210892,0.04474507534604654,-0.05038230030926347,0.09977917519299889
HALLMARK_BILE_ACID_METABOLISM,-0.05950726053445994,-0.018843124356752585,-0.07234267345686608,0.0033553021024922886,-0.0662081668186357,-0.037275481651835626,0.0008549797363660194,-0.055510461177220104,-0.1072136491118978,-0.02391682508877354,-0.008405063735328275,0.041655143170440195,0.0027921617690704497,0.08809357400541874,-0.0015705108322376774,0.12371933287888136,0.05712386999175909,-0.0067556030203423,0.0627313409323529,-0.03185757560861409,0.11770612419434631,0.030507092320455075,0.10255415414823595
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.033600024461373126,0.07393800563161314,-0.04168132040897011,0.011126521886921528,0.010521267104273983,-0.05845214013147272,-0.008170285185461482,-0.03724511065532982,0.09156737341052254,-0.03178624448952287,-0.09320917834729735,0.02053176995475845,0.028475905773413194,-0.003400144735797806,0.03329503463852406,0.11078010067881779,0.0551821356035424,0.07424526069883422,0.07308900450811306,0.01812390630504956,0.12099908338135283,0.02743543917288569,0.058095735348705733
HALLMARK_COAGULATION,-0.02645948770999402,0.011148941416426306,0.042817438478217465,0.024691743064872533,-0.17449819355043383,0.048887678991314576,-0.071330236372211,-0.05659150787117661,-0.1365588697352236,-0.03881360646962275,-0.1264902423247038,0.08599567101814275,-0.04646712392903529,0.05941808906379016,0.06585891392752986,0.03241351965158179,0.023426611472685894,0.059882745420345114,-0.025654672541121526,0.026424335953901,-0.0006653924875201178,-0.0399177101350598,0.07681089899662029
