,UKF260,UKF266,UKF269,UKF304,ZH1019T1,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.10027574147505391,0.11694112015991763,0.0746837355111276,0.051452584909826085,0.03178122394538876,-0.008115677685443688,0.05818428704862636,0.058579188717331664,0.10294731616614194
HALLMARK_ALLOGRAFT_REJECTION,0.09012559508873332,0.025135222560083527,0.0819162412225761,0.0024669301042178644,0.042411084749689056,-0.012428388688288456,0.05335584370233917,-0.010978515792662263,0.009314331767553013
HALLMARK_ANDROGEN_RESPONSE,0.035551977214515036,0.11271644504508013,0.06979013064568718,0.0032232473020189366,-0.012997310157270287,0.027401354084479572,0.010638335780248202,0.015857703194593748,0.01652979595111208
HALLMARK_ANGIOGENESIS,-0.09091746204509345,0.069954757898291,0.08700454838475317,-0.021124210754928863,-0.09408803728313261,0.007472782725396591,0.003675624649082696,-0.06405676689002825,-0.07627874914320028
HALLMARK_APICAL_JUNCTION,0.08514745981343932,0.1054768663687184,0.08788127871064905,-0.06565135693252493,-0.022279696581353068,0.00575175195056948,-0.030658791240035795,0.008729318128171671,0.07391819123686083
HALLMARK_APICAL_SURFACE,0.06599450675994037,0.08899142852132678,-0.0692458881732977,-0.012062670007590419,0.05099519433826195,-0.04338048421907205,0.016178568052615923,0.01912837438847392,0.0592505261400863
HALLMARK_APOPTOSIS,-0.05800462505632957,0.0017225467826952588,0.0578238219794685,0.037754764171244834,0.0015553668478611308,0.07432901023554173,-0.005586476686062722,0.031589785010688876,-0.05197169660066704
HALLMARK_BILE_ACID_METABOLISM,0.08813083410575093,0.09181135403991857,0.10803993602325747,0.09811299491510424,0.006467939667868066,-0.03821214133563782,0.024951926766421786,0.07989748022204175,0.030745320371268363
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.11439238932944826,0.09580992923772774,0.05344040982086779,0.053737109189502676,0.07040248593319651,-0.05633545833682763,0.02691023157630449,0.0840560831407544,0.04367686966630743
HALLMARK_COAGULATION,0.03125634103605371,0.025540945342608447,0.07420395934760152,0.018245015254751754,-0.008805143431250965,-0.023123290277418416,0.003561690780081006,0.0020757051534330603,-0.008530545680253687
HALLMARK_COMPLEMENT,0.001591300242624681,0.08181008978076136,0.09570020370297898,-0.0092875426245309,0.06261178856457988,0.017750516493358716,0.05631585562197666,0.0652206483243754,0.011628074230381757
HALLMARK_DNA_REPAIR,0.08638553656961712,0.11652008323463739,0.10648629136925569,-0.0777657080924744,-0.002777623670107791,-0.007355730072079224,0.03757249980425964,0.0590089718852868,0.1179228800175733
HALLMARK_E2F_TARGETS,0.0887791969757421,0.08274521973487674,0.08083293358830254,-0.01682204517507861,0.018268472290652808,-0.025177283327306954,-0.011473122603117784,0.03184133115808934,0.02949938855116233
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.052989936478770074,0.07111848150558849,0.09307746376189924,0.003776410031409458,-0.0532293778921778,0.09232390949514135,-0.04317723791887807,-0.02443694796879037,0.018244607313088395
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.08468344665839203,0.09764022840168715,0.07160480105184226,-0.00572563234232301,-0.04962881816680315,-0.00830744303300588,0.01952820112785885,0.08828311673318022,0.08741898949367768
HALLMARK_ESTROGEN_RESPONSE_LATE,0.013807324964665612,0.04768162926688052,0.0038624058448996092,-0.044733680329718216,0.09964852755535678,-0.06356830079914406,0.03947569623213145,0.07681437853117272,0.039310106679370016
HALLMARK_FATTY_ACID_METABOLISM,0.05499567485252288,0.004108201105342104,0.06893817682501645,0.01448832315704097,-0.03723349193015295,0.08247080904594446,-0.058556499029024565,0.0637697950717158,0.058369710375431524
HALLMARK_G2M_CHECKPOINT,0.07931712932618369,0.0783907319945488,0.08348033528814476,-0.03035314854356332,0.08672535381848814,0.005490946532571069,0.009365658786226909,0.029878538875573273,0.016711261594870016
HALLMARK_GLYCOLYSIS,0.023775204394197842,0.12422603043401591,0.08102827572129297,-0.04712644784959481,0.035520537525920014,-0.011254907701124792,0.012601620737240676,0.047330823298793914,0.11123439130767566
HALLMARK_HEDGEHOG_SIGNALING,0.10337900629494186,0.003934153094293634,-0.016112038494352127,-0.0036629236133850418,-0.050641276000675806,-0.05286250669008402,-0.01831857621059559,0.051577940367645556,0.030065571752096714
