,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.020626392381756002,-0.016512178024500463,0.00888538609442878,0.04804172388209597,0.06930080607183439,-0.013413120010241378,0.048894467312047246,0.0008100305695387832,0.12987357272690886,0.14056199328449373,0.018478871782259692,0.04969421383780788,-0.013376346590968204
HALLMARK_ALLOGRAFT_REJECTION,0.010037727269712436,-0.02313916564257249,-0.014381075628511084,0.11607423410271046,0.08392587607564463,-0.0647912030185204,-0.005071818615134494,0.04923740265468038,0.09336074764951333,0.0808137517449654,0.06544092260109574,0.020620817584190116,0.006573615821874602
HALLMARK_ANDROGEN_RESPONSE,-0.002156327699696584,-0.0025267260798216666,0.003928268532102246,0.08627414894275137,0.06210334800638576,-0.01717351993761718,0.0004430682480344041,0.0627164822030777,0.09397877052750589,0.10989806089359141,0.1059459487376566,0.05944404527541306,-0.025998017472549848
HALLMARK_ANGIOGENESIS,-0.003497757405469329,0.028576618153654577,0.044907508056550284,0.0703374377336052,0.04285094551464323,0.025398999364570955,0.05151325964740921,0.034622561909629083,0.054339596499115926,-0.16384738065114915,0.002423273270911263,-0.07517358901924343,-0.015384473700550435
HALLMARK_APICAL_JUNCTION,-0.005405039691764578,0.023636771082935444,0.0566646477096099,0.1146440783943349,0.07229950113282445,-0.028240059690198032,0.035515036191087465,0.07942919983294917,0.05397488549313539,0.15465721934800383,0.04411648107163864,0.058619381034156814,-0.01756930077353598
HALLMARK_APICAL_SURFACE,-0.01098325916832643,-0.01842667537107237,-0.010852469357122883,-0.04902375467680831,-0.050487671999451395,-0.07118669448469671,-0.02017287174072586,0.049587259646709354,0.05583046137923435,0.161299379405254,-0.04272617642725109,0.07986683702004818,-0.0218119914327836
HALLMARK_APOPTOSIS,0.008476591914895235,-0.0069663641626454545,0.012124316474717506,0.023312910646899044,0.02663120324872477,0.04266806360080141,0.029802738094250433,-0.02230920221264358,-0.031550087449787226,-0.010407698147171948,0.030340800758571762,0.1065206113985648,-0.020176612458951484
HALLMARK_BILE_ACID_METABOLISM,0.016034517361086856,-0.013411649210773957,-0.0039217835407798374,0.060843539348607444,0.0798219889208839,-0.021350788328014465,0.029828668671477127,0.015274644082014939,0.12466677577498171,0.16975399620360573,0.038287500562728706,0.0676134245317991,-0.0023125494232207437
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.006775918702742094,0.03490073591202858,0.04169050479054932,0.0691650418999892,0.07726721356424839,0.03471461377557717,0.006301419743521108,0.0652203178455635,0.17622963430327052,0.11712384554527722,0.021980588349218927,0.12385498073053437,0.024496052325290903
HALLMARK_COAGULATION,-0.00869712019422876,-0.007755196300393993,-0.02443287011405913,0.13698061884628016,0.07672877515493363,-0.08435213787712346,0.03188642417206698,0.01304012926776232,-0.03247311434644641,0.2540792754390033,0.031557638301657476,0.039937318695318184,-0.05476336002847727
HALLMARK_COMPLEMENT,0.0295210791605264,0.05456922098153127,-0.02193695509973899,0.07250356057454559,0.04219913395935571,-0.0023666492947191824,0.005683989129001854,0.029242514271343913,0.15004136523617273,-0.0019720426854943915,0.05136106356490904,0.06587987923494767,-0.011921045928469392
HALLMARK_DNA_REPAIR,-0.01746553751934657,-0.017196058788803023,0.015147079416497107,0.10683175315072295,0.05979702633890675,-0.007244587646844105,0.03794294050518449,0.07780750166184429,0.15866134561850367,0.19644237682800422,0.07215281524353137,0.08217631118910727,0.022323268697297057
HALLMARK_E2F_TARGETS,-0.0177906128726238,0.01550964014805962,0.012026404947575037,0.1066287058507897,0.07189271327664441,-0.05167966007141981,0.018225491716873852,0.06874857519636986,0.11847057232293887,0.1514112524452167,-0.0021865576005023904,0.07546532805791153,-0.004583597444166704
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.008864246236285194,0.02190596485864604,-6.152847205689417e-05,0.1453503354938218,0.07200653460424873,0.04473022459107533,0.06209877902458521,0.07559995234911614,0.005158427361043485,0.07890571152966876,0.048018098636067465,0.0266679704056535,-0.0018070620062412193
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.029990051452527738,0.019351718762122962,0.02968513818366238,0.012658532928309806,-0.0024015350539681223,0.008802462578969968,0.018061862018503436,-0.005753866323367197,-0.05830233835531875,0.0188521275248794,-0.029415221871532844,0.00671339121240636,0.03070531529033959
HALLMARK_ESTROGEN_RESPONSE_LATE,0.007554899111786146,0.004956235063497335,0.03505292071827118,0.038719763756199455,-0.05207444085860063,-0.022351283899341417,0.010745330173713662,0.05598554992390549,0.12317917294051256,0.11455325369410331,0.03060372712453335,0.09574247231865755,0.02104648646002411
HALLMARK_FATTY_ACID_METABOLISM,0.025426502406407533,0.01201125628157513,0.006076523454490421,0.008766266770770952,0.0614293178467138,0.0555370189723325,0.046183961511946515,-0.041488426311488094,0.005236914489751333,-0.03687361097325075,0.005882649282778623,0.06161382872491107,-0.013359544790697403
HALLMARK_G2M_CHECKPOINT,0.0073086094024602056,-0.019634067739158555,0.001710863713042946,0.12231649752883442,0.07319614450945842,-0.05119080543474325,0.013465515246608722,0.09013736922853954,0.1278136486590578,0.16875565444901686,0.0727587744789772,0.08494099427101694,-0.01050942207697899
HALLMARK_GLYCOLYSIS,0.007783765382718015,-0.01861568966367139,0.04146562915340403,-0.002408993646842369,0.040930663694938356,0.024917492438894212,-0.022055227981787336,0.10203906283489796,0.17198253338172603,0.04305887794888028,0.04978336445142149,0.08058248509449792,0.028823963356905697
HALLMARK_HEDGEHOG_SIGNALING,-0.015268331752648513,-0.0342403512223672,0.023999240912737075,-0.06339629544551426,-0.09939541971360799,-0.021203969228922415,-0.04702613594327292,0.003591007016326698,-0.005718333017645642,0.042291052054920085,0.023775553878440478,0.06871462194407893,-0.052611585677335926
HALLMARK_HEME_METABOLISM,0.025974619034940513,-0.009550920154727494,0.03852997111764903,0.058629201100272595,0.049983812203578885,-0.02176092991964625,0.04855560268931913,0.08420823489452735,0.1063445639799033,0.1460716305229939,0.04240043207409865,0.07601501790759455,0.0013457797941227123
HALLMARK_HYPOXIA,0.014660608793914223,0.01411184872998526,0.04479550793987576,0.016834423063049195,-0.06764586318425493,0.08273459068740165,0.02389861547195398,0.06974019911332191,0.07763988248718234,-0.19554068822677806,0.027337330098739586,0.0038848331290510132,0.029515996288701815
HALLMARK_IL2_STAT5_SIGNALING,-0.011477848983716088,0.02199416677690709,0.029190021256351038,0.06273388332894572,0.05280711838589704,0.0225961112062661,-0.015725962021769443,0.04069048556250132,0.132612563383663,0.03996528939038011,0.003941781723653423,0.04290754316056119,-0.0017915053042507735
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.005651405650112092,-0.00015255851792175224,0.012375396926591864,0.05812679763043483,0.06630215302787232,0.016592648988669065,-0.036045815414201196,0.05571556847091335,0.023513127590530956,-0.046295536096053705,0.10154272672715442,0.0822793213942277,-0.011612253123124442
HALLMARK_INFLAMMATORY_RESPONSE,0.03076788490445857,0.05856092772251197,0.02153874441768341,-0.05714756107665033,0.06404779521943717,0.03903358304898974,0.05283618596287811,0.01210579565981822,0.09234081104256214,-0.11417870043984016,0.03960055359217728,0.02125451580677393,0.011978618373559239
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.0062353152876586295,0.052321612099367865,0.0034822608027729723,0.10781723904860038,0.05996351881219224,-0.07250903679029333,0.010622063668606962,0.049665357698308245,0.03979618679224672,0.19201409608806813,-0.0009290391998926548,0.0718174371733136,0.026351912065941896
