,UKF243,UKF248,UKF255,UKF260,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.026813885488564802,0.05216087868617863,0.06566566706925706,0.020115282236569602,0.06583891824840324,-0.011430204882242055,0.0736707769950058,0.11191340542393823,0.012327421908624478,-0.023822860201426155,0.06785862366669633,0.1484752752201458,0.07151206980046182,0.14478847934517294
HALLMARK_ALLOGRAFT_REJECTION,0.032185183842802986,-0.026258561143094886,-0.01614985847347436,0.016933458088792437,0.11571081675804497,0.0038452541812841897,-0.07860703338357641,0.17183310141233324,0.01593931882234629,-0.011986344131422539,0.11139787097689956,0.08315185520736719,0.08016987536743411,-0.042992662951476135
HALLMARK_ANDROGEN_RESPONSE,-0.011711398692731257,0.03907723383794783,-0.018573399334949975,0.08545089105997283,0.06817846847184882,-0.004687779822640166,-0.03449704284271969,0.2729713464172067,0.038757328410124345,0.048535506604938536,0.04397766041952467,0.15379467629380345,0.07783311366254582,0.09375497212937431
HALLMARK_ANGIOGENESIS,0.07691392547242357,0.0015603999588990089,0.018107258782448857,-0.029216753047951835,0.08073430191930596,-0.0008587945900997988,-0.09765003837938012,0.09984016305263092,0.02219566249943914,0.0008514790696531312,0.050746098331526455,-0.004754899127970787,0.017813583476015988,0.06187634253247899
HALLMARK_APICAL_JUNCTION,-0.008740663741467527,0.00380578994147681,0.09245504008633289,0.01853382359365397,0.1265248163992345,-0.02124028720276597,0.05999774149628789,0.12795296917210325,0.03379081470872992,0.07246839044691541,0.031671470907745136,0.13877366668015934,0.06263616970450578,0.14075071897052377
HALLMARK_APICAL_SURFACE,-0.06754223024393073,0.05355275092879302,0.02634988222881877,-0.021030928620939644,0.05482659577097412,-0.08607454129507168,0.06998123826423651,0.17834067926982972,-0.000798233621740834,-0.05422397596420086,0.08856715585572514,0.1009291513680108,0.08973475899210182,0.04881186538194481
HALLMARK_APOPTOSIS,0.002674887305933931,0.009386735225366743,-0.07649437098552725,0.010915546913068052,0.04610008635840347,-0.02425117982927713,-0.054805060745906305,-0.11141862045624092,-0.02245620001486336,-0.02040249418743387,0.046030831065768905,-0.011926868510141396,0.0037058235435482516,0.04187522230035681
HALLMARK_BILE_ACID_METABOLISM,0.04125127307331582,0.010486459601554988,0.0788656503019573,-0.03431202385133529,0.10780040823450592,-0.03689989166104565,0.0434316250406972,0.00957519356785578,-0.01551284584419635,-0.1004636072293411,0.07915503533052855,0.1416647456671332,0.07957622733428889,0.16086336659507572
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.058872876875597696,0.06805440384173636,0.13069282384445338,-0.03557044130689757,0.0271429360587777,0.029908239375544193,-0.12787043427128278,0.14841332759247855,0.04443950713208386,0.009616569489522908,0.12426409307255863,0.14598794326372355,0.07049848993102352,0.1486609131498419
HALLMARK_COAGULATION,-0.014069442323298093,-0.014740849625592736,0.044278736839339305,0.08354395159809536,0.085412440280926,0.009273482405540386,-0.10788275971728048,0.17780534552997598,0.00825176937384637,0.012566850073560927,0.10235202763015351,0.11204106350214439,0.08366611270600326,0.14289708328302156
