,UKF243,UKF251,UKF259,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04908215588184114,-0.005049232689341088,-0.007590108503083652,0.08930455657952133,0.06477105079364498,0.024225379163682156,-0.0001408037336807067,0.15174774569815971,0.022830097650724412,0.01910254305249272,0.19344359772118988,0.08568952707939992
HALLMARK_ALLOGRAFT_REJECTION,0.006099799226319858,0.009212073712542184,0.0055971081274439165,0.12389559847443261,0.025201942744470615,0.03293645032070598,-0.03432156922967028,0.048484095294788296,0.06894802241462696,-0.04955985764817758,0.10412175397139078,-0.027506916267143376
HALLMARK_ANDROGEN_RESPONSE,0.007236303922415414,0.04360228801613092,-0.0008014111086240962,0.13193482310660135,0.09429327753562917,0.006738551214381691,0.0661238956316064,0.19294720677174404,0.015895192818440602,0.08024564753746485,0.08908605735937354,0.0694074746861694
HALLMARK_ANGIOGENESIS,-0.00024920732070787723,-0.049314348223774784,-0.04294112392656489,0.12183290075967505,-0.07961015517396733,-0.005125761890114302,0.10019065206983893,0.17918980991339256,-0.047104872817852146,0.045673213927793284,-0.1190858167678667,-0.014760702362518101
HALLMARK_APICAL_JUNCTION,0.02356925971564767,0.032833740095351255,0.05622082817424058,0.10611370360782107,0.002924017144987067,0.01197299290309498,0.0405140681018156,0.15280290681532446,-0.027704809799115174,0.04726228606643943,0.15922320599532733,0.08235839883388188
HALLMARK_APICAL_SURFACE,0.0012963878115192222,0.05292171114350265,-0.03720973285850724,-0.033702959881340824,0.0707509478187379,-0.04772546339365775,0.07453310776716236,0.1199731289762072,0.05109249422257081,0.023447062729772473,0.12600356869630158,-0.013717110603900141
HALLMARK_APOPTOSIS,-0.004572615789459603,-0.005636177259592428,-0.012697628133001713,0.013772509389684474,0.06514214667239333,0.014038715052458349,-0.07561495180246285,0.005427827229554881,-0.03711979795466393,0.012514942415254254,0.021791654650960876,-0.00428526037172973
HALLMARK_BILE_ACID_METABOLISM,0.03583775410917427,-0.008663746244032062,0.0016455018394004803,0.1424447874073283,0.02268495170816697,-0.046801339177821616,0.04685913961205486,0.07782718068550804,0.00428606691971954,-0.03295728424974513,0.13993310600265685,0.10617839143536012
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02626110979527222,-0.01958517160865827,0.043981845796637845,0.08778698462352637,0.014832900194800722,0.016818601107931763,0.07253429661448187,0.149408142809691,-0.0003949126417074717,0.03213998560303341,0.12380013566697325,0.08277469186235166
HALLMARK_COAGULATION,0.03716336466669598,-0.014089526847014994,0.01642334751931105,0.12456689587046736,0.058377079438359,0.018474493029192927,0.04139710796115372,0.03654723504212037,-0.027370144000285677,-0.06480098468185036,0.07793642997150765,0.06377256417310906
HALLMARK_COMPLEMENT,0.03784115942515129,-0.030417889663960973,0.011073555112939084,0.11736487122802496,-0.0043210543974400595,0.06952900384296791,-0.015230357596926822,0.134352286722451,-0.013028661376319438,0.03927015627884734,0.1685636755483813,0.005371865268259063
HALLMARK_DNA_REPAIR,0.07683429441192886,0.03248898727999433,0.0058112228029115025,0.13745566084530372,0.06618962728876776,-0.01621501639337787,0.1001197205843102,0.2198343632489969,0.04893903868224948,0.09939157677545012,0.21962038836642853,0.09396802889571788
HALLMARK_E2F_TARGETS,-0.012458296951544878,0.02989599093454204,0.028845059680911153,0.13582299351247362,0.0669191876829972,0.0022930772752514338,0.05073372919341964,0.12834904028546398,-0.007195259994454059,0.08751665644618531,0.13950728001502846,0.06877972711314019
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0033282176482574834,-0.024721603768644504,-0.034823152730763286,0.11347739821632838,-0.009684848221445434,0.03788326129208394,0.08242886249984892,0.1486465676478001,-0.09509682544330036,-0.07598976614054626,0.030879160822254288,0.07396911734830837
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.014282077081329326,0.028875839479183176,-0.019625351933632004,0.051784143026971985,-0.004535965411018835,0.01892006793549577,-0.06421010554858246,0.07454195702008123,0.0021191818780269766,-0.03656602883305332,0.1093351385152967,0.08507387786220957
HALLMARK_ESTROGEN_RESPONSE_LATE,0.052453929320564294,0.006217180365513098,0.0293827781909685,-0.03951305572988928,0.0637126574518916,0.007262772258509853,0.10356649771752031,0.005315344424261631,-0.00940787970612587,0.07813010072486129,0.13395421101472546,0.016871887315632876
HALLMARK_FATTY_ACID_METABOLISM,-0.018890469466140477,-0.0072203725019934955,-0.03226813876690377,0.10330361289863647,-0.08995017608456689,0.029620026766885736,-0.002194264914766484,0.06419542622849311,-0.04381994897877592,0.036314161407272734,0.10237523746405958,0.038302945742994865
HALLMARK_G2M_CHECKPOINT,0.09051762904158807,0.04885562020247285,-0.0002127213909089104,0.14585590400011716,-0.007535404639341427,0.017002025549997937,0.0909785416006805,0.20034327720716089,-0.06435137093550745,0.07936941346045996,0.15171960095316353,0.032517847738636724
