,UKF248,UKF251,UKF266,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.02788479318276762,-0.04577585231758695,0.06312458603825064,0.03821609756179171,0.0366589586064859,0.021207084931993258,0.13893919109767616,0.09360920961876429,0.05737945691426227,-0.002435599663766557,0.09820188287601558,0.05923649598483723,0.08831589194026541
HALLMARK_ALLOGRAFT_REJECTION,0.021195526978346084,0.04255042055447619,0.07693793760950547,-0.000569778833069161,-0.09418672622499093,-0.02500624867168452,-0.0058140978551836555,-0.010263663481299003,0.04814361293555101,0.04033905956292754,-0.019030233574080704,-0.025271201598769163,0.024348347767551157
HALLMARK_ANDROGEN_RESPONSE,0.007701766890184437,-0.0016374797119673217,0.08045997797763327,0.013133241923194514,-0.06955279845394963,-0.004919565172475653,0.14375006107673757,0.04979977147679739,-0.035311799067306346,-0.009928169298319996,0.12314917091570103,-0.007151784103279283,-0.03611548779392329
HALLMARK_ANGIOGENESIS,0.0365205175962654,-0.0080877710328219,0.11744099631269955,-0.05996883661248177,-0.07961614929459368,0.016748277130783442,0.01262125392540925,-0.009960766481719032,-0.04692540914060947,-0.02429428186461663,-0.029206865522769822,-0.04311619494086967,-0.15462709356315704
HALLMARK_APICAL_JUNCTION,-0.026374764097677885,0.06500063812116715,0.14951708729332447,0.019903633077271884,0.006578130251664908,-0.006320107131312831,0.1456957388093228,0.06824427089046603,0.03081477663685846,-0.04208025514589748,0.10907271050283057,0.016902004387996706,0.09824224693978387
HALLMARK_APICAL_SURFACE,-0.0007591911616199696,0.06912505960984967,0.030448092598016112,-0.02014303489607313,0.033215396798345655,-0.020861767210631082,0.10852220193691041,0.049500548219780394,-0.006799941564357565,-0.0025092728575549805,0.0916690274116734,0.09971773166676051,0.03457189567067486
HALLMARK_APOPTOSIS,-0.013189705115669489,-0.04808189987329727,-0.0787610169300856,0.012374201054085167,-0.023232995242488837,0.037425105197377156,0.007919321080156833,-0.034795456385731234,0.0010076445776096455,-0.060824154734550696,0.011526275049997491,0.06388050925694876,0.05021881733027121
HALLMARK_BILE_ACID_METABOLISM,-0.021349883100990754,0.05892044768515298,0.07403724970302344,0.022143331028632692,-0.033701354134895875,0.043970578144957626,0.14366997116679128,0.06389746930911346,0.03200725889912184,0.00909968816160751,0.09269732333460695,-0.006081803176969084,-0.0830195976328896
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.012733579771257324,-0.035851151273018106,0.14512425261990733,0.050211424263925504,-0.11215197053810447,0.027841281749489126,0.14302297370413175,0.07048461954681622,0.04623721802917211,0.05845727593442467,0.1644993555036366,-0.0021241836005939903,0.07216494654989765
HALLMARK_COAGULATION,-0.017153827347332295,0.004662955662786782,0.024148504532702262,-0.0017520299888890017,-0.11206544531025844,-0.022920865730788213,0.1101514344813336,0.02758512279705923,-0.03643842790728749,-0.07214209352913971,0.033360512299176553,0.055586691387033864,-0.027972756962298954
HALLMARK_COMPLEMENT,-0.00852180335484198,0.015011883193781009,0.03924855336221145,0.03739039000960084,-0.04691342312403093,-0.016667817945783536,0.06540297041651692,0.02663221706529067,0.05012231157160739,-0.034945637021298666,0.0865003425092713,0.020369564435743497,0.03189488803974961
HALLMARK_DNA_REPAIR,-0.028827866975052997,0.06168708286529406,0.1521735097704659,0.05065003418073092,0.08363149326763547,0.0218819350006557,0.14584102533414178,0.08114323540705705,0.07125142976832884,-0.020500549354819982,0.13106648804878912,-0.024791805855191168,0.02901857975469478
HALLMARK_E2F_TARGETS,-0.009465864074584497,0.08016057462083014,0.1440639644545199,0.04055500960341241,0.0532720585301663,-0.0031558345556064234,0.050849131176113095,0.039411983098369574,0.027212675870258184,0.014727064605693807,0.12296703060517665,-0.014788725175344863,0.06002565417014693
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.0026116595682374637,0.03406083956710431,0.09488996690830814,0.025011904287901357,-0.09367230596111628,-0.014611248219756364,0.02677913879006816,-0.04227420891141752,-0.053462050776739704,-0.06595006405413169,0.04640442733445526,-0.005607570462418756,-0.05776069013984368
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.010840506985782468,0.023740157910161257,0.020219153662377615,0.006609230214986677,0.05362288781946184,0.022478741496113112,0.11408213867279754,0.09312913140897136,0.057064156685075654,0.013123281618651115,0.09476854766267043,0.02669134802734704,0.006458368035576186
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.05656644562974054,0.012956027601952715,0.05655823297102158,0.03694772601796527,0.00760912375840564,0.012491534623026945,0.12937910726247873,0.03906016132259899,0.012429248744021166,-0.043561016425795636,0.1019310826471606,0.020261984039966905,-0.009853262534795518
HALLMARK_FATTY_ACID_METABOLISM,-0.02719728681750962,0.012335049459978315,0.01215656293461449,0.013586789959289879,0.011058959183809471,0.009469142831965791,0.03471026065917439,-0.04904998863397233,0.01867097584745366,-0.009255788521004612,0.09816952682914906,-0.013954367323224226,0.07502345624413873
HALLMARK_G2M_CHECKPOINT,-0.026586774160871747,0.04707944149887255,0.12392482585104798,0.04654247418363903,-0.016868396902134215,-0.006692605234276505,0.09918554050144889,0.03950589698605839,0.06836945543339859,-0.004000157282902525,0.1232318542368987,-0.03968961022781317,0.0010962936215914826
HALLMARK_GLYCOLYSIS,0.014551513514270219,0.06539329955578782,0.1613259892937599,0.03933122767893134,0.11119364688554853,0.012153995614875783,0.14160557591474715,0.06421598028398204,0.034191461783631714,-0.01310873050742244,0.13688196158148108,0.008702284322451397,0.00027447791882545606
HALLMARK_HEDGEHOG_SIGNALING,-0.034594734737676686,0.036196812609373276,-0.027224619018683515,0.05322424127798557,0.13174510406894366,0.016454729642675168,0.058294192255994144,0.1153927959682495,0.10188040721596367,-0.003913418676929796,0.16063185330408702,0.13307716148278148,0.08612859448805857
HALLMARK_HEME_METABOLISM,-0.0227906479239898,0.00341395989963616,0.12519802254443044,0.03495170479592056,0.08128782574454088,0.005873197579169903,0.15679601577303634,0.08824566277237025,0.048957356233958506,0.013777178551973315,0.12410871219840071,0.11139758935140774,0.05868886175764717
HALLMARK_HYPOXIA,-0.01381492588759411,-0.04222931765386999,0.04031170316824421,0.05522563671041885,-0.009299427564563346,0.0067930470375546495,0.029943837000075555,-0.03509455551443472,0.03227964877329288,-0.042666596469731595,0.08556312536277319,-0.10551076943356692,0.05014373341482787
HALLMARK_IL2_STAT5_SIGNALING,-0.07478693214248143,0.02769123210267864,0.10257223594371112,0.06007861016102573,-0.0804107566092368,0.025410340475832984,0.08825265707806289,0.03709544243336502,-0.008847683426961106,-0.03601928763168587,0.10984555949554167,0.012674450440635952,-0.05121600516210427
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.030135295225199935,0.013652790091901538,0.09794137929609971,0.0336801888641713,-0.0976989898652761,0.0732901747386666,0.01596284016730757,0.06411622325522358,-0.0253985815462858,0.02492432021916749,0.1274231175433269,-0.05728428606039398,0.07478946078448931
HALLMARK_INFLAMMATORY_RESPONSE,-0.04221505003697974,-0.06394124821242055,-0.05543278139474651,0.03569609830730419,0.0011909162411648554,0.0208741444508828,0.053826797219406954,0.0031114583846868073,-0.07198265656458867,-0.012910287725260816,0.028429052301765602,0.04723770040444408,0.03549823141984546
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.009041612254166201,0.0242559333890457,0.14987965599954284,0.04261663561087956,-0.08683471176279771,-0.004523857567456643,0.07966954991553635,0.08386858413164938,-0.005855071152082117,-0.07804506714595648,0.03699028956568778,0.02985730683175635,-0.05555042877151699
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.03371822730872218,-0.04542342310626664,-0.03398629189319388,-0.02253343352541853,-0.07022392833550047,0.0020282163638621117,0.0867258116297147,-0.039446637673674644,-0.03579107438867464,-0.023801918288177307,0.05181950066524656,-0.06794798943815798,0.08243302204647325
HALLMARK_KRAS_SIGNALING_DN,0.02993717677861779,0.05499921516239764,0.0480202902629858,0.054112614777238235,0.08871316958106565,0.01163861708188778,0.16650056674017966,0.12305476074587646,0.0912136162727541,-0.06263174067285628,0.08707269436242725,0.11931032314377041,0.03189933768745305
HALLMARK_KRAS_SIGNALING_UP,-0.02685032166499049,0.02337157936223461,-0.04903682222496329,0.07344646576907447,0.10986443308501888,0.005241213539078427,0.07900812245938107,0.09593259897805706,0.08176009370096192,-0.00035926242087613023,0.03882988491392791,0.12058162246957202,0.060716718686550354
HALLMARK_MITOTIC_SPINDLE,-0.019211612310270125,0.028951571450603737,0.16466738012621424,0.061724950597972644,0.10669268351189948,0.007425807524294478,0.14031120830606525,0.07376649813440152,0.05454256596038422,-0.014209502408207836,0.07272136273230938,0.07044438350506384,0.005028350836226737
HALLMARK_MTORC1_SIGNALING,0.003266920362356349,0.059724139119923796,0.1679679578441787,0.021396444903570892,0.04734842571602111,0.015213253187778887,0.05891682618196158,-0.014748680231550952,-0.03145767419879821,-0.02679876261446967,0.1268883101158345,-0.05883298948365823,0.05719225542483365
HALLMARK_MYC_TARGETS_V1,-0.02052812898154889,0.0612144586303319,0.1416503249112305,0.053449740205750725,0.08102100624054821,0.010258523925911799,0.11774344639803774,0.0693710974713323,0.04932797896806278,-0.06896399391943431,0.17886843421071516,-0.04306401060173196,0.026853468308170116
HALLMARK_MYC_TARGETS_V2,0.002514315771903492,0.03399542160859021,0.0922610096107449,0.03320658023156376,0.04955860309106843,-0.018723431558098975,0.06466172235243442,0.05802945588630256,0.03835253734531894,0.005677482372641493,0.08105017159852708,-0.06037643054642568,-0.021685964852853994
HALLMARK_MYOGENESIS,0.0021563852538221983,-0.02684283035767323,-0.04495293728427579,0.024996863068593663,0.05783995229754965,0.004976322551836864,0.10684028957809327,0.10517238266326778,0.07002280110432085,-0.032881345593209155,0.04686454718704713,0.1157541859139705,-0.009727396625981443
HALLMARK_NOTCH_SIGNALING,-0.026603629901595705,0.024814600106373173,0.07495735648982817,0.036996858217587636,0.04881768671200734,-0.018985086163745113,0.10554796917528146,0.08457048647042589,0.022429743371700783,-0.01855075871288523,0.16068666358849654,-0.02695842827412032,0.037706625803121764
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.010251798074117547,0.08607515219876415,0.1177376569380895,0.058142125133769214,0.11135699803461975,0.02573066547974866,0.13382649226562998,0.0850678504019682,0.031285103410013906,-0.06184123225583663,0.14443215624132738,0.024416836181404073,0.048163702419632276
