,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06297125113687578,0.030786565627886002,0.010741430047673188,0.1319025547017895,-0.000331647470193373,-0.02836595156432371,-0.022414136945790242,0.03678174087645858,0.1300077029267173,0.06953822953486702,0.0735514347718865,0.03826656102012808,0.018442034492628035,0.1813291306122106,0.04139913920142364,0.12174324344064082,0.19373502910913903,-0.013148053161678906,0.20556200708487352,0.09432974050600179
HALLMARK_ALLOGRAFT_REJECTION,-0.04260979144495669,0.06887719702164938,-0.00829218863959832,0.0784595808297854,-0.041179948465128735,-0.10624411794890926,-0.055320563682563204,0.068373559463443,0.014616782845774466,0.044709898889136616,-0.0766018107879602,0.02349047261217747,0.12133565434985533,0.07932914481173446,0.04246385507298548,0.0726903067323148,0.12543672180305446,0.014432461469015388,0.02276723242164813,-0.10696656318509705
HALLMARK_ANDROGEN_RESPONSE,0.033794479319318754,0.09810140758882827,0.004847722745709967,0.020625544015547354,0.02331538887875115,-0.024762426013757905,-0.07526494550186505,0.07479593141814748,0.020528373308855888,0.03293676906253667,-4.258927706280653e-05,0.02285315889131832,0.06405774603524869,0.07184931970932859,0.03673798866195002,0.1285957550396969,0.07077922749869484,0.014805980441277925,0.03941745089622372,0.03553449260269217
HALLMARK_ANGIOGENESIS,-0.004534397241785966,0.08750271647095131,0.07627434226249966,0.00855393232707215,0.04688947972188449,0.04675590175635664,-0.07437291076446079,0.05535073220597139,-0.0007232221447910716,0.07006844082690711,-0.0893828343308399,0.049179264286209924,0.10403642472674367,-0.13854360053077788,0.016912926149657913,-0.067473162920254,0.16073760424862607,-0.027250345911299365,-0.21421759039955607,0.029440278856875578
HALLMARK_APICAL_JUNCTION,0.03326806225826133,0.05952453873552548,0.009636282633941085,0.10959087779761607,0.10064814429904559,0.05441330736255221,-0.05227297878633234,0.044886837532776926,0.03659566322121675,0.053229693070574645,0.08352850104938817,0.053049427381549094,0.059125894026858215,0.14077990577412985,0.037049040799810605,0.09605858855451882,0.1988304063249097,-0.03723672063050068,0.04976413167707478,0.06254314959340808
HALLMARK_APICAL_SURFACE,0.06850719066542622,-0.0005592311454397267,0.052659555246972946,0.09856332931298681,0.07910249406333454,0.0035025484398832477,0.011481709644444255,-0.012563163078700958,0.08631725729623532,-0.06981874566226479,0.027549707304146367,0.01301357882429132,0.04039972267329984,0.17654697902692482,0.08458810177476518,0.08071427240894204,0.08938011995093971,0.006093192172809548,0.045275240901804854,-0.006133222192884828
HALLMARK_APOPTOSIS,-0.008932755490273624,0.021197358866719848,-0.05000175687587926,-0.04387159485618967,0.0023139742688505064,0.06268467672647808,-0.024385482892931534,-0.023306169072965427,-0.042882997621981334,0.06765131521577537,-0.00172861271392066,-0.003288277783774842,-0.04464626076124769,-0.06984020100564224,-0.04514544262284832,-0.050861177620455215,0.07053912469809005,0.02801469254374477,-0.009114761735987763,-0.01900586923578881
HALLMARK_BILE_ACID_METABOLISM,0.01690952649288565,0.008731757275852032,-0.046431722600756946,0.047149662278085765,0.024326188540272842,0.007391138334764476,-0.0659030366222377,0.09372029352750369,0.009870571845599979,0.11325840657609877,0.05637840359669769,0.02000261436928792,-0.00782771598426385,0.21923202995571847,3.911655545764306e-05,0.11001088512026862,0.04805864768902542,0.007312889233111775,0.23411722943513547,0.06407975727478597
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.005670663624647803,-0.007424519927858064,-0.024473387968181402,0.12422845236947287,0.03251198294051256,0.055674979302612795,-0.06402642554433143,0.06402956102610881,-0.042942047400987504,0.06402442798338291,-0.008892832255288795,0.013277027205454888,0.0009365202137396668,0.15597665861864407,0.10516383447189198,0.0693201320823477,0.06093702619580955,0.059149723723609306,0.21047010854069018,0.08690558432111146
HALLMARK_COAGULATION,0.04596260308406387,0.06848988373140923,-0.0003481227261828075,0.08550930155088103,0.056425083533852914,0.09196377602073783,-0.10891194500842362,0.04617244339296478,-0.011068441337665023,0.11518666958159576,-0.048850463610956824,0.07889527930632334,0.09846980520355088,0.0829696267405137,0.03985711535479621,0.0703672558633419,0.10704145686748823,0.05612583940011996,-0.05443482010745204,0.05534781837896867
HALLMARK_COMPLEMENT,-0.017403561838132263,0.07371371632097151,0.05583234423229784,0.09921975572075864,-0.011676801585151836,-0.03525072244463976,0.00402171338017468,0.0537201667182281,0.052282951610770054,0.04569581297231206,-0.010254073905233316,0.02521761213021379,0.08948081663084773,0.05333202146275226,0.049869924120967066,0.05664706879743354,0.19599897545276193,0.08074213913147128,0.1929114049160048,0.05352640814147942
HALLMARK_DNA_REPAIR,0.03129567307877204,0.0194897947246507,-0.008931037496887216,0.10793165684077104,0.02716702249226348,0.0005773178831362703,-0.044357257026750314,0.06517743749488246,0.12000802477336997,0.04737292885955445,0.07007009675099413,0.04397448360436987,0.029713821155952416,0.1689427682829693,0.05978233512499797,0.1112770026619119,0.14503569826610502,0.05279242484718787,0.23111551524548335,0.11178276547481712
