,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF296,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.0670130223487537,0.056356091781407276,0.0052280050724037574,0.009034915358083257,0.0058185210501436,0.057561021346420146,0.051261035799793735,0.07592545873562738,0.14207747755082034,0.06795169200149259,0.0036032740382701523
HALLMARK_ALLOGRAFT_REJECTION,0.034860763858638746,0.014230689347748638,-0.010337821169549254,-0.0497430373338192,-0.04218830270502473,0.036929714135220996,-0.0033901704646910466,0.08689884900897422,0.09782604772106578,-0.031386026211845594,-0.005145685161297015
HALLMARK_ANDROGEN_RESPONSE,0.05599547091650503,0.046363151009156785,-0.029781601017451368,0.014229686140007393,0.005779447886018001,0.09128965814181034,0.008975342492383718,0.008175829657807714,0.10047003875015055,-0.0232233452448366,0.011334801516759458
HALLMARK_ANGIOGENESIS,-0.060495498686873664,-0.01055913505514434,0.009797211993415596,-0.09676449650622611,-0.0668899958122372,0.021565794472111054,-0.018106832906722835,-0.00919525063456842,-0.132603541743992,-0.0962713244498804,0.04264147671448604
HALLMARK_APICAL_JUNCTION,0.07476639498496886,0.0672678022458774,0.031833970388727095,0.017018170243145933,-0.014591500473713286,0.05458971353352465,0.021536999334390995,0.06031435093769436,0.12337208927058627,-0.029664030156060252,0.03291261866912202
HALLMARK_APICAL_SURFACE,0.051155153185954656,-0.01642852237796681,0.02295120165551153,-0.020498035733487144,0.05453052129919769,-0.0875873870471683,-0.028352195698928544,0.043638477850219654,0.14237955364635216,0.019792508199106374,0.03454340439838801
HALLMARK_APOPTOSIS,0.06354570468728678,0.050512526877028986,-0.006626279090194241,-0.012608636682459736,-0.02835915512910987,0.033600195309624346,-0.0013904188813532762,-0.0349774477876637,-0.05457847323828354,0.03302071718543612,0.018695828137278638
HALLMARK_BILE_ACID_METABOLISM,0.013098698000822456,-0.01746314102925417,0.04733775798743327,0.012931525661364929,-0.006521192366158055,0.08152393815971104,0.011283922696976222,0.052783612064375485,0.14645393113294966,0.00757714130277781,0.0006288768966320476
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03370918219317722,0.058976394827409316,0.042934660628336785,-0.029148954624382835,0.028282612114696317,0.07051177634170187,-0.05810231419790458,0.007804294291712034,0.14471856021606722,0.045345732406421375,0.010254600117311455
HALLMARK_COAGULATION,0.0501743227043006,0.017824704114927394,0.031534672662031187,0.005164518031487969,-0.06663081454922644,0.028670738387124903,0.020175470158325895,0.05315910973528273,0.0705254459261186,0.0575195275413729,0.013595205676304933
HALLMARK_COMPLEMENT,0.0357270239773975,0.04019661524876352,0.011892189184790687,-0.024387507527059676,0.03979262457290709,0.050820618729975134,-0.0015519103873228733,0.04910125283609924,0.08697237423256582,0.07488213882788633,0.01108438683697267
