,UKF259,UKF275,UKF296,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.017222124978847286,0.03936500658200946,0.0022023878286734047,0.1454098001503829,0.185124226571179,0.0587881443314256
HALLMARK_ALLOGRAFT_REJECTION,0.02173594108607371,-0.0626814495634707,-0.023734286328999474,0.12693433983259714,0.10457085635819972,-0.08267883824267484
HALLMARK_ANDROGEN_RESPONSE,0.07300738020159533,0.046417223233413234,0.016653087731618568,0.09945486266723941,0.09824420881218267,0.07382720117939057
HALLMARK_ANGIOGENESIS,0.09114008524414921,0.007957263786753217,-0.03920899935781284,0.1648609599302354,-0.13982776527022944,0.0698502754140272
HALLMARK_APICAL_JUNCTION,-0.011753516298060596,0.08594912510673847,0.003804031290722696,0.12248405645063248,0.1621284084465773,0.06614826724519678
HALLMARK_APICAL_SURFACE,-0.05712932352529869,-0.0011434413750286599,-0.006918329589233461,0.07075616887542398,0.08792694341216263,0.049118162244408174
HALLMARK_APOPTOSIS,0.015673897562729106,0.018504893921016095,0.016804491661492917,0.11032652303768242,0.00858686309259397,0.02784910379879623
HALLMARK_BILE_ACID_METABOLISM,-0.03872541772481529,0.0903321501592273,0.05487774969864894,0.06055894129720086,0.2065812873319468,0.14213027514818133
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03211360557709718,0.04157574302602542,0.019039409878161752,0.06279634799704888,0.19638271141197633,0.13161139995107352
HALLMARK_COAGULATION,-0.004117089180239577,0.045860461185085424,0.0006873057075859954,0.15034102680631103,0.05288532351848037,0.07919006096913371
HALLMARK_COMPLEMENT,0.009422869887717086,0.049354426326991094,0.03114345814807836,0.1667542560079374,0.182756362670295,0.05177265022392793
HALLMARK_DNA_REPAIR,0.12767805398733895,0.09214621084083602,0.05983498585459518,0.14782510044142438,0.24463231345516762,0.08378289736396824
HALLMARK_E2F_TARGETS,-0.02650406466425941,0.043324296443629964,0.0023472976159683422,0.15579489368933483,0.21561163552534363,0.10231400140437377
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.124217744836376,0.052387977147396875,-0.008386671935466349,0.1811824563785725,-0.0028838808014417126,0.06757709580459167
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.015464931430428432,0.0819283586497295,-0.014833338125529701,0.12208084547330066,0.14130988941219166,0.06555875885783287
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0180902908877601,0.021233651488712244,0.03779791713330661,0.04841456847658934,0.1766704973769823,0.07310245265043223
HALLMARK_FATTY_ACID_METABOLISM,0.0638371069988244,0.006612322265505934,0.012182019007499692,0.05426423976649424,0.12422267593175432,0.021728611086780154
HALLMARK_G2M_CHECKPOINT,0.06254180479655964,0.05016663217219689,-0.008879508059535845,0.11626949265319936,0.20801801932471595,0.06785157316134706
HALLMARK_GLYCOLYSIS,0.1016306094185671,0.13657781363907767,0.00039427598567352644,0.06802808299873,0.19570511851091413,0.04992395588027663
HALLMARK_HEDGEHOG_SIGNALING,0.042244512962753854,0.02705199860605668,0.033518307011022416,0.017001416897709343,0.17584666077001804,-0.0636000804732046
HALLMARK_HEME_METABOLISM,0.0829959368526287,0.09271604540288275,0.007624009259605592,0.14691827800753846,0.19980885459624623,0.05015617629066023
HALLMARK_HYPOXIA,0.1352615653339192,0.039454321557185715,0.05987091100974878,0.13219354573612993,0.09193714837563983,0.08122313987616754
HALLMARK_IL2_STAT5_SIGNALING,0.1060122101834249,0.12525424812972255,0.036489414538040485,0.032009542221612695,0.1553105842607988,0.09656263608321763
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.08157085790297335,-0.03367914637248083,-0.01704322114655757,0.09249860354586344,0.11870300722881696,0.06802889111726586
