,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf
HALLMARK_ADIPOGENESIS,-0.019846827539025395,-0.01242318899312694,-0.05095387403614136,0.03684762556020439
HALLMARK_ALLOGRAFT_REJECTION,0.03177406306738816,-0.01000919514895124,-8.784667407274711e-05,0.07391352309066733
HALLMARK_ANDROGEN_RESPONSE,-0.006193218125819144,-0.027518925753091554,-0.0051963314808363865,0.047759340614135434
HALLMARK_ANGIOGENESIS,0.0034096702239927498,0.015772350781701697,-0.021962714746203822,-0.04508067825493362
HALLMARK_APICAL_JUNCTION,0.007300700506656745,-0.02251794122490079,-0.056028929158287846,0.09000164616282125
HALLMARK_APICAL_SURFACE,-0.0323888654727195,-0.03883024883737034,0.014678341233720353,0.06444671755669713
HALLMARK_APOPTOSIS,-0.03865460187655478,-0.05430713904332356,0.002313855100754168,-0.03838669059050608
HALLMARK_BILE_ACID_METABOLISM,-0.009884623746881609,-0.01489242262671824,-0.0588885869697082,0.0034764641987205893
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.017548250241607624,-0.00493750758043452,0.03445291750544131,0.05761588264469699
HALLMARK_COAGULATION,-0.044287541506486124,-0.04070387665356055,-0.01722597503641989,0.04826815357388798
HALLMARK_COMPLEMENT,-0.05101530715380283,-0.03412427348351309,-0.056120040005406796,0.10246679634161239
HALLMARK_DNA_REPAIR,-0.008264048967896417,-0.012488816519982144,-0.07015569226922001,0.14251910994325798
HALLMARK_E2F_TARGETS,-0.0395982790886046,0.003798876870615865,-0.010315923522838166,0.04297378521635311
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.027830782974400777,-0.04533058885489334,-0.020027125792649963,0.018194841716383008
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.015254604373847316,-0.02429335620396333,-0.06891811688148161,0.010322889965739202
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.02545653984346952,-0.003433537153872003,-0.01604747286352395,0.08936010166219001
HALLMARK_FATTY_ACID_METABOLISM,-0.07857124122462004,0.018268206088985585,0.030160356307931534,0.04366515418318989
HALLMARK_G2M_CHECKPOINT,-0.011489629992711503,-0.012056955648378647,0.011095035081305394,0.044183366998484894
HALLMARK_GLYCOLYSIS,-0.025854886530238232,0.009553718276491418,-0.05682257993009097,0.056101756006650794
HALLMARK_HEDGEHOG_SIGNALING,-0.041589913310253884,0.050546150532123496,0.018972367442288873,0.02949709548092203
HALLMARK_HEME_METABOLISM,-0.02364411202476902,0.013238774096826241,-0.0704531712279075,0.09319834694296662
HALLMARK_HYPOXIA,-0.028004947063474936,0.006235418765958816,-0.030582901101125194,-0.005530044884066814
HALLMARK_IL2_STAT5_SIGNALING,-0.016651570429595135,-0.0563087575103086,-0.018035688399592097,0.05103650694803384
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.019769309744551794,0.01171910554382038,0.009638828680666173,0.014354451385083716
HALLMARK_INFLAMMATORY_RESPONSE,-0.06377046455285933,-0.04766014494495835,-0.028986926225115433,-0.038299999158406754
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.002959674836077826,0.011575460805744633,0.02100514032665337,0.1316454128579402
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.06455769580653328,-0.04124655840750413,-0.08016107576366278,0.011739129054323817
HALLMARK_KRAS_SIGNALING_DN,-0.042367495691698634,0.02017626519034037,-0.08571499105430255,0.0816240728690562
HALLMARK_KRAS_SIGNALING_UP,-0.017902167373367736,-0.03673291675572587,-0.06713700196251138,-0.0054467192629502215
HALLMARK_MITOTIC_SPINDLE,0.003542005673818482,-0.02223501529576067,-0.04522531600289622,0.09426581476811242
HALLMARK_MTORC1_SIGNALING,-0.06172628677497807,0.013683488898965755,-0.016389354498025494,0.0487301416502797
HALLMARK_MYC_TARGETS_V1,0.012586994675068446,-0.0019658586670869846,-0.028253203744330498,0.1233112463182478
HALLMARK_MYC_TARGETS_V2,0.08675268923208825,-0.04325248537254751,-0.02123217910222394,-0.008343479198059127
HALLMARK_MYOGENESIS,-0.015255293023195931,-0.029214782150248295,-0.06184985584695138,0.07285878605317643
HALLMARK_NOTCH_SIGNALING,-0.0025533736657314533,0.010562666497691652,-0.03438813016380004,0.06754903611384482
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.028269059651366366,0.019156765919806504,-0.05769877327716356,0.16318274785632353
HALLMARK_P53_PATHWAY,-0.011540420800177658,-0.006943586847581317,-0.05029518230101396,0.050790680670248264
HALLMARK_PANCREAS_BETA_CELLS,0.024482044600400554,0.04372656879113656,-0.02264613365005765,0.0500270078053057
HALLMARK_PEROXISOME,-0.01494352551131284,-0.011419584190302277,-0.04269897447247663,0.05479259504984849
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.0225827555329287,-0.014115436013929025,-0.024655174522610124,0.07375761454048266
HALLMARK_PROTEIN_SECRETION,-0.004573678266194019,-0.0009720122086721089,-0.028354700994553114,0.13151275107480206
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.014162573805936432,-0.00703719759223442,-0.020829899322559874,0.08547947855401422
HALLMARK_SPERMATOGENESIS,-0.004643994422564298,0.0028400543910933494,-0.018238250984426385,0.07457484391075152
HALLMARK_TGF_BETA_SIGNALING,-0.014735283006167891,-0.016881449563176783,-0.05775586785157211,0.029275544896856485
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.029226535139771376,-0.05301666864128585,0.004859294305214324,-0.12493803170732229
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.03108515304359487,-0.008209773321465753,-0.0388320340077141,0.07442800386684158
HALLMARK_UV_RESPONSE_DN,-0.017837574398872118,-0.03780744846461887,-0.005161051563129114,0.02946544290613622
HALLMARK_UV_RESPONSE_UP,-0.010528026498889086,0.00543869893846805,-0.05695306221982625,0.07412331949544601
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.003186958301178293,-0.08196098978032852,0.050672548137633354,0.023849439046246115
HALLMARK_XENOBIOTIC_METABOLISM,-0.026839762092302162,-0.030247858327568166,-0.06112709468396843,0.08608996342065453
