,UKF259,UKF269,UKF275,UKF296,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.013515848986206376,0.11314681799710571,-0.03324349688189892,0.011602462442075735,0.022080402224701107,0.04916428986383296,-0.035189799093892256,0.008014993054124708,0.0400623687103784,0.1366506189839993
HALLMARK_ALLOGRAFT_REJECTION,-0.020515789314797805,0.1718891112513123,-0.011319985942659368,0.02203815681226683,0.04175040582859718,0.05663983668478378,-0.005309969628769697,0.1098319353712879,0.0028957036094409963,-0.028828611091947554
HALLMARK_ANDROGEN_RESPONSE,0.02437301985059738,0.08966298535988561,-0.025562249507893514,0.04122758785670179,0.009798572292952229,0.025437503917623734,-0.044521450707400795,0.010282038010940166,0.06511308602536876,0.09042468879958282
HALLMARK_ANGIOGENESIS,0.006600306682255197,0.16248796246904354,-0.059671516627663936,0.07855973348001243,-0.0009248503270789006,-0.011664720825382955,-0.10257804484114974,0.016277798749046155,-0.06766914969511591,0.011066732219626084
HALLMARK_APICAL_JUNCTION,-0.06110964390456612,0.15036386901759005,-0.04051152089568472,-0.0019365507407257518,0.027862548024009726,0.02892430681027101,-0.005333818544242232,0.008446190439160846,0.01930348913618168,0.08575166751702795
HALLMARK_APICAL_SURFACE,-0.014882148365756404,-0.0649566685332248,0.008700733093877816,-0.025318854175438457,0.03630911752133845,1.4102783861647085e-06,-0.08662961520283917,-0.01628623997306235,-0.007146646210373865,0.05688564195835272
HALLMARK_APOPTOSIS,-0.021902805466231835,0.018818343869635396,-0.044051154788233335,0.023498690954159573,-0.006312155155688329,-0.006623073986359435,-0.032901810711598846,-0.00489167236713626,0.01378742022339341,-0.021982431796263288
HALLMARK_BILE_ACID_METABOLISM,-0.022126516428264836,0.12745101565272818,-0.03587943673427935,0.03619754420791448,0.019416096586906538,-0.03953855171564506,-0.01764889000247326,-0.03923223278942432,0.025417053110424387,0.0921115101387509
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0035040735201629925,0.02930641868669538,-0.024175285217718428,0.0484486858591343,0.0007997857821927027,0.03320545501674039,-0.014187712532735682,0.03877360990146006,0.05158163933766823,0.023856177712762185
HALLMARK_COAGULATION,-0.0929560688970256,0.15768609481408816,-0.06968230465369757,0.06559344154846719,0.023096437336123384,0.05978029051113583,-0.027954597759369964,0.03887331126624573,-0.02020221957293182,0.02756031591789054
HALLMARK_COMPLEMENT,-0.04108528481545946,0.15668033868520165,-0.027185433461546053,0.006288760020122112,0.029052996854592,0.07313361089529075,-0.034314869411358556,0.016201031071196057,0.053180947897263436,0.04408199258713715
HALLMARK_DNA_REPAIR,0.04064379015590404,0.13505366453144782,-0.009779858674438844,0.02504855779426875,0.027758706126233205,0.041293738279025174,0.012925562172146746,0.006810152402929542,0.040425693695014656,0.103316111841626
HALLMARK_E2F_TARGETS,-0.026967454167519646,0.12049314616459361,-0.06370294190377077,-0.007877634492650385,-0.0008465763975489282,0.004494522233057037,-0.003418356945744214,0.07012835005687891,0.013129958822798216,0.0319169748856726
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.028402228773233354,0.16355100602198702,-0.04288671867520689,0.07010202074957413,0.02038753312656312,0.05904842380953801,-0.05959619322994235,0.03363324348057758,-0.03185273287661559,0.06827319487872502
