,UKF243,UKF248,UKF259,UKF269,UKF275,ZH1019inf,ZH916T1
HALLMARK_ADIPOGENESIS,0.1030230107514104,0.0786095452554233,0.05389081768213211,0.011030881262360412,-0.011125580258470666,0.13415640346758778,-0.011626896884813073
HALLMARK_ALLOGRAFT_REJECTION,0.06560754937696817,0.0687868885447256,0.038979339025111,0.023768174901521857,0.04617747590912107,0.1049688789650984,-0.019626961011567856
HALLMARK_ANDROGEN_RESPONSE,0.07108695957751691,0.06640796982589263,0.037373018207918066,0.027537887561690313,0.0345779602710331,0.1593587486803336,-0.03012945414654439
HALLMARK_ANGIOGENESIS,-0.04789962352171847,0.008543336067785743,0.028298435549397538,-0.023896908163213427,0.07117451182184324,-0.045215537930258426,0.08158809792396642
HALLMARK_APICAL_JUNCTION,0.08808243298469788,0.058067099044497236,0.07252918470832903,0.021049405542878673,0.07858266536178046,0.15841044794993525,0.008697796003915634
HALLMARK_APICAL_SURFACE,0.056148707147488666,0.05053208923833159,-0.0008758176583268073,-0.0509435634479817,0.019525361660318732,0.18061905788890986,-0.023388660508697347
HALLMARK_APOPTOSIS,0.05103325601230644,0.017914712673796733,0.04862072685694,0.028105584077140502,0.047434546900246975,0.032481948951835884,0.03984605465727422
HALLMARK_BILE_ACID_METABOLISM,0.08143941114505349,0.03543855784613683,0.0213835632301694,-0.008507634448844488,0.0954741487273622,0.1326502082925057,-0.011067196367353767
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10621531631271319,0.030192975926630637,0.02850733857903492,0.05141856773590762,0.027275064594814817,0.18737179409713453,-0.015421756312953368
HALLMARK_COAGULATION,0.08608372274343483,0.06138980630106154,0.032921687718591955,0.037592164558539365,0.03993976148506008,0.1519364551997684,0.03045831487367964
HALLMARK_COMPLEMENT,0.07757888718181574,0.06663940598953692,0.010376855780447072,0.024592114220307083,0.10134594379942607,0.138472471624557,-0.01807265783104407
HALLMARK_DNA_REPAIR,0.08918317278476391,0.0841305828108586,0.05840370498688854,0.02222854982701276,0.08207925132601349,0.16333939649570067,-0.004176343874875086
HALLMARK_E2F_TARGETS,0.11278546297815786,0.017314555134279812,-0.0002672843772356816,0.017843456012291505,0.10217800696801306,0.20666172092654192,-0.0035253470377216815
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.025390750511548946,0.035637665312468814,0.003934363839051349,0.017051547370074555,0.03940102484159564,0.12648749437816856,0.056312447237587326
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.020035574713928514,0.09973428638867958,0.03152153783500756,0.06103599885387871,-0.008293737676117584,0.10279275548420334,0.028083547081268277
HALLMARK_ESTROGEN_RESPONSE_LATE,0.08293127696284273,0.028766792892896232,0.018465639603340165,-0.010292357081090593,0.046306935499338696,0.10687967701810289,0.013543277205748116
HALLMARK_FATTY_ACID_METABOLISM,0.0633167505235936,0.008042070552660213,-0.037767368193529154,0.005099317107573132,0.03406080365722199,0.09601134629582975,0.013262852441692405
HALLMARK_G2M_CHECKPOINT,0.04287632591807694,0.040899555889459656,0.05004231693414897,0.031185881824451478,0.09167021895377411,0.12042846303057272,0.000121328746991699
HALLMARK_GLYCOLYSIS,-0.020679714912611957,0.04333788936876951,0.03884469285515041,0.020712446791381397,-0.04176048082777179,0.11976726921765198,-0.000513872421253112
HALLMARK_HEDGEHOG_SIGNALING,0.000973956301640429,0.06931680288203658,0.013834986535585193,0.018819201847321356,-0.06893915321174021,0.14180743604265456,0.027151087820158445
HALLMARK_HEME_METABOLISM,0.07421468220298465,0.10278700942575157,0.07617367656927128,0.013378104165971851,0.02012040331696079,0.161633232526521,-0.005051087943622135
HALLMARK_HYPOXIA,-0.08640851962909595,-0.0029227588580945357,0.02698348857139421,-0.0038228296769686134,0.04388585640234556,0.06503328724553407,0.05314181689423154
HALLMARK_IL2_STAT5_SIGNALING,0.0605421544044858,0.04597886940043722,0.07492124562454165,0.007902819295005541,-0.013603829640362199,0.10499219933121867,0.029348480320707304
