,UKF248,UKF266,UKF304,UKF313,UKF334,ZH1007nec,ZH916T1
HALLMARK_ADIPOGENESIS,0.09428157785442066,-0.01692315322225593,0.06435927464983053,0.1343370128311646,0.032344320766572655,0.08925501931020981,0.11493773955419154
HALLMARK_ALLOGRAFT_REJECTION,0.0920383514211037,0.003136733710165886,-0.16022352227604766,0.094649062695716,-0.035647968030654925,0.06206845649779172,0.019849127318438776
HALLMARK_ANDROGEN_RESPONSE,0.07670953234369432,-0.010063075320895539,-0.08216442520665768,0.08386898911709562,-0.01579760840604254,0.06825036895729186,0.11116721793624054
HALLMARK_ANGIOGENESIS,-0.04125722166345596,0.08067852668254895,-0.17922733554474876,-0.09743771326997426,-0.0725129769100875,-0.07005720936191712,0.01125497045241727
HALLMARK_APICAL_JUNCTION,0.0883366670190948,0.044348366087664556,-0.02771492779199463,0.15558924953015985,-0.0029213498165899417,0.12136194639778963,0.11673058016746944
HALLMARK_APICAL_SURFACE,0.11624860033521997,0.029377527739285886,-0.02701580971106879,0.14667657520778385,0.0017795934189773278,0.07796663419571681,0.10613507230236088
HALLMARK_APOPTOSIS,0.007370109778735089,-0.01451204229922375,-0.0027703127859013193,0.05592038669077701,0.12922868654408107,0.06655510825867193,0.08839191305262345
HALLMARK_BILE_ACID_METABOLISM,0.05814515195663164,0.03736479343307787,-0.09875572078245706,0.08251469785036628,-0.017060957447473143,0.13959542697716706,0.0730065639836472
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.038583081911234274,0.04737135183971253,-0.1042648169024939,0.1418661217696494,-0.011311515302286813,0.1097467571013605,0.12699891466196767
HALLMARK_COAGULATION,0.06590496097354133,-0.0020595833140240726,-0.1720766802410412,0.01602186792978536,-0.03741356641540635,0.02975095497746772,0.10045493507714899
HALLMARK_COMPLEMENT,0.031534574763684244,-0.024544050297988947,-0.11692636086751118,0.1197016800547808,0.04817483119573312,0.04138807200048326,0.11701041496559902
HALLMARK_DNA_REPAIR,0.0939672640989077,0.013278470674547344,0.09702920285230549,0.1543462246304809,-0.007718588258811497,0.11952662981126469,0.10050395910279829
HALLMARK_E2F_TARGETS,0.11990185201934642,0.020727846439363977,0.11984250941447772,0.0942185972820745,-0.016680290458667913,0.08192324502474328,0.05891740771672106
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.01855450209956825,0.025636931680479078,-0.13187006429815143,-0.04211717514307507,-0.04910978686194577,-0.07486277302960022,0.08248428497276913
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04966769425978551,-0.0107600013739944,0.11853672983303334,-0.07864326080957555,0.0589675606627818,-0.013083451097838414,0.0887765858705306
HALLMARK_ESTROGEN_RESPONSE_LATE,0.052011246643156775,-0.00672065080945603,-0.05989880360966165,0.13182587194365025,-0.05078586594141197,0.10782308969428994,0.09531156228127054
HALLMARK_FATTY_ACID_METABOLISM,0.0287408622587692,-0.009508722825440472,-0.07279327000218767,-0.07755734002373744,0.06404532189657401,0.06129964224744749,0.0683941330137611
HALLMARK_G2M_CHECKPOINT,0.08330092141159075,0.0695913519350032,-0.01746261326674831,0.12258022756765612,-0.06840779140651607,0.1396418207566665,0.0715140059730318
HALLMARK_GLYCOLYSIS,-0.013976721778605972,0.025952877648124022,0.128100654540499,0.01859919877560742,-0.0032129684335656995,0.07200135402338743,0.11490756710978027
HALLMARK_HEDGEHOG_SIGNALING,0.07894256043358132,-0.02780033896746251,0.14532689907458163,0.06597553260350367,0.10230874115808937,0.00411880774825123,0.08117127304771363
HALLMARK_HEME_METABOLISM,0.09131790261378557,0.008698471654116155,0.010001424280806368,0.07099631296006564,0.04264354442288132,0.11934331572344019,0.13115924052373307
HALLMARK_HYPOXIA,-0.07538774550055939,0.032116126145503826,0.02711236793430269,-0.11503715315420443,-0.06085934388615828,-0.02207780779677858,-0.003670079939883642
HALLMARK_IL2_STAT5_SIGNALING,0.03163383772253186,0.0076581714190148776,-0.052170707155647644,-0.009155616742324412,0.10045762442371454,0.06287054628653556,0.09131957778236223
