,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.020351327130641,-0.0010091283941264498,0.04091359612160316,0.03318647686716761,-0.05921542363626756,-0.005688188130812625,0.056945611898641585,0.005273213521724416,-0.05722295045808587,-0.12563932444950193,0.06337202316800458,0.062455092922233925,0.12820245971079927,0.11630648602915973,0.07627131553631056,0.18787259997435135,0.08797567659333949
HALLMARK_ALLOGRAFT_REJECTION,-0.024791127775005813,0.01719808291180484,0.05448632604134434,0.06504098795064187,-0.008644694279232224,0.030411307446142125,-0.002900206201275786,-0.02059449056486879,0.10380958113531386,-0.05487552510828842,0.00566447067327991,-8.01706263326128e-06,0.11851700185306947,0.12514142718643606,0.07131191004041065,0.23408617419305003,0.04713733563770411
HALLMARK_ANDROGEN_RESPONSE,-0.00046478813167946415,0.002036371879501891,0.02087383298283671,0.07757890845447785,-0.010958200612995574,0.027601507785496575,-0.020472685576740438,-0.0563336089958342,0.06620576562505877,0.008637836785831026,0.052374936246233114,0.027819659150907117,0.1179142993601639,0.12268084677258502,0.035554878987190515,0.305510750206552,0.047647377071916366
HALLMARK_ANGIOGENESIS,0.04005035094937182,0.05487310587564475,4.066669425420444e-05,-0.018849387027479143,0.09928300498511608,0.05227628213212386,-0.014358799246740784,0.026233350155390286,0.06153153384853678,0.2780170623972962,0.1083614244633134,0.0791442426770363,0.050940699372316905,0.05688510972217409,0.051477680318703624,0.08916200764554458,-0.023816202010110497
HALLMARK_APICAL_JUNCTION,0.003975724889189686,-0.016939019050848172,0.02121966382522927,0.055943021177721396,-0.0015491996574740147,0.056630960764696085,0.025520985359311667,0.07031338806556275,0.00012922522697524427,-0.006292023552033624,0.04328972860146928,0.036723432027446136,0.10391877270279731,0.12358456256307444,0.03362216902224353,0.23752403699864602,0.11368006702552384
HALLMARK_APICAL_SURFACE,-0.010020831785343437,-0.0284689179782404,-0.043620135517023956,0.01937247377132076,-0.07649636198597348,0.009915113455152355,0.005045226114364021,0.03538391637497415,-0.06625948765461052,0.054909139706084784,0.05174504992504517,-0.059749350044443955,0.1103761095965378,0.0813768465554618,0.055441249111324656,0.22787480261478224,0.06723139095774669
HALLMARK_APOPTOSIS,0.00541299703906454,0.020640081349480855,0.007853642944101276,0.050474492819424364,0.08031567413007747,0.0025589594774075453,0.014840725683375888,0.06371063908060656,0.05410096665467267,-0.11731909242416232,-0.04753748595700123,0.1029826579446792,0.057516728447104766,0.02743418448807319,0.07127461623405579,0.221062088253069,0.06709774543593776
HALLMARK_BILE_ACID_METABOLISM,-0.07290861043908269,-0.045996193317186816,-0.03957882890083197,0.059134330179592035,-0.06723530949970125,0.06170545196325628,-0.02907880164261185,0.025452659795462636,-0.011419258274487394,-0.1400125783822587,0.00580649421515125,-0.08247735485457303,0.09176037346975202,0.10781256182783495,0.04186325797484338,0.09934188303488552,0.04491473938759967
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.05333740064552901,-0.03407234493607527,0.0011114219125626854,0.05194652822329174,-0.06459229651982704,-0.003886055401001955,-0.05347759848518681,0.046934357593102584,0.10284096444576417,-0.08460372854814707,0.040309202455063586,-0.026259830865149703,0.06389762274422336,0.09223562665648789,0.0037630118454547697,0.07501063195410723,0.02660228324016023
HALLMARK_COAGULATION,-0.01811281492957701,-0.01600037378980992,0.038759063074062634,0.04860013183892168,0.04764281669264859,0.07065747206932708,0.015470145562497303,0.0456524496540189,0.1268067789605337,0.19178910433042637,0.04489565125490505,0.043861612348834365,0.20559666875556196,0.13755831274669053,0.08704053708032784,0.26871218839805544,0.07889900440767496
HALLMARK_COMPLEMENT,0.029642111470345144,0.017874662113468297,0.022752844542423895,0.04629702616681054,0.005059103243683928,0.04146854013224204,-0.02250488043080552,0.016884227114737752,0.09985908254173696,-0.10221298105246923,0.11260638485631397,0.012830946243013255,0.11610412744468698,0.14930926250632512,0.09945271433938009,0.1357036700264331,0.026354225152468908
HALLMARK_DNA_REPAIR,-0.012500711160042484,-0.034717215130190784,0.039183969782064614,0.100112971793788,-0.04945466900079475,0.01701725025102808,0.037851037496243245,0.08507970620682108,-0.035008138945959964,-0.030168114847742917,0.032497804060935005,-0.04399452957335698,0.1061595315218687,0.1236715270457521,0.028007317921450222,0.14999383561044843,0.036894049958868046
HALLMARK_E2F_TARGETS,-0.03752181976291723,-0.07177817469856972,0.02782149207396862,0.06129132116810049,-0.08994904184375824,0.038426114341565704,-0.009163901882782115,0.03611627300247158,-0.059770989679894145,0.1226906573310019,0.07524922096631792,-0.08147502238689633,0.12848666128352498,0.10936552860809352,0.0011565701817834806,0.06064828424426039,0.05079224640656116
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.020194687716138283,0.012063958919433952,0.036824945247272804,0.02866872676852523,0.11464398321704962,0.058607854744106534,-0.021310932959694173,0.06206675441038197,0.14818814886236809,0.3185363438670713,0.07726909407439837,0.03809327799410526,0.09876286823841623,0.07396029061938099,0.05054852031061898,0.28607825656760616,0.0571776106851022
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.004791859782137054,0.04427580371505816,0.018731508053739385,0.03316861290760739,-0.052056260806200155,0.040995308659308075,0.10542365757398667,0.012266437468811635,-0.07689932170073767,0.24685305791606696,0.029810389228697776,0.12630743482468862,0.11072567573957663,0.06224069026963687,0.04451491889649772,0.15644735751724537,0.06848159266137224
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04832115394282761,-0.06311022897514258,-0.04832990526475173,0.04146865201257773,0.04192650943031633,0.011654236866713788,0.023649901396701714,0.0328537251234011,0.08696608224075598,-0.1622664388826446,-0.05431007174873317,-0.007521748960218113,0.09734116488472365,0.07285965379149036,0.04315717116093781,0.08481861059170558,0.025197283123475186
HALLMARK_FATTY_ACID_METABOLISM,-0.05989384705884385,-0.010031597519359205,-0.027163963185368005,0.034188624017798395,-0.012666668830697288,0.008778309081051204,0.021378936742947906,0.0380259168044675,0.0145470399735245,0.15594238338081887,0.07930217506109927,0.11545620920943854,0.0039496334689034795,0.05045347014544781,0.01236823336945425,0.04494768689854658,-0.045227068723101796
HALLMARK_G2M_CHECKPOINT,0.011814647541476887,-0.06340410653871634,-0.0014542983369966065,0.07561968607436444,0.06669888414747807,0.029108178257096506,-0.0241353013966458,0.05640562544256503,0.08659223033533221,-0.05662207754005675,0.059833606587792826,0.007878366398976811,0.17215825561478992,0.12945957550127832,-0.018884511937984273,0.09586682224232604,-0.002197244550416623
HALLMARK_GLYCOLYSIS,0.08414978822124815,0.002103094219772158,0.010037277587832037,0.02363916843118469,0.03420046860891489,0.006878862929586655,-0.014557623969040782,0.04042005308409777,-0.08394724704553555,0.23150953210214434,0.008529389035055101,0.07284723400200244,0.1135885734123093,0.1018839935273121,-0.018058573924647256,0.12774257580981194,0.015900889079340227
HALLMARK_HEDGEHOG_SIGNALING,0.04651164922030814,0.00646083587608762,0.007297264057642226,0.001993815685205221,-0.11607145748366708,-0.07183086942678862,0.04107162872499934,0.06409231646859538,-0.11834041739242324,0.030056876001049046,0.047306788343764554,-0.05425647481683619,0.04418680685644927,0.10399059660872483,0.02324509527846483,0.05486345912858649,-0.003747389944721526
HALLMARK_HEME_METABOLISM,0.004853442812359003,-0.031653721331108865,0.03514543568437263,0.061040940700441255,-0.023681943260800493,0.056175310162076005,0.038657956160232446,0.081656113385316,-0.05582061307969138,0.12537642628392995,0.06964379727981165,0.10296035096699845,0.0925763921534464,0.10501472357414407,0.05338874317626935,0.16995397376384822,0.037411016601321324
HALLMARK_HYPOXIA,0.07896729419704519,0.05475281711699322,-0.025559090909567636,0.000677290038402652,0.10801078621677397,0.011887153956060988,0.016498295683791096,0.031267770242231506,0.09020273339516294,0.1509454037676326,-0.007359896127719947,0.1364369461790071,-0.045375677188672574,-0.04507220487357305,-0.004097893788440162,-0.04853403041492532,0.0075326317885672615
HALLMARK_IL2_STAT5_SIGNALING,-0.010666917234884339,-0.013232464242723667,-0.019655992356106218,0.039414417440193576,0.056485589292010786,0.042389401429307076,0.05590584860743264,0.03935764015572355,0.013854663368204333,0.06108761761656365,0.0706482693977952,0.06638594384037479,0.14173066781784385,0.11266244588346014,-0.012681418062369732,0.14761885711035877,0.026297377043619584
