,UKF259,UKF260,UKF269,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06614848323890375,0.01983561353326677,0.056079335662902755,-0.006063753789714776,-0.0136016144628276,-0.007787014980484974,0.22743903004658406,0.10670512600438893,0.04798113987878208,0.14020716133487338,0.08637980759683328,0.05799324821324015,0.11734944500673061
HALLMARK_ALLOGRAFT_REJECTION,0.08797586014334667,0.10054184810759412,0.0824539884764993,0.00019765942371763716,0.003291668992492539,0.018526054920512618,0.13607431096337314,0.016984388320475222,-0.04121205300981943,0.11106510720938528,-0.022173231858028154,0.08250233608181447,-0.04447493798061603
HALLMARK_ANDROGEN_RESPONSE,0.03755810893444,0.04912438227902584,0.02954125619098552,-0.017060722370047497,0.02348731758184056,0.014859538372369993,0.1982958779929639,0.03858678174744507,0.020214698055100927,0.10363886229627789,0.09950349017025922,0.08154639301765931,0.08494775730110794
HALLMARK_ANGIOGENESIS,0.03639439100785358,-0.007367799054820007,0.11921474968914182,-0.012767170440184786,-0.04156989468595931,-0.03757846509444836,0.16090443971442045,0.07481926646648827,0.042504479348569886,-0.02913912416029863,-0.049335106100806436,-0.0001051978561443701,-0.05734686945764761
HALLMARK_APICAL_JUNCTION,0.027060913039077705,-0.019300600188071233,0.07560396622172666,-0.018917755877149216,-0.019328298297187303,0.028331373449718353,0.1697235561400419,0.09778141309633609,0.048219879219266834,0.13894047630275436,0.08681280087882166,0.044884459515741944,0.08339887347389884
HALLMARK_APICAL_SURFACE,-0.033014738767125636,-0.040849322323527386,-0.091682892779597,-0.00814396981708696,0.002182167509189995,0.01997736640809591,0.1019835453364304,0.06065464664145972,0.0835049056764023,0.13816428843984718,0.06526863346805574,0.043062305492415846,0.02627326077736984
HALLMARK_APOPTOSIS,0.034686814611009344,0.03138667819891244,-0.03111552816418544,-0.0005539057761564018,-0.023504129138721807,0.005646297784923573,0.11309332135445674,0.010410474431011797,-0.010493668228769666,0.026074337624731728,0.008800862932334456,0.06763168944697232,0.10337197794373289
HALLMARK_BILE_ACID_METABOLISM,0.016852243453926222,-0.007855510670830065,0.0728891766023689,0.07926839691756117,0.024589530750479902,0.03520105585576614,0.16365314937491177,0.010761851219050083,0.052615949146428795,0.10332289370498127,0.09198314030957613,0.0688597017691111,0.08484394290911626
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.028014397336824703,0.003005922022254493,0.034892996852188586,0.0032198672852593066,-0.013025111107096468,0.031214607371205662,0.2398346272075081,0.014622256049174213,0.07832530243213276,0.11989720572918165,0.1057892670980704,0.028010637046599837,0.14130692495160554
HALLMARK_COAGULATION,0.04354421694789384,0.007761451126077811,0.057934829377962,-0.02529679105947147,-0.010494936784548648,0.032133192626011255,0.0697691653219366,0.0821266945152619,0.0347102252321397,0.1108795077532296,0.03778915235588578,0.07111711908518033,0.0880041177028785
HALLMARK_COMPLEMENT,0.08950679817504514,0.08905563612384365,0.08229906664068658,0.03374836600944337,-0.03042761376104283,0.05270844257562729,0.13665576090593912,0.044524686722565286,-0.03702789118310458,0.0908707325269091,0.03710767030992943,0.004934907044487093,0.062483825368317765
HALLMARK_DNA_REPAIR,0.026165727918806083,-0.003598443051380162,0.07158567998312866,-0.006024795817268353,-0.029777810033300663,-0.02679588016795034,0.2664022802957257,0.10122006904942046,0.018569895601681725,0.13591830310455233,0.10674818029851531,0.044819765497509004,0.09201761103131924
HALLMARK_E2F_TARGETS,0.003136117498116764,0.01940566352372502,0.06382993183736656,-0.05591481311694058,-0.016533611837309198,0.020989557247185937,0.16701601445341435,0.09059968749382694,0.03045182521565334,0.16294492713516728,0.019922127258335066,0.022087923670329867,0.08423998694622391
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.01733777934841942,0.023138523933268814,0.07672738564343637,0.012668605510959502,-0.0034862739963839647,-0.016137702658192286,0.13070636786819348,0.0026798948999880727,-0.04141494767901626,0.0867684090510778,-0.0026380374717630216,0.06588203918809711,0.019278315509228486
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0584497528204,0.023031973130928324,0.026107421833943146,0.05599503900603518,0.02013906349143845,-0.021506605850467465,0.06484052300531454,-0.04339128498121784,0.044528778615682996,0.11924610924653017,0.1081593748353258,0.05938100859144333,0.08642913701307528
HALLMARK_ESTROGEN_RESPONSE_LATE,0.029208523680110034,-0.031120356738616448,-0.04427176797836836,0.018750827483255048,-0.007047505595655148,-0.0317467228027732,0.078621091270115,0.021951497027253453,-0.06660764079357888,-0.0005938285474089117,0.06680157847887512,0.03272750945621993,0.08778235492039371
HALLMARK_FATTY_ACID_METABOLISM,-0.002751214303040682,0.08716379490961212,0.02848972256954235,-0.02400885502907109,0.026638868870816075,-0.034865080526309426,0.0712161623773361,-0.05229637709596101,0.01138665724579705,0.08756266344200997,0.06050464726200132,-0.0008986627918845111,0.06319854594829111
HALLMARK_G2M_CHECKPOINT,0.019230039110773353,-0.004398268749059583,0.07011929775831559,0.027003333813591573,0.03666926166655552,0.035352158034593475,0.1362343492941203,0.044169924335743425,-0.01803452512320817,0.10226153051684869,0.058144317568346565,0.01141889565366906,0.01526154385432995
HALLMARK_GLYCOLYSIS,0.021420407117043974,0.0242959995259694,0.05063321840479665,-0.040106222642166116,0.0010927541149411471,-0.03393826200587639,0.2263599297052175,0.05034385391177579,0.10856761562451346,0.08227174280109649,0.0758265220065972,0.01703764389254191,0.0879384019622941
HALLMARK_HEDGEHOG_SIGNALING,0.015972332068349235,0.016587254639463478,-0.06742598984827916,-0.020834906413096852,-0.02257709519373867,-0.05664192826014616,0.09816328915488218,0.0443361088703201,-0.05483560910853578,0.10102744731237544,0.0337192697927461,0.012834048378966772,0.05541551132704971
HALLMARK_HEME_METABOLISM,0.027504358085314734,0.004135933584064612,0.05360436527999887,-0.02430318610496256,0.001997672197175266,-0.014752185577286882,0.21206677681285008,0.018439180117777846,0.03936457298144404,0.16082388525028954,0.09612977304098856,0.027939844624430145,0.06017250574128621
HALLMARK_HYPOXIA,-0.012023184854624825,-0.03496827147004625,-0.04188229829385991,-0.010857533720626223,-0.04953478552499985,-0.02434309853805585,0.20358982278230048,-0.13839447571575142,0.0833100515346366,0.08091893874328603,0.03672637299980117,-0.019755291152765284,-0.05044456069926816
HALLMARK_IL2_STAT5_SIGNALING,0.04795528583408586,0.00895160914637672,0.05977042384328551,0.021947521414779993,0.045687500704668024,0.021176696697413094,0.1202650390510649,0.027994549027452152,0.020869349758015108,0.09353565993692689,0.11147286017818565,0.03100641469813129,0.09690248612722342
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.042987708693949245,-0.08113255897399162,0.11643058561612156,-0.009185117061998845,-0.02254366756319572,-0.00014381081408758588,0.046483359294575616,0.04997961184835992,0.00825442154184049,0.05502777643412974,0.022126362195160166,0.027311823936666806,0.05098002212903109
HALLMARK_INFLAMMATORY_RESPONSE,-0.03205396289392827,-0.037529602540046426,-0.0039587464959454245,0.010179063147508011,-0.06182501393895025,0.08061609928134439,0.19863545308319133,0.03538395693248523,-0.07212192295164127,0.0821187069971444,0.010247039189002424,0.031122903996858818,0.014393890210094242
