,MGH258,UKF259,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04872684073016712,0.04297301832519219,0.1100633576462435,0.08000531119707882,-0.02942945583818987,0.02401034050796548,0.066419683406131,-0.059882368042545306,0.04829422986817497,0.031055206762488456,0.10708507376468908,0.1451968390400955,0.07411783758133121,0.07761882740742346,0.07602551509415915,0.18714203727187284,-0.002864202043871397
HALLMARK_ALLOGRAFT_REJECTION,-0.08008364577335939,0.06746906825507588,0.09055158857647917,-0.024752000967878135,0.0076763546687044154,0.046045771796848815,0.06476231020459987,0.0072879774890978475,-0.015186070278357798,-0.030892702310035183,0.08528964935055651,0.021886760135297664,0.06631368132974015,-0.01000156337398979,0.12450376557692326,0.03067470910324958,0.0598811082236845
HALLMARK_ANDROGEN_RESPONSE,0.07125482422639645,0.04111234171754657,0.1114771692923335,-0.054716546190538146,0.03397638734190941,0.06541845500054262,0.1116701308773732,-0.019376621148530733,0.035414753238766805,-0.001890403841391923,0.07730442106245057,0.05016767720929635,0.07217309078013293,0.07851875441367513,0.06319012736933634,0.003413231928493033,0.08974455983606953
HALLMARK_ANGIOGENESIS,-0.05903399487876782,-0.030757232994709432,0.12905465188353862,0.016134179050481205,-0.033130127597348284,0.012365423717346594,0.02540550767648456,-0.0555626344747434,0.042907001822207684,0.047204878434385436,-0.1175042227110754,-0.08261718112213795,0.08648009481548956,0.010563190174631799,-0.00023403516563914574,-0.2345432989291802,0.08861579485618744
HALLMARK_APICAL_JUNCTION,0.06444425586659501,0.044521479115629634,0.09920020865833422,0.019594713036487636,-0.008534470614399535,0.0856791905577446,0.1126898275231745,-0.05040006460340807,0.039169388395194,0.05017113010610744,0.10027388442594445,0.11965671188515833,0.08197249263699788,0.07054111393814008,0.058125392756276005,0.06932203163597582,0.011386187959068065
HALLMARK_APICAL_SURFACE,0.08383188586874571,0.004899879982913273,-0.008202533610997228,-0.013132032312849212,0.020285131437305367,-0.12669317894781132,0.06500001545310459,0.015416543861433369,0.006964574971621351,0.03265939611755514,0.007731692345829307,0.08727427048612248,0.06676461350780263,0.0603700799062803,0.031592717006544105,0.006251921152229062,-0.018030216079927268
HALLMARK_APOPTOSIS,-0.004096052745459023,0.025275596097328185,0.03559824911694771,-0.027725615909470668,-0.004120524241408667,0.09053959677890483,-0.04773649541718506,-0.02287297815781722,-0.04132487686724456,0.034374886997609315,-0.0018889667401351905,-0.07074311921000535,0.007419272509354207,0.06007833898077717,0.014206009589145252,0.017509508792963594,-0.026273348224738573
HALLMARK_BILE_ACID_METABOLISM,0.051117191327584154,0.011261428421123093,0.1333005938492344,0.06017829027195543,-0.0038448921061485556,0.0140943509156119,0.08634273704461386,-0.07389132879459669,0.04642273551318179,0.04690322858707237,0.11742298950432555,0.12332448409966758,0.07669161948557435,0.06655653478714944,0.01117807388604607,0.2480701624364205,0.020211141986159236
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05968401232074023,0.021101171978491207,0.09941736670754711,0.028758614022054953,0.019654319275786227,0.06544689340986716,0.09685031347092342,-0.04108020439643105,0.012553077502232876,0.06765197224282649,0.0606494895510335,0.1338549406391583,0.04672901656688262,0.029671517006591826,0.022930649887379584,0.20872158077468486,0.028263716140727427
HALLMARK_COAGULATION,-0.061347370527607324,0.07231977959100169,0.07389649057664831,-0.0005625079263092162,0.010634993977466181,0.09267039808137774,0.0876626505184179,-0.08423257632778282,0.058348099414936655,-0.021154891213902623,0.05956958664222893,0.050479186515936685,0.0628122088952792,0.052350776226326674,0.11185634750547356,-0.05023984017570107,0.031958326609648216
