,UKF248,UKF251,UKF259,UKF260,UKF275,ZH1019T1,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04029121471934236,0.013052089957223574,0.013650728772128617,-0.12757609218132726,-0.031832130955624524,-0.0086270133551387,0.05339029066051733,0.08295617192345123,0.07233759176961924
HALLMARK_ALLOGRAFT_REJECTION,-0.028696244108798643,0.06344866966770957,0.0011795825537524696,-0.06586221793122043,0.061402889104466035,0.08381099964484189,0.06425906691947132,0.007634411994695866,-0.009447518509560915
HALLMARK_ANDROGEN_RESPONSE,0.00557065645908155,0.03224066312524057,0.003961496103203818,0.03307811178334213,0.09671319228697328,0.02987725249589135,0.06259295718733189,0.02365249793489765,0.016825925524315107
HALLMARK_ANGIOGENESIS,-0.07394801692011202,0.00589125147435232,-0.05403900296223312,0.12415339707082784,0.06818264422546753,-0.011709507828796385,-0.03877185914896402,-0.12067603319338775,-0.017160788492843027
HALLMARK_APICAL_JUNCTION,0.03149394073548204,0.0015816104204829297,0.023926077074787378,-0.0347944222501642,0.055159985842381146,0.0323105026171211,0.07665997609009245,0.027488463968296857,0.08373875405461784
HALLMARK_APICAL_SURFACE,0.02759571066331664,-0.037123301754171154,-0.00114107780832118,-0.06271195414637445,0.014994402583750982,-0.009955075228850965,0.06110238711413159,0.038399589802452255,-0.04707166710699014
HALLMARK_APOPTOSIS,-0.03807908111682552,-0.01768618049694847,0.030326832468447466,0.07274382949650783,0.038936662502289346,-0.006270673808120454,0.04265273451265458,-0.0009400867944049287,-0.019074985514852677
HALLMARK_BILE_ACID_METABOLISM,0.021774354566123078,-0.051809130939516876,0.046335671566826886,-0.08858355943843228,0.046429856906475296,0.03842914186806085,0.029897643097390725,0.10536131493088588,0.05512090326195638
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05143854614532862,0.005726406949393553,-0.0036761138112525148,-0.04196583826130812,0.036960403753956456,0.03514971565405197,0.03648871930695107,0.06707185801647567,0.05641325441706698
HALLMARK_COAGULATION,0.025559588316127962,0.015226678061160714,-0.009894928691041359,0.010508940352000179,0.03928759057371969,0.023941339406156656,0.08117008665711468,-0.025094728686976334,0.06429021710542017
HALLMARK_COMPLEMENT,0.0111183140887038,0.11361199276071571,0.006847516803807055,-0.034029237379863575,0.07468038611715613,0.05807451369360007,0.05080797618738537,0.05360708177617166,0.09370185021487776
HALLMARK_DNA_REPAIR,0.03392604847449676,0.02245746921942482,0.011075597403980009,-0.05904993771325279,0.07755308412004148,0.0553143609504243,0.05342909492821932,0.08215170088844337,0.06915298654024092
