,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF313,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.08180367740785133,0.03693438774911046,0.021195246373289053,0.05347425545421558,-0.06610817516585855,0.06011008466442923,0.11737066817846478,0.07913350006052784,0.16234203343556478,0.14052338364847067,0.13513559326995717,0.01621443644185713,0.17355019413815195
HALLMARK_ALLOGRAFT_REJECTION,0.012612267422737213,0.008212423124319215,0.016934168127206786,-0.01397579472062297,-0.22243359406073712,0.07954531229520674,0.05681966605290222,0.05259927461552011,0.049401004211208195,0.0624281364171116,0.09937408599613055,-0.02702257222725016,-0.03330366049876862
HALLMARK_ANDROGEN_RESPONSE,0.03712112182992942,0.05688019544744424,0.0025273294246260726,-0.020830118158925895,-0.2057409444918058,0.032499152757019235,0.04936797359832129,0.06152261102409297,0.14757474392990083,0.1099626638030026,0.034711354076917625,-0.022668713155226512,0.045276648863555626
HALLMARK_ANGIOGENESIS,-0.005145590722704512,0.022129111075557952,-0.07129539423619527,-0.01932057174284122,-0.30616604555767823,-0.10032567827891531,-0.07030874856427974,-0.00041262342235193536,0.016359437151973074,-0.10600751115473452,-0.08520471815156083,-0.07681514182917698,-0.1687077214239053
HALLMARK_APICAL_JUNCTION,0.08542179291726859,0.08051368167480062,0.01007931431474793,0.00023012358739970987,-0.1839680792476747,-0.06901767453766817,0.11665199617743338,0.08005937601579705,0.16535223670628174,0.1306212125084524,0.14091212198404962,-0.0069042678149638815,0.23061207166359654
HALLMARK_APICAL_SURFACE,0.07463103335541092,-0.05572789964944521,0.04954890702223392,0.07003810481186257,0.21129225761791579,0.08416631178540401,0.07460939788184276,0.11495266639907702,0.17160314958001913,0.11582490470779727,0.1333375655419193,-0.0018285502700522574,0.10585079931712944
HALLMARK_APOPTOSIS,0.05591367229632951,0.049497226392281705,-0.009395768577600395,0.0069584092364583195,-0.039303319412050695,-0.07545734302458058,0.04168622005935842,0.05088605840921034,-0.07697672242119293,-0.030508997026292204,0.0757349398395752,0.0346136403396056,0.15398376944254052
HALLMARK_BILE_ACID_METABOLISM,0.04165485263180341,0.03488592971144518,0.04310996065557143,-0.030319514157441656,-0.26417048234711465,0.007620815421959669,0.060827920387950735,0.08596430869547646,0.18507234878366685,0.14191362161531204,0.13483863167228102,0.02373608884773372,-0.013154333918050801
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10338199318374754,0.08397287085836716,0.03812894747022336,-0.030993378141961157,-0.14124586739390604,-0.051861618306148966,0.10793136746638236,0.08024796980797945,0.1893085785858018,0.14656165071700136,0.12799983348636604,0.040087509942008576,-0.0731806110128694
HALLMARK_COAGULATION,0.051982197225365116,0.026623309733892934,-0.009029566167449453,-0.0401644143647867,-0.25463714747229976,0.016331302901397674,0.06919630893046329,0.09111707688255759,0.11513560255227623,0.11157407245740382,0.10332486704716855,0.011552477594737725,-0.21020145948292115
HALLMARK_COMPLEMENT,0.05027180046157859,0.06605140487962566,-0.0014957678162118716,0.06042993029450036,-0.13484393433977127,0.009047293070002675,0.08714173405514625,0.08898160708630426,0.10594101775794591,0.073303288759733,0.05453844545437739,0.007551025413387565,0.18229052563661513
HALLMARK_DNA_REPAIR,0.10452637492413504,0.07964427161709887,0.021258431941176714,0.020614875163108722,-0.11066983303591825,0.04317443651873451,0.12855713553203524,0.10609402477728805,0.17585295066062387,0.1500221933124234,0.13820326329173335,0.01885765030813837,0.2298331460640354
HALLMARK_E2F_TARGETS,0.05597416713209691,0.07000882481109241,0.04511297229661389,-0.010316033245297678,-0.20978073411502363,0.03971223497334688,0.06378078597860869,0.07781806106921758,0.1604436855808062,0.10426338578039378,0.12351660873566073,0.07793248169296747,0.17136781492163802
