,MGH258,UKF251,UKF269,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.003940817079402662,-0.03872816025438524,0.06125179040231819,0.025262354989283413,0.06782538065940737,0.06177141555863151,0.09175829719841315,0.09475170301773136,0.049089857687664606
HALLMARK_ALLOGRAFT_REJECTION,0.03941679759547719,-0.01494871547417787,0.07804524844723466,0.10737863230042471,-0.04910720364218914,0.09603343932634578,0.051056554556828004,0.13212535681918283,0.025812451994860864
HALLMARK_ANDROGEN_RESPONSE,-0.017143728253228654,-0.0022469939765392345,0.10578477737753864,0.07833549043901629,0.03818477442578571,0.05917805374263735,0.08867329352905672,0.12704523757115443,0.09478549455105179
HALLMARK_ANGIOGENESIS,-0.007948353986911861,0.06335213054923089,0.10887429282675452,0.04364958068246987,-0.013431541625408128,0.09171955153584684,-0.05208910035029877,-0.00023752800959436733,0.04815759351188676
HALLMARK_APICAL_JUNCTION,0.002433619128264186,-0.037760276254938115,0.10114064830334261,0.09948239424650486,0.07433916702115909,0.04435756240864489,0.11655307377356539,0.14991377644035295,0.07737994816241614
HALLMARK_APICAL_SURFACE,0.026263193951172496,-0.044565399904135355,-0.07696145964163623,0.0379214326113447,0.12580625492796743,0.0592022182343448,0.1402301496545633,0.12450414042780755,0.018569089808573882
HALLMARK_APOPTOSIS,0.014167310049255498,0.001603185568491466,0.018700656166264106,-0.02066215124320457,0.018204611777819756,-0.02393941238532747,-0.03736600625779467,0.07686437436156728,-0.03350858995327311
HALLMARK_BILE_ACID_METABOLISM,-0.003235193630235695,-0.038030816540022425,0.11317044564590416,0.04202883130339454,0.06957685559637872,0.04803121437430973,0.0874275299406244,0.049429625022696724,0.03762414068913369
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03356099709443822,0.018003632204673665,0.06822985515361205,0.04823901385187897,0.0975542379805044,0.05256159104481173,0.1207782150651246,0.036941737585009564,0.08347496002825684
HALLMARK_COAGULATION,0.08041323902267004,0.010133301888441026,0.05037453139462577,0.1182413357649417,0.003767744137617363,0.0578697745573571,0.0761111363888484,0.14239943595409474,0.04983234443964091
HALLMARK_COMPLEMENT,0.06910623656956494,0.009467895823281704,0.09049468532381216,0.08503577939401508,0.05852254996399513,0.0651510521911399,0.07295928643560162,0.06407108528982436,0.056062290739810394
HALLMARK_DNA_REPAIR,-0.026967750757216802,-0.06004619354416981,0.12222570773242977,0.0556580921463866,0.11224555116923612,0.05850200571909582,0.125421559679915,0.08189380011824218,0.0968772610206103
HALLMARK_E2F_TARGETS,-0.03503033181629094,-0.015558984416836558,0.12152404826322645,0.060518679929294245,0.06760545816219482,0.06976524985724045,0.09461354721166974,0.03266218263551053,0.07422482023402506
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.009008893829653116,0.015018959663907308,0.07521276229919856,0.08992036226990902,0.03402682960554177,0.05878622363972631,-0.019628622135880302,0.11425051035380188,0.05868507855463204
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05469844792595335,-0.01528905372093718,0.09344701622764952,-0.01608168764629759,0.0024507348312554824,0.03681726420569329,0.05365304313401422,0.07600634244930891,0.08959493761201852
HALLMARK_ESTROGEN_RESPONSE_LATE,0.08302850227158566,0.006736909961573016,-0.009248305278056479,-0.04012657982719347,0.07155920036393744,0.11188041471886864,0.11922494186966387,0.00516649815405227,0.010328106662545388
HALLMARK_FATTY_ACID_METABOLISM,0.016960372300443786,-0.008876038447498208,0.05873792548561507,-0.0431727365275975,0.0020012955446592037,-0.006014298083532888,0.039159756628351174,0.02214446337216339,-0.011036507393888268
HALLMARK_G2M_CHECKPOINT,-0.03439576240850453,-0.010690732824643692,0.12820298190064502,0.07218377134454969,0.0677386384178803,0.0995829105637581,0.06333419920188452,0.05333186192657601,0.1159752920345461
HALLMARK_GLYCOLYSIS,-0.010650478407972098,-0.01929752581588386,0.02592181049656944,-0.059244672451011594,0.11899912103301968,0.05436401246923035,0.09326839448627468,0.04545143690984871,0.078679795273822
HALLMARK_HEDGEHOG_SIGNALING,0.04212940893953117,-0.011812495334333152,-0.04902400355989251,-0.05923322492547377,-0.045689626568070435,0.04067275555763423,0.04899316787718951,0.05673802191627269,-0.006345068916604344
