,UKF296,ZH1007inf
HALLMARK_ADIPOGENESIS,0.04716858603700367,0.12862413298702685
HALLMARK_ALLOGRAFT_REJECTION,0.03727853127174112,0.10594812012792541
HALLMARK_ANDROGEN_RESPONSE,0.06584104491041995,0.13879821188128688
HALLMARK_ANGIOGENESIS,0.021137446784594737,0.16194314915048752
HALLMARK_APICAL_JUNCTION,0.05652973107518902,0.10710682363618339
HALLMARK_APICAL_SURFACE,0.0281390643424112,0.05918572876631474
HALLMARK_APOPTOSIS,0.042150128809534164,0.09286102357340625
HALLMARK_BILE_ACID_METABOLISM,0.05589788444690623,0.1374898292642396
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04438697785379772,0.14908512975945346
HALLMARK_COAGULATION,0.06429772574024202,0.10976230391993128
HALLMARK_COMPLEMENT,0.03853336210441217,0.17077649224110455
HALLMARK_DNA_REPAIR,0.06437222129956573,0.11170921292060548
HALLMARK_E2F_TARGETS,0.04777905744369267,0.05318799470525431
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.06669852982438573,0.05084000208389202
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.02981242283686509,0.004910506692532184
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.015599629122458186,0.07876914624685731
HALLMARK_FATTY_ACID_METABOLISM,0.026604833123232623,0.15890684445225645
HALLMARK_G2M_CHECKPOINT,0.029190931859307424,0.05913778221683644
HALLMARK_GLYCOLYSIS,0.013105739714971757,0.06795208981169044
HALLMARK_HEDGEHOG_SIGNALING,-0.011057124296909962,0.0734995843045454
HALLMARK_HEME_METABOLISM,0.08235695544570562,0.15812205962411646
HALLMARK_HYPOXIA,0.032788441319312585,0.1194089564575272
HALLMARK_IL2_STAT5_SIGNALING,0.02738547422635392,0.18734076559440843
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.010487499805511948,0.12681746406547598
HALLMARK_INFLAMMATORY_RESPONSE,0.04343143533732126,0.06261031464090308
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.037892797864375764,0.07285491074390327
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.05470476811730343,0.14455236315859474
HALLMARK_KRAS_SIGNALING_DN,0.01780506778028854,0.14368633397579397
HALLMARK_KRAS_SIGNALING_UP,-0.018000548739785394,0.1598891976890527
HALLMARK_MITOTIC_SPINDLE,0.03521623743694381,0.15577010962337187
HALLMARK_MTORC1_SIGNALING,0.014000119280632713,0.12945086746785964
HALLMARK_MYC_TARGETS_V1,0.06795269950654435,0.13272860093321748
HALLMARK_MYC_TARGETS_V2,0.006014059292678174,0.03436440837851875
HALLMARK_MYOGENESIS,0.011492477467693935,0.030777419669025863
HALLMARK_NOTCH_SIGNALING,0.0896318386571181,0.122386029276649
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.06777700993530723,0.08245433950836376
HALLMARK_P53_PATHWAY,0.07474500219312462,0.10838877124520485
HALLMARK_PANCREAS_BETA_CELLS,0.04281916604437944,0.0829454839238555
HALLMARK_PEROXISOME,0.03463735723403343,0.05361768881919827
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.028116585620650333,0.14491730796213873
HALLMARK_PROTEIN_SECRETION,0.047276785237320734,0.17689102266545387
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.041653806957774056,0.11182076378825738
HALLMARK_SPERMATOGENESIS,0.03393386499684045,0.10449083842804305
HALLMARK_TGF_BETA_SIGNALING,0.04598205114224449,0.08737651080920185
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.01994280122295692,0.13175026948161628
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.04279032824958705,0.16668554235938624
HALLMARK_UV_RESPONSE_DN,0.05931476014847901,0.040226940326251785
HALLMARK_UV_RESPONSE_UP,0.02923588930282916,0.13632434167704052
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.02430168544075003,-0.024822987782725604
HALLMARK_XENOBIOTIC_METABOLISM,0.04107076637327293,0.15627019213443055
