,UKF243,UKF255,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.08186304553819662,-0.140528248352918,0.12405464549645222,0.0856383578028106,-0.10006710521049857,0.037191637812854464,0.04174544419353017,0.10373912351943253,0.010989404509710261,0.06723801678429274,0.0007607603168856976,0.005997790282885802,0.07892276181167437,0.018253354937030654,0.0036305040225668266,0.08385722314120553,0.05151149259302306
HALLMARK_ALLOGRAFT_REJECTION,0.08318518704343729,-0.1411870867895903,0.039569211169484746,-0.017827493194673995,-0.1607007023895851,-0.011642111926041024,-0.023516044589790504,-0.10208459696066399,0.032020783578874217,0.06629841343949655,-0.0825720881034871,-0.023202916806047736,0.022316499961366414,0.024701615780505965,-0.015312198123423219,0.060253912486503663,-0.024419997095826804
HALLMARK_ANDROGEN_RESPONSE,0.041497121482109676,-0.04918711464875787,0.1387440512865889,0.013040392278011693,-0.185840601819123,-0.02628809566488016,0.025577517064930062,-0.07192698255102062,-0.027820173766596207,0.0947966429160043,0.023774577297830505,0.008702215567269004,0.013904540978433574,0.030919407132488693,0.09753739948486613,0.11506674390780337,0.021125687256526325
HALLMARK_ANGIOGENESIS,-0.08238707809587725,-0.13182320332137076,-0.1558197777044866,-0.03063869792885018,-0.2324676640972676,-0.0658064004267466,0.038369995129948424,-0.09835709553548673,-0.046239090728401364,-0.01372975201619466,0.017991591100055576,0.06582688101395882,-0.04335796170205956,0.004804577587744723,-0.06583494920100752,0.08146452929765083,0.003805356962641985
HALLMARK_APICAL_JUNCTION,0.0895027469674159,-0.13745097993867475,0.0656661236662897,0.021404183617828185,-0.15841556756453593,-0.06727026025224887,0.0310970337641411,0.04176467228163589,0.012917190207723283,0.09447564659628431,0.032962479277235474,-9.842275269780919e-05,0.06890246223956942,0.041633767386520484,0.051140575160434895,0.10940592270194671,0.09854355514976433
HALLMARK_APICAL_SURFACE,0.07754862064805453,-0.056466413813216716,0.07057012936837892,0.10390013513710332,0.23997441803337868,0.009255173605540524,0.03028150707697695,0.05667626191216724,-0.039824259291366605,0.052191528899028276,0.012902351700964999,0.023531114294818637,0.006797561849062282,-0.03072690634486651,0.00045157540721010094,0.17113007985382717,0.0581611729002812
HALLMARK_APOPTOSIS,0.0032566780047015163,0.08422620701766753,-0.021541137541170038,-0.021115141363083578,-0.019094476008557328,-0.08323150014228159,0.0063767469310145606,-0.04497851063471806,0.008738438780951947,0.07185064591200885,0.02690291566322957,0.006376575754609565,0.056980663450105246,-0.02715163728056133,-0.04461734045466229,0.04878863867203795,0.030084059123035526
HALLMARK_BILE_ACID_METABOLISM,0.032936069512190615,-0.1746322554342819,0.022576690217958165,-0.014845913774590287,-0.24471969252150386,-0.06900326928587337,0.01326818311382799,-0.0050706448309699665,-0.04664775318851041,0.0511302106742729,0.05650362337436463,-0.017064821977375678,-0.044717319269213296,0.06327928279714605,0.0025135130654551324,0.040269806418032246,0.056492763581335384
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.028278083181924686,-0.13149838727359162,0.009360892315111015,-0.07225705420052853,-0.17708510473053807,-0.03899820213485351,0.031582965396934067,-0.07020377205231955,0.04629041325990916,0.04181707902059019,0.06325640477285331,-0.004196097106560646,0.03856355281624826,0.013837465154965018,0.01960576498843937,-0.031060747969858575,0.06616398603094571
HALLMARK_COAGULATION,-0.01436176360997791,-0.10572528336402649,0.03063813313015102,-0.08297105836923094,-0.22208113419469885,-0.010481015074468133,0.04572118444003988,-0.09024195637388316,0.03527107441196212,0.05556043439441376,-0.022522775085269474,0.01506726878584118,0.04820143297288473,-0.028438570867570616,-0.02392450038789706,0.046580861130761375,-0.013161302916712874
