,MGH258,ZH8811Bbulk,ZH916T1
HALLMARK_ADIPOGENESIS,-0.06794844430596227,0.10742108862587936,0.03395498854724668
HALLMARK_ALLOGRAFT_REJECTION,-0.033008301788452515,0.024258925023555335,-0.018126081813845618
HALLMARK_ANDROGEN_RESPONSE,-0.05339884149446778,0.1335977805861093,-0.05490270525639095
HALLMARK_ANGIOGENESIS,0.009228827857703839,-0.07641314629379761,-0.11659585243255217
HALLMARK_APICAL_JUNCTION,5.535122645097803e-05,0.13521088551433827,-0.023960578454053593
HALLMARK_APICAL_SURFACE,0.023557784499067397,0.08096613792844157,-0.035471649655060604
HALLMARK_APOPTOSIS,-0.020463429399368595,0.002460983476765779,-0.019548010423495552
HALLMARK_BILE_ACID_METABOLISM,-0.004843617761909832,0.14914523355206405,0.09489484803452229
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.006016156198077116,0.1268387892742532,0.026889343662623886
HALLMARK_COAGULATION,-0.0071603295929314435,0.06324927473656364,-0.0627584774224599
HALLMARK_COMPLEMENT,-0.024222089194748043,0.038778632990526286,0.015771410291101996
HALLMARK_DNA_REPAIR,-0.002345548650285076,0.1209555293735337,0.0662840347673498
HALLMARK_E2F_TARGETS,0.02679911058957465,0.050220184622554294,0.07893846723296366
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.020289773772215223,-0.004294884593748128,-0.06879580394814507
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.047022054826439966,0.1138676183130033,0.03907061570076114
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06934126899918484,0.07651615724343457,0.03993642301017302
HALLMARK_FATTY_ACID_METABOLISM,-0.012077160483593663,0.060328804746297066,0.023719484301805167
HALLMARK_G2M_CHECKPOINT,0.033223235554430144,0.018361050390251023,0.009738774630308112
HALLMARK_GLYCOLYSIS,-0.03778299133268621,0.06786712455147073,0.025001257575453552
HALLMARK_HEDGEHOG_SIGNALING,-0.006703191349960799,0.011730712857899343,-0.02791635035791891
HALLMARK_HEME_METABOLISM,-0.04274210471420134,0.12893807763980342,0.0322693229138233
HALLMARK_HYPOXIA,0.04753086005052644,-0.011556352817731643,-0.01713040498275938
HALLMARK_IL2_STAT5_SIGNALING,-0.0007455258903661276,0.0980713278827666,0.004540899867453656
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.04452639080962475,0.00771080420312228,-0.03801759063795693
HALLMARK_INFLAMMATORY_RESPONSE,-0.05537975928960327,0.0678332136191154,-0.009931828175330603
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.003026375301613891,0.09715294725317174,0.05247709644427628
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.01132035083193706,0.02720020870150541,-0.04608339757637599
HALLMARK_KRAS_SIGNALING_DN,0.007511052725921493,0.11916967355339374,0.08078616964205328
HALLMARK_KRAS_SIGNALING_UP,-0.02967018826273815,0.051167307559565944,0.0016441926075717033
HALLMARK_MITOTIC_SPINDLE,-0.0432790293632451,0.11307645035861964,0.05432291287372162
HALLMARK_MTORC1_SIGNALING,-0.03171049414720009,-0.014961541377233422,-0.019560306343828687
HALLMARK_MYC_TARGETS_V1,-0.005106434558018813,0.12952665416814826,0.06180773989219041
HALLMARK_MYC_TARGETS_V2,-0.0008034913503057396,0.12313914186049482,0.034715106891287956
HALLMARK_MYOGENESIS,-0.037904004808836364,0.12453537332319968,-0.0007388797677720309
HALLMARK_NOTCH_SIGNALING,0.03453864489055766,0.11649837711533613,0.11517109114817131
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.011371796515148275,0.12845603249726056,0.0968116777112615
HALLMARK_P53_PATHWAY,0.03707905485731787,0.12779073795862125,0.06719348638762623
HALLMARK_PANCREAS_BETA_CELLS,-0.06541982635611963,0.11316929040492926,0.09737802183632978
HALLMARK_PEROXISOME,0.022830944906493515,0.08798877833716202,-0.0005796256457656182
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.03545274385180624,0.1290405403247917,0.008510966681864471
HALLMARK_PROTEIN_SECRETION,-0.021631624560177087,0.13824958207130222,0.021421807158017184
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.05650569627800991,0.10661993308885585,0.03491967639846063
HALLMARK_SPERMATOGENESIS,-0.015495780241532434,0.10609221733133893,0.09986389121808072
HALLMARK_TGF_BETA_SIGNALING,0.003927322844530806,0.11833227483749094,-0.013586319462601778
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.009958408139711852,0.03996432573590748,-0.037924736708908155
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.0056962494062665755,0.140059052311851,0.00822117423793656
HALLMARK_UV_RESPONSE_DN,-0.06375737813233721,0.10276031121665526,-0.015945331702738878
HALLMARK_UV_RESPONSE_UP,-0.027948373836235225,0.07969466468063229,0.07495737540395249
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.044133073909608266,0.09457954066739818,-0.026839867265393714
HALLMARK_XENOBIOTIC_METABOLISM,0.0012411748324307353,0.13597113507684827,0.06047283868312041
