,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.031568648658067605,-0.029560795854476678,0.05620539855164105,0.06489740781894295,-0.014304606474940158,0.09800527758461719,0.04352130518692938,0.05791663488258522,-0.025751507711041458,0.025257731859542082,-0.02180606384893982,0.08125608562169752,0.08865896162882789,0.054915223411744374,0.19312417005533125,0.11380099758777568,0.06617541437761583
HALLMARK_ALLOGRAFT_REJECTION,-0.019660611332651803,-0.04307743835994581,0.04257825363846336,0.057017922090283044,-0.03167456045844617,0.04473899079174693,0.12009143429937291,0.01709573517728619,-0.011482527865900536,0.07204591969931903,0.025648197102672465,0.05480424732154927,-0.03746376395706302,-0.01572425365749081,0.09451931177880843,0.09985397315181184,-0.008149125220847788
HALLMARK_ANDROGEN_RESPONSE,0.015930901127556768,0.00385209383743448,0.08766822686107358,0.11440751015890858,0.03837153491323662,0.018980926410086887,0.12233837264436384,0.0850224350579296,0.006468896537430045,0.04820509055021969,-0.004084002330033274,0.08995107473003809,0.12868937043705014,0.053226008080539185,0.14636466242403037,0.08945989486296942,-0.0215901861142524
HALLMARK_ANGIOGENESIS,0.04669499015711159,0.026863281548562178,0.03392676348407723,-0.10205594084054084,0.028344335586962945,-0.017514103389835438,0.12573721611212285,0.02653249802796407,0.011245114519049453,0.05949859500887917,0.0886553389614342,0.1644314285083663,0.026155474758035462,0.013410736341792904,-0.15363947790437904,-0.05994770779017561,0.0028923836740571856
HALLMARK_APICAL_JUNCTION,0.004389096508546253,-0.05066818033008048,0.10169861474301886,0.02882535594142532,-0.0023085722701048747,0.026291097695506308,0.10727648215145175,0.04146827774074081,-0.022402709461354916,0.04667429672392136,0.004300509892203036,0.07288083908978465,0.08466344338518605,0.07152504093767675,0.19864925569466196,0.09558595131917999,0.06494716244918167
HALLMARK_APICAL_SURFACE,0.03356034985620683,-0.03435665815941302,0.012017276686147865,0.023649193266472895,-0.09841398756594921,0.07526899868555774,-0.05161967557135263,-0.10412228854593966,0.006070910854624668,0.04339449278479464,0.021135323783210296,0.08151689542735148,0.029137334090533776,0.007457413655121534,0.14797722391278323,0.06684370799388056,0.07473511643125577
HALLMARK_APOPTOSIS,-0.029923580782556677,-0.0651055173781527,0.019632969220079146,0.05442846484851757,-0.016300100036365048,-0.04736845316423805,-0.046141198593783836,-0.03995507083938738,0.008821076011440509,0.016339674921594025,0.02236788293134339,-0.06330145751663559,-0.031768623178104756,0.001101846918114143,-0.08893476639335524,0.07091657700931193,-0.00860269795608191
HALLMARK_BILE_ACID_METABOLISM,0.016225253011885547,-0.013955048270565594,0.08840656160226447,0.030945703649564574,-0.0024528336362552813,0.07556276584246002,0.08084663755877254,0.07035244146519751,0.012552146617001362,0.008378665587924721,-0.02062749936874076,0.07354266345998171,0.049671381141224144,0.04049261170649631,0.17225418839550274,0.08942208520801911,0.02365693732500401
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03608688113995841,0.017716661854373903,0.022801973521737177,0.029916661475764668,0.042120277589026735,0.05645342385641826,0.11423953312092125,0.06919524561502013,0.004524390601020188,0.028075400991247695,0.003933531261903317,0.09270026844147251,0.042034149852174255,0.049267436723400206,0.20314607021858636,0.06515206843597324,0.05867674283823415
HALLMARK_COAGULATION,-0.06656045937044727,-0.048539903100994125,0.04266434941329878,0.00745009888745098,-0.05043498939913425,0.0007276468559915646,0.1089705043043889,0.02289042440882259,0.006973140040852004,0.019821261557437506,-0.007394062238824357,0.0003948673821041101,-0.01717069351284386,0.030504132314561887,0.11858354255862429,0.08275436847920971,0.026083851110078674
HALLMARK_COMPLEMENT,-0.05722642520305691,0.0050743860467389905,0.04488672041290905,-0.019800519157944015,0.004995419527079797,0.008808241232917074,0.021154380802400674,0.033881846963497435,-0.0070976975938919305,0.035350076353018775,0.03155261420858458,0.1420884694034751,-0.012845001679020389,0.060126739881870825,0.08613758092986304,0.07704885279213004,0.052671216884076076
HALLMARK_DNA_REPAIR,0.001773333859458342,-0.0032043694169562238,0.11655692913309464,0.07147939566764819,0.0728598115780066,-0.006852353851351086,0.08854001546734577,0.059637410270164136,-0.0034145384244516626,0.06386181002431374,-0.0051379600500993895,0.058193950716245585,0.031037403105471928,0.07467257168770318,0.2239969222626404,0.10673437628658662,0.03969198060508185
HALLMARK_E2F_TARGETS,0.02383596950270569,-0.009874452605078136,0.11126990599543506,-0.00842356258203877,0.004534821424190517,0.030739923482757385,0.13697716697512857,0.07959113778222417,0.027807180360124657,0.04274659621719086,-0.0017869520173267501,0.054282115445038095,0.0019903077632726926,0.02111308702706912,0.11515953095946345,0.05614187733109955,0.02460421693510225
