,UKF266,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916inf
HALLMARK_ADIPOGENESIS,0.012993652640913447,0.024558225918312693,0.05559398221226387,-0.11043776612190746,0.012693761665512632,-0.05092578970657583,-0.11101831700122475,-0.004355211578687693,0.011994189147777676,-0.05247171019521037
HALLMARK_ALLOGRAFT_REJECTION,-0.06431011364978406,-0.04848066037448536,-0.057423574277860615,-0.053034587572729455,0.027242531069630226,-0.03601760855730538,-0.08995337495426214,-0.04013223280619983,-0.016264228975071744,0.041001894802804015
HALLMARK_ANDROGEN_RESPONSE,-0.02000931884151388,0.05949322549168043,-0.029841941369666003,-0.052389845543627,0.056796073014468346,-0.010119371475146874,-0.021254033825773646,-0.014134651767313636,-0.01735724615571755,0.04142041666336164
HALLMARK_ANGIOGENESIS,-0.03452836403145706,0.030716744759169988,-0.030084707477329005,-0.03645492899909063,-0.012874110072751266,0.0624193471605312,-0.1526854691251293,0.009966543661112662,0.05806055424873592,0.275633862359915
HALLMARK_APICAL_JUNCTION,-0.022649907329230678,-0.0022570175450127294,-0.037519226357553115,-0.07093696332013011,0.018512151108164957,-0.0612836118339164,-0.10823667166255581,0.0409416281896946,-0.010867346843336864,-0.08870685566635175
HALLMARK_APICAL_SURFACE,0.03132599147635377,0.08015113905868919,-0.0026746123910306634,-0.12711364729682728,-0.05752079979474416,-0.048651272491635054,-0.030774578203531827,0.014245498823294608,0.01890326248626969,-0.09817192870505506
HALLMARK_APOPTOSIS,-0.022337013762779377,-0.030328873229842988,-0.05061591440129423,-0.05059306679072963,-0.013662104426237488,0.01541711349773597,-0.013712120429793842,0.0058172934735994586,0.021065495319682787,0.017140042041599732
HALLMARK_BILE_ACID_METABOLISM,-0.037799046585939224,-0.001031430037941395,-0.004059298057944345,-0.13348095227460202,0.031085015948650707,0.010726191175985,0.064046903329654,0.05826106214130711,0.0006800883481487079,-0.015468806574178495
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.022566433513358557,0.028605987824242753,-0.028975625836722873,-0.024744186283064927,0.0031593290374198543,-0.08823422525673824,-0.024267093810145517,0.003458507357097878,0.088219123669511,-0.04349333427748587
HALLMARK_COAGULATION,-0.10486097917445426,0.0018433596126652418,-0.07168705751788447,-0.06833620433472792,0.053462376551620006,-0.03499678159088442,-0.12676843170335014,-0.04616057548962718,-0.023776150010826613,0.0811238138667535
HALLMARK_COMPLEMENT,0.031423238417900234,0.05698167643889364,-0.08419582419281507,-0.18428928347002949,-0.03900984799803592,-0.07226455216516267,-0.08531055728253555,0.0488572640365154,-0.021313762823823138,-0.030280940505826838
HALLMARK_DNA_REPAIR,0.001532347082015537,0.057058995219493584,0.011146300077651716,-0.14167389135973457,0.043933255159978424,-0.07395149238920398,-0.09789237153723186,0.055807458949474385,-0.048922777075819206,-0.15603380597735034
HALLMARK_E2F_TARGETS,-0.042987331024904034,0.065322701866024,0.0054900673775922755,-0.04116457400780477,0.0449212230172678,-0.04778185241721276,-0.1253846244368818,0.08962220608005766,-0.03947616966377095,-0.02779879716277514
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.07963650071298327,0.0013980266327826832,-0.11735352157236424,-0.020641303532688067,0.03844916210428203,-0.02760545560628538,-0.15619106162215102,-0.00803813690072978,-0.021399727492763553,-0.11963522711007879
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.01086063177757932,-0.028771362837052738,0.04280427611449324,0.006847526762122048,-0.07321402383804305,0.00461729306648189,-0.07181214267885527,0.006070759107766128,-0.02648360388982904,-0.03441706595724381
HALLMARK_ESTROGEN_RESPONSE_LATE,0.054215793511292264,-0.021079027724862965,-0.05722347279100926,-0.15880722082056117,0.059366976239895085,-0.03652555950348053,-0.06986847761812838,0.04833726303708161,0.0075652037280936404,-0.13081689507815045
HALLMARK_FATTY_ACID_METABOLISM,-0.0036413992973799735,-0.04152563041775872,0.02308794341246643,-0.07474215178684915,0.017396682425099994,-0.044110504720309765,0.08169958041543365,0.006002429914949375,0.03436872036826562,-0.012282443161242407
HALLMARK_G2M_CHECKPOINT,-0.03478181932126332,-0.013819772725710345,0.011892597015786169,-0.07267916206723217,-0.10888811941073338,-0.058786051380653355,-0.061540543464479264,0.04116073428849269,0.0008013582156713144,-0.08504484381347274
HALLMARK_GLYCOLYSIS,0.03041709249101478,0.08755736977351025,0.008379323735800519,-0.11939724758402355,-0.10113089503129333,-0.01800001982502299,-0.05401394533289028,0.07957494181204312,-0.02537420962149736,-0.13871109603775805
HALLMARK_HEDGEHOG_SIGNALING,0.09726023564441902,0.06650736794516567,0.054564833196969136,0.0019641065103616303,-0.10622572585417964,-0.09502865393911585,-0.056009751702892324,0.06272495880587876,0.006296911999885392,-0.1291115338816185
HALLMARK_HEME_METABOLISM,0.05616230860233505,0.03971473355555638,0.011959621543367011,-0.06346540156741029,0.0021049162103334218,-0.016467268136281854,-0.07081072674272666,0.03488128287995587,0.0072455797728311405,-0.0647852638297537
HALLMARK_HYPOXIA,-0.021537050426769677,-0.005775351793365287,-0.04804874457826634,-0.030261014047502092,-0.1008010065033277,-0.043263759253405934,-0.11324284148006049,-0.018833799181309823,-0.06064830256690138,-0.20003972285709892
HALLMARK_IL2_STAT5_SIGNALING,0.03389001644664308,0.05470875703234664,-0.02130546089469519,-0.18374798196151026,-0.042950380482511735,-0.06828935509411549,-7.132739404076359e-05,0.06632685655831244,0.04861186510548292,-0.012837576792243179
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.026036702317625074,-0.003851685606378791,-0.08901282832960139,-0.020002871878081842,0.004572382716486317,0.008780130642922882,-0.032789887411864296,0.001131136403796864,0.001123208299678772,0.06306176755676295
