,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH8811Bbulk,ZH8812bulk,ZH916T1
HALLMARK_ADIPOGENESIS,-0.029942528384065067,0.009443811518650301,0.07110249779750508,0.01358351736550894,0.0007025271717935392,-0.00972624863643329,0.13109499456323137,0.06905163605588445,0.031003392444448354
HALLMARK_ALLOGRAFT_REJECTION,-0.02113749847283353,0.05560827837257831,0.04925520625049392,0.039018895649702394,-0.020191963291539772,0.021805746721948797,0.08924605894728112,0.055277509676614045,-0.03810852753045074
HALLMARK_ANDROGEN_RESPONSE,0.01498763222373049,-0.03344577480298455,0.05766912948446612,0.05367185009694091,0.00511100237086503,0.030994044958420043,0.12788184295832555,0.13078787993687818,0.01891563923565757
HALLMARK_ANGIOGENESIS,-0.022216750299560262,0.015728937952523756,0.03711636917693794,0.011912928753033203,-0.023531025699703088,0.09598493349275536,-0.054599237501173896,0.0399195857008452,-0.12145993825225032
HALLMARK_APICAL_JUNCTION,-0.008460905647914501,0.056377391249236054,0.08115010631224355,0.009197390073373569,-0.02570429297401319,0.04722037808748002,0.1206793623222232,0.08147950693785849,0.009499042961884313
HALLMARK_APICAL_SURFACE,-0.03338801690836517,0.03353582687041068,0.007007039037819998,0.06702218230928106,-0.005105053244523819,0.008563024086718874,0.10575073398842609,0.061481914074911694,-0.04190163790471424
HALLMARK_APOPTOSIS,0.035342302909900515,0.05916390979776805,0.007386186248686349,0.006141358424130247,-0.005256608822986691,-0.008502555585081747,-0.00827443222470862,0.054275186064867795,-0.04173634843126341
HALLMARK_BILE_ACID_METABOLISM,-0.06310596721437985,-0.015577084924572467,0.06084211121326727,0.05099223284235212,-0.057174775675899396,0.021480802501377787,0.11441003890150413,0.07961489607115922,0.07007950073110521
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.005418733936428442,0.024625547714887227,0.013364433479764773,-0.015477216097279525,0.031069742789214677,0.0439275166582441,0.11595802638299484,0.06995200267923751,0.05841167781898215
HALLMARK_COAGULATION,-0.07137554426770751,0.1059249278042035,0.04338256336991151,-0.022283736751665256,0.03967783157910255,0.02794506352691689,0.0849474210591907,0.07095238134158387,-0.05799879834530847
