,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1
HALLMARK_ADIPOGENESIS,0.05877439374849659,0.010551336357851174,-0.012724033919311236,0.0790752482620831,0.01503520950240651,0.11516263698571325,0.019442642941204936,0.11542590833410338,0.01714504418648156,0.02392926911859954,0.09825734759884326,0.0265655197381441,0.05463899174392695,0.06227614066652535,0.20536119252236415,0.13714027942316415,0.11992484783036689,0.022089472000592966,0.04385273567739458,0.042758848714861374
HALLMARK_ALLOGRAFT_REJECTION,-0.08137754873486379,0.11656217410126381,0.024105388624399385,0.08712530096193978,-0.04741677223763268,0.008693768331312813,-0.03447624384339814,0.11948861784834677,0.07670080139232927,-0.07523105549268122,-0.10836856378663362,0.02430722209037332,-0.016151772720173777,-0.04052394531622383,0.10330746672505718,0.08490193086249345,0.04581322293063437,-0.05091061741787876,0.08026881332664534,0.01253438778352126
HALLMARK_ANDROGEN_RESPONSE,0.04394439452007706,0.05172460664705294,0.004970371870792686,0.0769099425565556,0.03918540688439519,0.062107679230749405,-0.012895394569719637,0.149115621726963,0.026507364019880648,-0.0009728723783415393,-0.034267018779195066,0.06731391074753214,0.005098658029136401,-0.029631403919992493,0.23809140784802468,0.10307442426652283,0.0039667166410458105,-0.012746343039113909,0.07765304788718182,-0.014361815159814273
HALLMARK_ANGIOGENESIS,-0.07501942037032693,-0.06708133485023327,0.007493563806616357,0.03692322001742487,0.05374961755148146,-0.11598075525955263,-0.037133130416428205,0.0809225866488623,0.002808614157409764,-0.029392317936216394,-0.10062891874150465,0.02258806810801454,0.04277892513055174,0.0028006811737886373,-0.03375279472855709,-0.052247565264515905,0.10640774826030477,-0.018586450062702126,0.005604733865507595,-0.057894163552796286
HALLMARK_APICAL_JUNCTION,0.08523076522191089,0.007439195388394898,0.0028839865967023462,0.1141353716298881,-0.008659117738680302,0.019703987347302082,-0.003589370816977228,0.11033836350126941,0.0199218933059536,0.05321997603651491,0.03653342608754692,0.06650971378629933,0.06220285152740316,-0.02797631128749498,0.20441363035650637,0.1101661217326256,0.06363557074522166,0.07866522610425536,0.08043937279482224,-0.0053110216994015575
HALLMARK_APICAL_SURFACE,0.06774794231523762,0.026229953173667477,0.03187333552239317,0.07999389433963729,0.022179291996187164,0.09238755861675339,0.05224334556498425,0.012493332639461997,0.06362469597932684,0.06430736974469294,0.026217446912982823,0.06795225789271638,-0.006055797588205515,-0.029077217017938112,0.20359071375251553,0.11314604827434344,0.07568443538962778,0.10675256068535446,0.06209365654618067,-0.013372800208585122
HALLMARK_APOPTOSIS,0.035387155102901045,0.07656063298056966,0.0005115939814339343,-0.1049239124052345,0.011541159933368598,-0.083961140917409,0.019145904285898102,0.04507789025412108,-0.028996671584002636,-0.004037646713413665,0.0065076412489287186,-0.06704423411809489,0.0833421506778822,-0.016290213779455637,-0.0502640314101341,-0.06671273136488755,0.06870639184806546,-0.05292861667058736,0.020092900496615263,0.03839353388484568
HALLMARK_BILE_ACID_METABOLISM,0.058087343154104916,0.013777272648303406,-0.007284537928106852,0.09865086684169751,0.05220812213891804,0.08195195812136241,0.008232255164495363,0.08243812921552793,-0.009216943746091706,0.027159524947691423,-0.03060736439355434,0.08959847085959669,0.06034812700119132,0.08071110144865214,0.2034167453158889,0.11993020269674809,0.05136002885841386,-0.0041374357653044995,0.04641791064848665,0.05955454233557812
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10737835897322755,0.01496717422253177,0.03812226150926809,0.042062709028899935,0.032532923477919314,0.0797948900044729,0.0015555819737295912,0.07218789065292829,-0.008964977942151531,0.006464730234049001,-0.06257711594510681,0.09390194819001416,0.12654102953545643,0.08535194389168389,0.23607057781524166,0.12940817239789804,0.0562576986182105,0.043658242659216945,0.048508689961050365,0.03614421754304109
HALLMARK_COAGULATION,-0.056633993741398526,0.015371120262292924,0.011690347273489927,0.03046525880579883,-0.014501007216061181,0.00639552386476739,-0.04697563316171616,0.10230942883837484,0.014997528307630865,-0.04096644226789243,-0.12395116281725267,0.0628567014356473,-0.019173443025436093,-0.06751867254373135,0.1971886257302569,0.0798192759318135,0.09352717790067061,-0.032589406743806934,0.08140975688891525,0.0053275257637443825
