,MGH258,UKF243,UKF259,UKF304,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.013860349615663356,0.04493317268466242,-0.017468320479497326,-0.046590977017419,0.09922297606743082,-0.06045459808531463,0.07294424842627499
HALLMARK_ALLOGRAFT_REJECTION,0.026390570237911287,0.03626678641515582,0.012558400512498992,0.11897958083592779,0.09871348058080356,-0.06644265527299517,0.11329752613028048
HALLMARK_ANDROGEN_RESPONSE,-0.028455101210362023,0.0003936649833727523,0.036063482740359795,0.08803364101368417,0.10578815009823395,0.004569544088966389,0.11554677634802075
HALLMARK_ANGIOGENESIS,0.04923905737731877,-0.10705461355184143,0.0608698381610484,0.09940122087862012,0.027933659394137746,0.03847741013550544,0.00838628675318466
HALLMARK_APICAL_JUNCTION,0.018641469931422527,0.05967628800320975,-0.014082324934830068,0.07298183703542169,0.12379657137075938,-0.06914088815390877,0.08130127923689472
HALLMARK_APICAL_SURFACE,-0.012189893662505894,0.09693386421320159,-0.02530847294574857,-0.0880374688392537,0.01144175543028407,-0.02274320649193843,0.14158724959565971
HALLMARK_APOPTOSIS,0.030311365073278074,0.026729218660739403,0.037964901796866325,0.08241802516208659,-0.008480539330586529,-0.012299341463215966,-0.03203724116166055
HALLMARK_BILE_ACID_METABOLISM,-0.032346279809594466,0.00849369921999572,-0.06800641186683719,0.03163637298484521,0.06010111286548651,-0.03572057464375179,0.02559196430608442
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03813498779165087,0.021051370795213114,-0.008678787353003148,0.11740510845817277,0.015140174052931162,0.0014520323608597516,-0.006839599540519433
HALLMARK_COAGULATION,0.04882204031805103,0.034522698056033724,-0.03883605858893217,0.15147250228865428,0.048180214462517815,-0.07040519768730925,-0.004192432751652905
HALLMARK_COMPLEMENT,0.005271091065591316,0.03326611424093032,-0.017145269188698783,0.1453573443257271,0.11123285820658821,-0.045782868731728474,0.07761565613796362
HALLMARK_DNA_REPAIR,-0.024126958343497564,0.07674352673147912,0.08784052845124155,0.04238517179705944,0.134470485821591,-0.04574197486803248,0.09229625393633782
HALLMARK_E2F_TARGETS,-0.0390569945794109,0.07100253602264117,0.004533205227132975,-0.05601119774670339,0.03972829032819707,-0.008964612544541412,0.03833204134467986
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.008002917378704302,-0.023239644817514803,0.09774733988558687,0.15807312712930643,0.06730033636269614,-0.016403588220972536,0.013315195083905095
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.052581432065331744,0.008252949365566014,-0.031214035840682972,-0.08592424813675982,0.07269866545426591,0.0013946305486274232,0.04489277731878321
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.009316256979398866,0.0646535357378079,-0.0030080039036969887,0.1424567188795366,0.028810986769012566,-0.012785513283353802,0.04368117112800467
HALLMARK_FATTY_ACID_METABOLISM,0.05200165100130063,-0.005041211238714894,0.05987620279672219,-0.033992758481545114,-0.049571644176379916,-0.046078926234923996,-0.035521696014954286
HALLMARK_G2M_CHECKPOINT,-0.012815528246979712,0.034915562394718574,0.028060773886630093,0.04049594413741047,0.11008286077194174,-0.010826751996225185,0.054120695444594316
HALLMARK_GLYCOLYSIS,-0.02175143346268144,0.01531907909090926,0.03608140311743309,-0.07995505864718477,0.035099647845332434,-0.020724267809263695,0.09419998229859627
HALLMARK_HEDGEHOG_SIGNALING,0.032782522872879534,0.10911707026466222,-0.038002379703898345,-0.10935240016261596,0.07096402740581291,-0.013229865371508892,0.03349678326426963
HALLMARK_HEME_METABOLISM,0.018278284461023038,0.05105378106582381,0.007927759291323461,0.007122550306993041,0.10410992866133921,-0.007468991598530983,0.07319971784644747
HALLMARK_HYPOXIA,-0.015474926493035389,-0.07071839522935043,0.09852369263154244,0.08614960049266211,-0.0853835973237569,0.010267074724614212,-0.01706289645242366
HALLMARK_IL2_STAT5_SIGNALING,0.03579081900152359,-0.00826779331807978,0.05669370340207013,0.04042808360475195,0.018012908260074834,0.010010627403101392,0.04006818205018005
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.026716795004179988,-0.06899062801219129,-0.027190349319983653,0.14475637571130912,0.028909102615200848,-0.006131168527471466,-0.013879009920088406
