,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.027353650901024415,0.029814127931356314,0.013115596849141285,0.029534968234060627,-0.03277384117849869,0.10822802395821418,0.01029083335952648,0.004920748708799664,0.027632309101522565,0.02170588932913816,0.04542829473528857,0.14559042388869198,0.045856857985974886,0.03553999243466452,0.1747810141818281,0.0935121401492953,0.038123876876274915,0.03472204472663389,0.003198758385779142
HALLMARK_ALLOGRAFT_REJECTION,0.014650633009050637,0.06416384511449191,0.017869552998592206,-0.029832836047745774,0.04780103256166402,0.10782682424506171,-0.013781662254060195,-0.024004193638057045,-0.029226077757593664,0.09222839556302857,-0.03969912312644874,0.15113349647970792,-0.0004853264310937777,0.04887454535558243,0.16780445287057705,0.11342745075641972,0.03624911858521535,0.061381143282757705,0.0026030074446847704
HALLMARK_ANDROGEN_RESPONSE,-0.003181308995501689,0.03354191949037441,-0.016019123983492606,-0.038235119386885785,0.05240699367032156,0.1432397632105776,0.011178620859548629,-0.02938176538608161,-0.08959687988736283,0.2745637795216104,-0.035682191295860345,0.13937133949447128,0.044138880029312905,-0.044087601229601876,0.10409234120170192,0.033592779347579066,0.008580053822713067,0.03135565932008892,-0.010752897546963652
HALLMARK_ANGIOGENESIS,-0.044518951499300796,0.028039648799120485,-0.026325305116408185,-0.03255752745651213,0.03212947533341537,0.14008020643064875,0.012853591541821316,0.013397858488287642,-0.046780934103716885,0.25174068896822044,-0.12372320981860596,0.1818652902334372,0.0022463718756148446,-0.030121928266494607,-0.04584405997658468,0.003733969687929155,-0.031255082147661845,0.030480579639744366,-0.06994489645908172
HALLMARK_APICAL_JUNCTION,0.012352315657855922,0.002071937210870685,0.013991372284580037,0.07199540088493481,0.024226621773888072,0.12605690117647408,0.06343526855444609,-0.0025681937733613804,0.04863717877162008,0.06186946306428495,-0.036086723471230535,0.19220599101869154,0.07663292686443633,0.04397370163263782,0.18697475488182802,0.12318245281902414,0.0047072768203099144,0.046711604735667565,0.03925252843554937
HALLMARK_APICAL_SURFACE,0.010531515683181142,-0.0226129260361791,0.04228148115035922,0.09209557835433985,-0.03908846457288886,-0.09676418506830736,-0.011267777697141115,0.03828159328139976,-0.006121157196138964,0.1169183995445706,-0.011266274307089201,0.04432997891976442,0.0833146765209901,-0.11670742583398058,0.13978831786579618,0.033148466468354024,0.0018655940078108296,0.06511129555395133,0.0013353027452076788
HALLMARK_APOPTOSIS,0.0027454499502621082,-0.016550089802021703,-0.024269732198312372,-0.022713885271470866,0.012212711114003011,0.054710084972055005,0.037322691626930284,-0.014213460478835802,0.020405289608015607,-0.11311865076865954,0.0515386635727383,0.015111580834694494,0.04146252143736329,0.012417616337551951,0.07514227400559766,0.0043949670013582924,0.014238324782272363,-0.0005962547888509874,0.06913212519644885
HALLMARK_BILE_ACID_METABOLISM,-0.037219249016699464,-0.012825092712861228,-0.01671040299479512,0.07520964135563338,0.015191467827993492,0.136975786404964,0.05726475273725056,-0.02918194679292363,-0.10142085875966293,-0.035067738259158314,-0.012283578808477524,0.11070091442441637,0.11348831669111643,-0.018476413108232774,0.11310510733036641,0.02701439930111749,0.027093085970570033,0.008191045640735415,0.0027508925574182873
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.005490248915656528,0.013479034859181104,-0.017709148340658412,0.06588975535498248,0.039454335770063464,0.11128495768316791,0.03412431646297471,0.015663268410935856,-0.12235541322746706,0.0664011282133861,-0.056546897345413676,0.014554009156687642,0.0255063325932734,-0.07443011002693695,0.09830669578806518,0.005170783362101846,0.031597729533724424,-0.027983798768177526,-0.09640081334594297
HALLMARK_COAGULATION,-0.007251792816490462,0.04683913494002531,0.04060611140128691,-0.010206650539760498,0.04858449024243148,0.12083090044208739,0.0055599536916696715,-0.04855814708012748,-0.06207710705644393,0.14894304717764414,-0.032800651250971626,0.11405972341756794,0.10870073364439693,-0.00426495437198032,0.1995146954426792,0.09059324915164135,0.04319886100857434,0.03583198173894809,0.03503769226225413
