,UKF251,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8812bulk
HALLMARK_ADIPOGENESIS,-0.0384149450187423,-0.009048251221601791,0.027922093169533327,0.06018229573331998,0.052681360007667245,0.0042495995659829425
HALLMARK_ALLOGRAFT_REJECTION,-0.034622757941073036,0.14533945653386568,0.014106154596177867,0.058293828447960695,0.014474197432305151,-0.056390234955391
HALLMARK_ANDROGEN_RESPONSE,0.0012294708717275446,0.17166157966680676,0.09971328678757342,0.049796676530825604,0.04373487617569484,-0.009734601885965978
HALLMARK_ANGIOGENESIS,0.07425707860623902,0.18232564162411447,-0.009041712102005214,-0.017692550840613802,0.05655275928780719,-0.032682068669615705
HALLMARK_APICAL_JUNCTION,-0.05827963377396115,0.040907681153888646,0.0922051868396367,0.09617702816417778,0.03293224809341166,0.02917230505436872
HALLMARK_APICAL_SURFACE,-0.02493679829838819,-0.042471234390949644,0.09850452466216415,0.09133856236371488,0.011058132496697202,0.03854698170443748
HALLMARK_APOPTOSIS,0.01371622947940841,0.09121814973653308,-0.058617654820663,-0.014556750644304377,0.04292436059394616,-0.03230993488726463
HALLMARK_BILE_ACID_METABOLISM,-0.06055346178938194,0.1119246005114961,0.09935632593016408,0.008946514226421683,0.010772196677156369,0.015801838920644247
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.016776756634664526,0.240864777871295,0.17276522372630254,-0.055199517873895,0.0056943496751506555,0.03046436017839766
HALLMARK_COAGULATION,0.016329608638171934,0.20443653712619148,0.0810107890107183,0.056939361998200044,0.01915075885627184,-0.07123328947996588
HALLMARK_COMPLEMENT,0.027149911539773794,0.1458467834803811,-0.021576105716510845,0.04581773386875161,0.048789442390723324,-0.011354400006704112
HALLMARK_DNA_REPAIR,-0.06461701312782697,-0.015108029560721305,0.08139072007845452,0.07808753013602357,0.06369450584453175,0.032680791830485376
HALLMARK_E2F_TARGETS,-0.0718067431390711,-0.08439196695482694,0.12924511281089393,0.020936605916875455,-0.028445197101789343,-0.06786506839323583
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-4.788131676275054e-05,0.17944493384537383,0.03755274714133485,0.10300591237434466,0.07183879319757604,-0.030713498993875772
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.010743754126648433,-0.08826206694849954,-0.033566334139306736,0.040120214680918635,0.07218213717703889,-0.04206339666936955
HALLMARK_ESTROGEN_RESPONSE_LATE,0.019246569215648903,0.04534150157888341,0.023960018833611835,8.405512585316627e-05,0.07879448397228783,0.060640694914511
HALLMARK_FATTY_ACID_METABOLISM,-0.07273022555219828,0.026451928021059393,0.010584124148438156,0.01002557777644944,0.038770080065606366,-0.017633835918636064
HALLMARK_G2M_CHECKPOINT,-0.056829584258013585,0.08725895958527652,0.11890564662726873,-0.040026938797163604,0.050317312303550764,-0.007917062635665294
HALLMARK_GLYCOLYSIS,-0.003146068125475066,-0.12954487395961653,0.0166264532069805,0.04308579832256633,-0.0008609318850253372,0.020227439956719932
HALLMARK_HEDGEHOG_SIGNALING,-0.010386416741883342,-0.14690097093099969,-0.0560087424526354,0.1211435598819289,-0.004242418565016533,-0.03837816196336088
HALLMARK_HEME_METABOLISM,0.005076676408340926,0.002926905183063829,0.06184333062497817,0.055568681561660435,0.0319688007298884,-0.05011192069752584
HALLMARK_HYPOXIA,0.0034481237960516443,0.020570266048254023,-0.038019931143890365,-0.011076130470285972,0.0033580090287487485,-0.020203400022447634
HALLMARK_IL2_STAT5_SIGNALING,-0.019217469603687858,0.18209464707910386,0.07292040071936255,-0.00023109477137618755,0.07032146504862807,0.019540304067812476
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.006330249760221938,0.20876507704849953,-0.0014555720077540986,0.018604814895810347,0.043882054440556886,-0.032135719027586454
HALLMARK_INFLAMMATORY_RESPONSE,-0.038144271449145374,0.0010694655841304167,0.12058854051348228,-0.011023821421350487,0.02001000151889239,-0.04064470660476226
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.041514609453665086,0.2021211033597506,0.14662916242914775,-0.0451231312211186,-0.03209880735045518,0.03591578948672455
