,UKF248,UKF259,UKF266,UKF304,UKF313,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04227833799093941,0.0095606622932464,0.028822421744588142,0.08326106709202515,0.06661253904054237,0.10901424860655078,0.05548070252610131,0.16496261286228275,0.10405104034230347,0.0876190043272466,0.04031497248265216,0.07598550100381397,0.1083550077179389
HALLMARK_ALLOGRAFT_REJECTION,0.06176734150394464,0.036902556036877684,0.03614344519013592,-0.07737079330155347,0.07015585911286398,0.021502544787914947,-0.01664664949866458,0.09274707615948836,0.020353149822913873,0.06211681561545447,-0.004148200700424273,0.06286265293327528,0.01343707026903023
HALLMARK_ANDROGEN_RESPONSE,0.05319755035007231,-0.012388040708666434,0.009840085994481645,-0.013752906618368274,0.058260287547735025,-0.04767876648554669,0.047990374312110354,0.11810851565894973,0.07555295514878314,0.04858681770163599,0.047927397575040866,0.1335005996443539,0.10651607427444251
HALLMARK_ANGIOGENESIS,0.022064520431143295,-0.022191501947772307,0.02230221512151078,-0.05742632705655142,-0.029827442184549736,-0.0437764531099753,0.022273079930159333,-0.05880537003344243,-0.04422375067847194,0.10073351088980326,-0.011258170774897627,0.1130189694790453,0.053354379729373874
HALLMARK_APICAL_JUNCTION,0.06941352657930845,0.05334657971876021,0.03115153314568094,0.0251477839658725,0.10179229927575044,0.09086442442028868,0.07478015777500217,0.1557650160274675,0.12408510332919785,0.08958700508632689,0.09588348689554778,0.11573947462538,0.08939989298212855
HALLMARK_APICAL_SURFACE,0.04098052045798853,0.028574105010934246,-0.009304716017971811,0.07566427017259031,0.05772563275309635,0.041847944430343634,0.008588990941713155,0.12233198814090404,0.07430310886092893,0.05253231104032914,0.06316808563833573,0.12466954624967161,0.012312762609011686
HALLMARK_APOPTOSIS,0.029862056270754833,-0.0011199376271935544,0.006579142105981132,-0.008003746361323946,0.007999473196376559,0.02133101233526855,0.11390288794883474,-0.0581611253684452,-0.04006554135706834,0.02508916078352433,0.019912107832795636,0.044369708468924456,-0.03969070884954635
HALLMARK_BILE_ACID_METABOLISM,-0.010059474614973916,0.006530862923087693,-0.030718275439613384,0.0053343737443619635,-0.020204438647136936,-0.01820372345034065,-0.009538008917343584,0.11591572169008622,0.09340634251726963,0.02044283708892416,0.03028614005622346,0.02456239117899462,0.03116512084023771
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0022532250731740265,0.024895587265656265,0.020382654325936396,0.001746128670197716,0.06370295597419386,0.09659062632320344,0.06966733393857819,0.186985431798831,0.11610468844356478,0.0064907869372384215,0.05454192834192795,0.03480908061525774,0.05461507964405462
HALLMARK_COAGULATION,0.059938366441520494,0.05105132125462873,0.001632951787798936,-0.035345243246578735,0.04186854434191016,0.0027970206866670335,0.006294304984030148,0.08454373222331873,0.10870284874562976,0.10443341264376571,0.010859051566900119,0.14125521582922154,0.025173965581191022
HALLMARK_COMPLEMENT,0.03615841224441278,-0.007081421615096664,0.004157051005962694,-0.04001569797744398,0.06913369440654969,0.06812401039610483,0.04005501004455621,0.12861666927239437,0.03975858833347896,0.033523640158966785,0.0007880490014301308,0.06376237528977796,0.10662442430731028
HALLMARK_DNA_REPAIR,0.08721229167287413,0.04248390182889103,0.034454632676373734,0.004390058755317362,0.09868588887900201,0.08856361310551367,0.04969511824964559,0.1860995210508067,0.11227286649254963,0.045951579944375584,0.06734658317602348,0.058602370421513665,0.1018328503439004
HALLMARK_E2F_TARGETS,0.062143504289379,0.004541328436115628,0.022490156809274738,0.09290840101036406,0.05841871461056018,0.030899820741413276,-0.035286488920991586,0.10445832392126472,0.053616396556599374,0.05346464696645632,0.06278453290242446,0.01056136471527961,0.026084507235309966
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.06377642067874709,-0.01963327637372547,0.03614359915440098,-0.03422315434867941,0.032280327568234284,0.010812834705614956,0.035733090560010575,-0.03385228103900377,-0.019190931448631342,0.09470451461975173,0.029661984059879066,0.1550510096887811,0.08386347123242441
