,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.005504895311505356,0.07352510754180402,-0.05056630714557118,0.024877866875992576,0.11424144716691328,-0.016995490692154162,0.05881074061773852,0.0565440414636342,0.006807303500610396,0.14796110233531812,0.04405092752480731,0.017863172844528034,0.061046614712916863,0.0065273312196670276,0.09337015819328395,0.03912676753528325
HALLMARK_ALLOGRAFT_REJECTION,0.07311446867820887,-0.017092638642487907,0.02950554617595696,0.049657788403512565,0.15600788105479657,0.013087716170221399,-0.0012374535648755542,0.05104701357640403,0.059793678550895915,0.12246516148141054,-0.029942928591916582,-0.030159512156942826,0.04657843802859823,-0.02329573122018114,0.08252260932219482,0.02006563794256459
HALLMARK_ANDROGEN_RESPONSE,0.05519236216234194,0.031964504279353385,0.08434215711977523,0.05043047191398115,0.15563580784197034,-0.019105801054415335,0.027792748493495723,0.07736718892742694,0.06107274482195664,0.13534794422548266,-0.0075741315971128926,0.010951827328727855,0.025072045355945295,-0.04334331467659376,0.07384754440065983,0.054336225773977224
HALLMARK_ANGIOGENESIS,0.020867063263895372,-0.024737657834833813,0.03960201713032381,0.06749982230693842,0.15498056077606628,-0.03179074403887099,0.13182116915195477,0.0017011385092327855,0.045765381005240705,0.18402628357428708,-0.038201649736429595,0.030829735538237237,-0.06570354669185215,-0.027374507689295637,-0.017901653157920007,0.00990484858302224
HALLMARK_APICAL_JUNCTION,0.010515569351883178,0.027519503574925476,-0.043450191466681,0.07488713827582151,0.1762168617705318,0.027541675722060757,0.014732826021235077,0.046135620274618025,0.06292554910884968,0.09304879694707155,0.008203270580965477,0.044360934245233914,0.04196117165082931,0.01790007614109242,0.11306499567914638,0.06415372730917554
HALLMARK_APICAL_SURFACE,0.011071915650503578,-0.012450658477555216,-0.0950767068495525,0.0210889941126805,-0.02177880075736827,0.00413930249681525,0.04754182567109181,0.043332869407923066,0.03963637342363863,0.036671214107022364,-0.03510803430372835,0.06195794729120601,0.04577226942139433,0.0015486107413930441,0.1213913293158766,-0.002822551775438309
HALLMARK_APOPTOSIS,-0.03252075152262692,0.008124110591453312,0.09781542184052319,-0.060447666436820605,0.04802659526846634,0.014095218026349507,-0.0008160328533384857,0.006550710804743872,0.01625231188445635,0.0589579200197551,-0.08032537533918353,-0.02577967374873674,-0.01880929046167595,-0.004827293352937925,-0.026130341668890066,0.06505759366046421
HALLMARK_BILE_ACID_METABOLISM,-0.003344077561791485,0.07250979324550465,-0.08994926090528532,0.07598358181669054,0.1457721324820473,0.004955683796524263,0.02103715689130151,0.02518980772696267,0.0018193390935103025,0.1159548924477737,0.019829186232576772,0.011298705914026893,0.036464632083558046,-0.02851350770684096,0.07312662485697184,0.029921339755040827
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.05551664805657949,-0.025971183603179,-0.08918108960349043,0.06262701295118826,0.08370651479492723,-0.028563034998619837,0.06181477722592923,0.05135208862710819,0.07110953247515908,0.18101762581693565,0.053084850261275233,0.06436106908833934,0.06441251434111493,0.015250457369253154,0.03451835337613924,0.06264381188294776
HALLMARK_COAGULATION,-0.028060410027495403,0.01887976815232976,0.015680762100543612,0.025851825776217363,0.1465531481779992,0.014938149324090946,0.12456499826934361,0.07346930939317056,0.03162499520983783,0.0938405787759908,0.053794133208516025,-0.016733756310561374,0.05888489950605637,-0.035991712476468735,0.07372807716696861,0.07603914295430865
