,MGH258,UKF243,UKF248,UKF251,UKF259,UKF269,UKF275,UKF334,ZH916T1
HALLMARK_ADIPOGENESIS,-0.010444035162283573,0.01617950757044454,0.014513850608896012,0.023298821223876876,0.016985300448467345,0.09664450750626312,-0.011497627355947235,0.04790001356480475,0.1439150042288436
HALLMARK_ALLOGRAFT_REJECTION,-0.003678669402317108,0.050072081300514645,-0.045396565479869345,0.018461178499886533,0.01810790650314539,0.1357249486503885,-0.034094101792802804,0.10696739525828597,0.08732419858843897
HALLMARK_ANDROGEN_RESPONSE,0.04240786280233144,-0.013165013026551639,-0.005506637771380232,0.011619331759848667,0.043337424362381714,0.11075531277550323,0.005980995908605288,0.09490201160070053,0.09399209411881677
HALLMARK_ANGIOGENESIS,-0.014048157128812423,-0.017112699706382923,0.04963925360051272,-0.0376793807644803,-0.03817370729008803,0.1535386137194204,-0.03506126383902479,0.030784514157282474,-0.12359672948690657
HALLMARK_APICAL_JUNCTION,-0.0029499242515935134,-0.002119839774805761,0.0019003608160609706,0.06910944313734427,0.05692388476600075,0.1499310933068904,0.011571600148756179,0.0932605372982034,0.08387056108988791
HALLMARK_APICAL_SURFACE,0.07659116755824528,0.0037222337526699764,-0.03931865371353831,0.045358213056883305,0.05841881907145086,-0.07986301700535775,0.021178396405097156,0.060408389368961125,0.10720286567772487
HALLMARK_APOPTOSIS,-0.01659393260268689,0.03314130969134688,0.011707614003092129,-0.030846318401807214,0.05323255854429288,0.029284309643870184,0.04061229439674204,0.0613169555311279,0.050276288284134954
HALLMARK_BILE_ACID_METABOLISM,-0.011027668234124422,-0.024886447083425037,-0.03137065489557996,0.054726629683272666,0.02408497744804293,0.09986799134053123,-0.011995710945171486,0.06743536764642921,0.1739317282159669
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0388112162692136,-0.006834224102263888,0.05661207116098711,0.03215653698883243,0.06015978635526343,0.0673242343387872,-0.019355607663436577,0.0749532782475413,0.13680826993845166
HALLMARK_COAGULATION,-0.009259813208519067,-0.00455670304568194,0.015425116405907534,-0.0050447177973662865,0.04217428011718124,0.1302193701970786,-0.021343905654133247,0.0986587563080949,0.06862433422605042
HALLMARK_COMPLEMENT,-0.0010115480627337847,0.01669668276602079,-0.009580690424689646,0.005899094517142409,0.052871730665195855,0.15047899734729112,-0.03497918184417012,0.05105728747401382,0.1198515571915524
HALLMARK_DNA_REPAIR,-0.0054253616852973155,-0.015470186743342702,0.008995701113738463,0.09066491340155644,0.019476250591308888,0.13839935971907472,0.0044655156899654535,0.0960367041214934,0.16110441561977676
HALLMARK_E2F_TARGETS,0.025219925117888148,-0.022768790781704795,-0.017252745511603218,0.04477434209024405,0.01722648976274663,0.1446592935221956,-0.0031849799834607513,0.1263969444122862,0.13610380196117888
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.030563170337126366,0.004655766473085372,0.03114024830847718,0.04594260542814988,-0.0009133451429672708,0.155482971985386,-0.03175278352009965,0.11600800614610647,0.004302625559503138
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0019543443057636893,-0.016850291030695144,0.013588469783252953,-0.04172528037049051,0.0461129684280944,0.054107032979838605,-0.007459609433627267,-0.00680460992721679,0.0891445616702573
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.02089187577584227,-0.023895616856677918,0.036635593492652004,0.0777729981439308,0.007325444910285449,-0.008425285178502759,0.03175765339415569,0.0385440170206704,0.11405580925653899
HALLMARK_FATTY_ACID_METABOLISM,0.058385755651995094,0.030612045385302572,0.06111732157428444,0.011353827361196408,0.017414812066718018,0.059979102419526815,-0.015030096587986643,0.044319471279055264,0.035445735764041295
HALLMARK_G2M_CHECKPOINT,-0.012966660191798896,-0.005426952370943558,-0.003935997553509714,0.03614240898369883,0.041392789585775955,0.12954768638865827,0.03858118280740196,0.0839710202191651,0.05710650559343541
HALLMARK_GLYCOLYSIS,0.010106790897824172,0.013291089935077185,0.03395019048549697,0.04092754884292931,-0.01116956373166261,0.12145868296282639,-0.0401144608010525,0.016251019731663197,0.13544549073095177
HALLMARK_HEDGEHOG_SIGNALING,-0.00846087041291457,-0.0116297375183632,0.02517608253046935,0.07913791362508826,-0.001403431994782174,-0.03507295606869247,-0.010880834483823695,-0.06421300826557302,0.07248550190871562
HALLMARK_HEME_METABOLISM,-0.02803329894019913,-0.04375972592785271,0.057879982199023815,0.034120291363128614,0.02169006904059407,0.1258937291194016,-0.01647298044880861,0.05726718680197663,0.11407058175888547
HALLMARK_HYPOXIA,0.039583493812064385,-0.012226791437651317,0.02673925705689017,0.008627048422799,-0.02026363134540506,-0.03422547896663081,0.022380016505446746,0.025950400579230638,-0.05806132135192255
