,UKF248,UKF259,UKF260,UKF275,ZH1007nec,ZH8812bulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.07979466598296824,0.015290330842562157,0.006254280113551422,0.02559803596506928,0.052184817288012955,0.023182888961814408,0.06230211601513421
HALLMARK_ALLOGRAFT_REJECTION,0.04781380683694967,0.01773874402804377,0.006914594228024133,-0.058301406294467735,0.03964419374317131,-0.031084584292007007,0.07836675993445984
HALLMARK_ANDROGEN_RESPONSE,0.0779195845519496,0.030153612583091103,-0.027305321448372957,-0.005613119923184085,0.0287983251213711,-0.05789379998899154,0.07104533570428931
HALLMARK_ANGIOGENESIS,-0.001179159753186548,0.0016411633129572872,-0.013392331229044145,0.04676633513376528,-0.005820355043960402,-0.06581764713955932,0.024614172725420064
HALLMARK_APICAL_JUNCTION,0.13552572952799283,0.00729887251158647,0.05722981026482057,0.033730050570979685,0.02020525001660946,-0.004590543758626397,0.10337971923213159
HALLMARK_APICAL_SURFACE,0.0974950839124366,0.010018886341008988,0.06849650874522127,0.02036222240312861,-0.007439452661126145,0.006515046679520947,0.07375658010901387
HALLMARK_APOPTOSIS,0.0399259636132083,-0.018910907749211645,0.015781822233657053,-0.0069804431165842095,-0.01340580617444626,-0.0349857610089982,-0.007728245669899036
HALLMARK_BILE_ACID_METABOLISM,0.07881913483994935,0.07408866869961578,0.007426202885734705,0.05897152992284592,0.04997226618709375,-0.0004121753244168358,0.011420077380659172
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.023158755507785928,0.017348581908534833,-0.03987752269480917,0.04314011024537628,0.07241291499012194,-0.03448551401277257,0.004645007465219259
HALLMARK_COAGULATION,0.10406302280884878,0.0008963600306091293,-0.015824894697525873,0.025226888901011164,0.02876631099917415,-0.06961614374179526,0.10546679690135219
HALLMARK_COMPLEMENT,0.02800274559056458,0.026867387820668408,-7.184770058977182e-05,0.03893603323305557,0.013010496262629716,0.005501528652328187,0.029970320614998897
HALLMARK_DNA_REPAIR,0.08995606414974673,-0.013328597036707393,0.0018727419598038861,0.034853522188345164,0.08133434006613435,-0.015733228281949903,0.04589669144947326
HALLMARK_E2F_TARGETS,0.07570301144000835,-0.0177278172493577,0.005924562399650771,0.09386288940724427,0.07841781053578173,-0.045283861293172335,0.04110523523185022
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.10792503799173808,-0.03888695934145504,0.034394837387644144,0.058959979907374366,0.03840916786916323,-0.030055132499281222,0.0946266046323946
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.08125928660402482,0.021088505059395406,-0.0009789214170002685,-0.09219109478095436,-0.012159073060391802,0.020463907465648804,0.05662551085856539
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04580902219191321,0.011148245538483365,0.006906233391211334,0.060346233983322325,0.047341068872829815,0.02577487117200314,-0.007162673997470219
HALLMARK_FATTY_ACID_METABOLISM,-0.01924116774810211,-0.029390002702242415,-0.04266121608397377,0.04455434874959725,-0.018107191423522812,0.03763315515582719,0.005533654174466225
HALLMARK_G2M_CHECKPOINT,0.07905392351566477,-0.0031974987767946364,-0.015006335700178935,0.036384444772491926,0.05324820212347793,-0.008261871672750328,0.05588547862920212
HALLMARK_GLYCOLYSIS,0.027633537220321597,-0.00307231853821254,0.006799344731240531,0.07313704511174346,0.024328289789538313,-0.047208219724010465,0.02899272345793902
HALLMARK_HEDGEHOG_SIGNALING,0.03152880552128989,0.005650946906500239,-0.06104294745247023,-0.047361575335744595,0.05385881580215746,-0.05553815617817,0.025551180555399084
HALLMARK_HEME_METABOLISM,0.10347124878325491,0.012176024682683102,0.021105077061577805,0.03046460351933071,0.06577645391047422,-0.004893698844260204,0.03787009041920136
HALLMARK_HYPOXIA,-0.07940986030718777,-0.053008903206573706,0.005552491147339726,0.028976172996014342,-0.08732211450615035,-0.010231983627318836,0.030815976985348097
HALLMARK_IL2_STAT5_SIGNALING,0.0760930355224881,-0.0310718597326067,-0.026922502750953405,0.04887573976283528,0.022109093510629514,-0.05281030349078127,0.09663188301554095
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.0865976668711788,0.02807442983082743,0.05247880608766494,-0.009008805022070044,-0.043400810583897234,-0.03694277170138126,0.026344142497423815
HALLMARK_INFLAMMATORY_RESPONSE,-0.005745370267675871,-0.08071328070362982,-0.0429017393929486,0.07819864097331498,0.03320624758364228,-0.03504092133364364,0.001067055226198273
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.05800866539497045,0.029080412543670893,0.04910320861570996,-0.03164741758405055,0.02769157072720342,-0.03197657870811995,0.09296482100230562
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.06321653875657643,0.0173741536554651,-0.008732022371367882,0.0005101318528719945,0.017713992332950023,-0.005346139561471019,0.0327946812068418
HALLMARK_KRAS_SIGNALING_DN,0.018029667285173002,0.01608237805411233,0.006334589552772719,0.07626002524160733,0.054195687236947836,-0.05583824209570864,-0.006048122829952313
HALLMARK_KRAS_SIGNALING_UP,0.057871293073910944,-0.006101163464270669,-0.03307468984375182,-0.05295431882063927,-0.03152267219533629,-0.08376164054747481,0.10491038834963824
HALLMARK_MITOTIC_SPINDLE,0.10383774532961151,0.032395695168142495,0.042169960163948784,0.03160419647123592,0.04318918120956965,-0.06384577888344284,0.08653666579965613
HALLMARK_MTORC1_SIGNALING,-0.032363658133085824,-0.01662686396327608,-0.026621365477206997,0.048113741153981385,0.04015853051956625,-0.04928374215715915,0.016909320247042774
HALLMARK_MYC_TARGETS_V1,0.06420700779198095,-0.01491146467861687,-0.01975734548299116,0.011915999567647285,0.07466449673940946,-0.018732164244861096,0.05792461943055029
HALLMARK_MYC_TARGETS_V2,0.03986687958517689,-0.0015921777543463492,0.012099232379641237,-0.004209255038160602,0.02447286150009438,-0.017702861924607478,0.039698012580698876
HALLMARK_MYOGENESIS,0.10311253107679112,0.0044697929785843795,0.055348905067598896,-0.019059562105298317,0.06530167548775855,-0.0408080849898838,0.09327576870628924
HALLMARK_NOTCH_SIGNALING,0.08091419507595743,0.046847936658511384,0.038074386172956685,-0.012921834067252167,0.1005804759077921,-0.03573479497031468,0.09580405638109142
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.031850783043515817,-0.011407769742668755,-0.041812195948684655,0.014510127772303627,0.04012157160315939,-0.00568269925342633,0.07094167164856749
HALLMARK_P53_PATHWAY,0.05772027730169142,-0.0077147891812764675,-0.014786193157172674,-0.006628730118973567,-0.00177451660355777,0.0023056427776737332,0.040465113624612255
HALLMARK_PANCREAS_BETA_CELLS,0.08406985481575086,0.033248162424455746,-0.005624216924898537,0.006490850201540283,0.10965968487177516,-0.003200768642078582,0.02065128604790903
HALLMARK_PEROXISOME,0.08162215485397896,0.011777048733000187,0.021661832276097682,-0.021835635835874518,-0.013187277541794192,-0.032129434240573886,0.0356816144638979
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.10035171553656883,-0.027059600440350867,-0.014722124706523875,-0.02080915322886734,0.07110811474722308,-0.008133716466322027,0.05674533913350216
HALLMARK_PROTEIN_SECRETION,0.08265357862794157,-0.013409025468529925,0.00510843485585231,-0.0041974465292144245,0.03990732324691827,-0.028787959686820696,0.033273595990585283
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.032796913910785055,-0.03872058124837586,-0.06584252184120112,-0.010696893521019863,-0.05770221084957109,0.01915205234884176,0.06333460667538482
