,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.022274902160540046,0.08363100573865219,0.042058177617597545,0.04685122627597226,0.015268047411275942,0.06645371258286528,0.12542624007114495,0.0805219515237422,-0.0464662569575099,0.0014289267116384852,-0.0014395110764725846,0.22131120089678166,0.09554182085824225,0.10550249811370488,0.15343484214162256,0.07713525793939496,0.00012110929271330368,0.022585032115507154,0.22618181939711837,0.20566434451686824,0.14990292639622851
HALLMARK_ALLOGRAFT_REJECTION,0.000708744267165739,0.10997048349767546,-0.10828140780118381,0.010953496822004135,-0.038451228549454985,0.06140407741878518,0.1297800580375352,-0.11450028364647698,-0.20914036198981253,0.02261808506883616,-0.07088122238163658,-0.3171661773147478,-0.17484528587191644,0.012906142343378557,0.07844522741548986,0.14469359743319235,-0.10166587494704475,-0.005151009551407952,0.1366217352094059,-0.007388865157840607,0.0331872778263511
HALLMARK_ANDROGEN_RESPONSE,-0.01133594923062968,0.019111606087936227,0.010174616392661985,0.04284206882192729,0.011153503516109754,0.07897700961629207,0.24466592395988923,-0.04785353791527507,-0.17458509779634965,0.003649425498403569,-0.01813709301592367,-0.1070776738507583,-0.1186087016885881,0.017214912505473273,0.12682347354525592,0.1277591126480296,-0.10534728284446868,-0.005523682738128519,0.1090840093914519,0.06381126706167525,0.10248129104604577
HALLMARK_ANGIOGENESIS,0.026734475861904212,-0.2260661515821094,-0.027308773925648077,0.06729269660023253,0.01367402032616337,0.011825483678415889,-0.27891049405157087,-0.14197001118526542,-0.2411078480752958,-0.09088216858632844,-0.10803343694114015,-0.3271858459686682,-0.3300289513218684,-0.07180494719455378,-0.06977194568086031,-0.004198928291654926,-0.11799731946623251,-0.0008868508391895125,-0.1826161693950217,-0.18918238647181557,-0.23431264724237508
HALLMARK_APICAL_JUNCTION,0.01636939463127743,0.010861295452282458,0.05372760153782028,0.01757736439906506,0.0026356111749555903,0.05994677068880389,-0.07621671099470545,-0.02027935652278191,-0.157454430449303,-0.10006620343486164,0.012725513624951031,0.10118602959910666,-0.19641672377839947,0.07578246856370012,0.15384039317244358,0.11597699073077974,-0.1394899868856856,-0.01928437208636216,0.1601965434935035,0.1425563183043821,0.27945053247733564
HALLMARK_APICAL_SURFACE,0.04268803711936925,0.20679506549721421,0.09206830873709726,0.02223494860489184,-0.06135584349078346,0.03705681108734877,-0.01527684261202918,0.1098787440072386,0.16033324224415155,-0.08315960613476547,0.10160319073446568,0.1515849413721378,-0.028790089128408167,0.06015717017579529,0.15243859431126736,0.04636201333392897,-0.07947722840360257,-0.00794904791375397,0.0895270590617325,0.1256805127189846,0.09630396299261623
HALLMARK_APOPTOSIS,0.00551932564424752,-0.028419983956894546,-0.06292526843675568,-0.0023218156314866547,-0.041575725274978916,0.05722557099445231,0.014819591485247877,0.017132224471062486,0.011343141148676496,-0.13240442348741233,0.007562516836682987,-0.05188147953063066,0.14794714026267397,-0.07545186965564943,-0.04921918620755341,0.09661788249434665,-0.009871646173532245,0.04979643791391442,0.11154728632943305,0.12726012931874014,0.055817832922566785
HALLMARK_BILE_ACID_METABOLISM,-0.017514193065280216,-0.022864894958164017,0.12175567169333817,-0.02554685506240914,-0.051479014592964285,0.04016115522080494,-0.024478422057914836,-0.08164498967615338,-0.22075884304599586,-0.05097285731031941,-0.06912207337372699,0.00028431955612450387,-0.09897513032034179,0.06963147156371075,0.1450254325231826,0.13345707640143933,-0.035262119096198856,0.01803422810988903,0.2165784903957286,0.08897027673765633,-0.04536171873494794
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.01585742555213125,-0.048286487178832715,0.0966350525737286,-0.01519212300582407,-0.03676267673247568,0.05989925669374133,-0.04944109588805396,-0.11695783591867744,-0.166761237100212,-0.05857135035322316,-0.080423086625269,-0.25229547011795106,-0.22581872281586776,0.06315109147596928,0.17247079140719784,0.12960318322835224,0.028547526199746362,0.038942505327561404,0.1962246967966115,0.13449138764085025,0.11008275014060832
HALLMARK_COAGULATION,-0.01980999113860302,-0.05717222563749341,-0.05585972126742934,0.07251798587110675,-0.03474197080889749,0.01033562458565097,0.09223117678542588,-0.1728104522450844,-0.23049683740418642,-0.05372058016408615,-0.10520791945490349,-0.33064064851479763,-0.20186079743713087,0.036422768696308935,0.07101665652044124,0.13141218976617058,-0.04053320130602609,0.0768872262741074,0.10941380758388385,0.097695539252854,-0.05578649284726752
HALLMARK_COMPLEMENT,0.005353867759002643,0.14925884156195812,0.028404438388535777,0.026625519867382173,0.003436585649591187,0.05348731676526456,0.22357301245130376,0.006226856399816788,-0.13094356975078142,-0.1010545166749299,0.019593717749798026,-0.22108699145859706,0.09645918809092845,0.036275881682781785,0.11501428825385789,0.16827680835536926,-0.0144799136227684,0.056055665510920914,0.1898726473803722,0.13769577083311668,0.16103981160047462
HALLMARK_DNA_REPAIR,-0.00610846689968285,0.05828159147620235,0.09190239767789089,0.016651337467882537,0.050319969867106976,0.11339164390698644,0.064939427279374,0.019814700142692886,-0.10366226888879246,-0.057713672455924216,-0.017607261193385373,0.20541309757566786,-0.11371062725259228,0.08406407339717108,0.18971560990462188,0.14325572222043376,-0.03543382706268394,0.04557898341858945,0.24529440899722804,0.09916147530829053,0.2472369323289879
HALLMARK_E2F_TARGETS,-0.05285506157954424,0.1645227822085087,0.09772382648522765,0.031980356298096764,-0.013881097257894161,0.07316601288701045,0.10931270543368336,-0.11631422944309396,-0.1578514477822767,-0.06608997102325186,0.021052567845671322,0.2625777206138374,-0.1751107922156774,0.02085490479086689,0.12396330172429379,0.010634886711937713,-0.14902059110558086,-0.009722122295200952,0.19815683008048215,0.07399820151638173,0.16025844506171935
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.04659585189005754,-0.2613871419621457,-0.07574692573458673,0.023953546051264447,0.04080126763931584,0.0411780325409127,-0.2273700168127396,-0.1433592130231845,-0.14896603541717127,-0.08069529073674882,-0.1131557429191853,-0.2762414503707092,-0.302238106453662,-0.09809593941280781,-0.029155247058522744,0.14447106684792355,-0.1728170711869523,0.0076252058725870785,0.021494528166745137,-0.034851369752016206,0.12898994283845347
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.012966136675497298,-0.008679667965866718,0.061309655447229716,-0.024461349519805067,0.025361192650049873,0.06066370154736412,0.23874622758001154,0.05857126565179322,-0.026793688783798324,0.010965161068967454,0.009275523256812959,0.2504084366117644,0.30699306973541857,0.06677921069718502,0.12515627314992986,0.11355868664297455,-0.031796496968099,0.04555344067163785,0.16889305157518528,0.06526896483858681,0.19288822891046825
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.007895187357828962,0.13506122176986607,0.07996844965688696,-0.013119635002528792,0.002265875505837957,0.03294290376893852,-0.041481610404021124,0.05818257315341092,0.180730817292619,-0.06587983083589172,0.0048197483201024285,-0.019640267174711703,-0.2055333879772637,0.08668775136312933,0.14777763340353212,0.028538507965727124,-0.05004108478694459,0.03660430502094615,0.1674886480634468,0.2011769768108412,0.0803282326600294
HALLMARK_FATTY_ACID_METABOLISM,-0.01915420759669174,-0.10460753236801762,0.025668034149699814,0.07836312163833783,0.03753849837575049,0.050518588991054665,0.12812801741712468,-0.009301375219451364,-0.1901611988643939,-0.08592017564745942,0.04864315859764066,-0.032409447359282674,0.2363605569612215,-0.04619087884900149,0.07334293770534284,0.0775126939050953,0.08412508281640609,-0.019488312199877882,0.13811282096400787,0.03434569278183502,0.08565877974250444
HALLMARK_G2M_CHECKPOINT,0.010490416101546498,-0.021506846524639103,0.06916342756391573,0.027208414833946114,0.05459408605907873,0.046484214527409674,-0.14744577132541226,-0.09975017765687556,-0.16696847930907546,-0.12579633838158394,-0.028268442183595456,-0.0484833082560866,-0.2825784133269161,0.0392696958749771,0.08915419650228718,0.09092479363172809,-0.1131464632334883,0.07750342789166431,0.17401762067405419,-0.07207255837980123,0.16484821015662637
HALLMARK_GLYCOLYSIS,0.014714010838060036,-0.04519207391898126,0.125483587597401,-0.022895965433949516,0.11746981900471107,0.07503288578068863,-0.012945133130824758,0.08108321192786298,-0.07221693782583131,0.062233318022091984,0.08045745976283505,0.3428793446376443,0.006064676301511276,-0.02267793614209485,0.13832604921309774,0.10267321909328622,-0.04700079535018942,0.03658615261597518,0.21608266663445416,0.11714958691860823,0.17676720406177654
