,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.10122874437343216,0.1430856819414354,0.12739317062642913,0.14481265600915647,0.07460969468122139,0.07583211646116361,0.028061161543114454
HALLMARK_ALLOGRAFT_REJECTION,0.029519383835694277,0.13613160102710561,0.08830116404482903,0.12009302926040154,0.09242146561543162,0.03442536972314042,-0.07335391998912348
HALLMARK_ANDROGEN_RESPONSE,0.10581705933813522,0.07555094033105084,0.11145677749780061,0.12536280896329757,0.10089653027000729,0.13641912118845406,0.09759043171389216
HALLMARK_ANGIOGENESIS,-0.05440125322858086,-0.048182639595110495,0.07208337581206768,0.018279533243774824,0.02885687875371405,0.05660846173785413,0.1853560185590016
HALLMARK_APICAL_JUNCTION,0.13007733532472418,0.22538526372090492,0.10680507119551953,0.150509025067711,0.07342091041807078,0.10765121897651823,0.06658433713439324
HALLMARK_APICAL_SURFACE,0.03526306836271712,0.12309104434562113,0.13568664415919832,0.10269119100012682,0.10889192515623183,0.049879725045128775,0.054575530582302384
HALLMARK_APOPTOSIS,0.0159966545540426,0.07921948008086754,0.030222056750340016,-0.005119701411638436,0.022458152405177154,0.05640862891862315,0.04417382584192679
HALLMARK_BILE_ACID_METABOLISM,0.037393991212983126,0.06841512748514905,0.07647256437604383,0.11341823763159613,0.15051219922995768,0.007452602691956979,0.03272519018503663
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1382005582465817,0.05572627329762293,0.15061158773545025,0.10703522636175619,0.06326393132599006,0.1532941039332599,0.036362514889683374
HALLMARK_COAGULATION,0.13949042335190442,0.2457516869595809,0.07846140411002896,0.15774828182556097,0.035872720768770516,0.08907844904972244,0.06640708684361597
HALLMARK_COMPLEMENT,0.10061264181797991,0.1765435999759855,0.13164964956073086,0.10456421888495679,0.07502944703879431,0.14739550899283443,0.05293251814909812
HALLMARK_DNA_REPAIR,0.14177094461526912,0.1786979454091127,0.1524390434706492,0.13273047084794407,0.10949706951219852,0.10922043994479069,0.07964645031183272
HALLMARK_E2F_TARGETS,0.10049624305270796,0.13338796509684703,0.14358916103668937,0.13679789826182145,0.07847307309550462,0.04215299241271797,0.0369849585016601
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.11179195353375769,0.22607713982488611,0.1052587163339058,0.05820313723711517,0.04206051170093986,0.07456137828957479,0.13258415409473323
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.038825333605430126,0.14806798391664583,0.17900648298113891,0.04523512128309447,0.05173184307293901,0.1150308843761735,0.08066405038993066
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0017319452643354096,0.07479228730987919,0.1483356343372829,0.10884025529113493,0.11052280437154774,0.08601897058736142,8.301954828534396e-05
HALLMARK_FATTY_ACID_METABOLISM,0.018187249498595157,0.08233423400403912,0.11289124463903855,0.008445098043597795,-0.0077300208210254635,0.08626997925421163,0.06824957432622199
HALLMARK_G2M_CHECKPOINT,0.06306894310214624,0.17150431526988558,0.12231090452847675,0.11092323059381928,0.06781117509255784,0.1148514496877502,0.10394576105009724
HALLMARK_GLYCOLYSIS,0.012582763494990313,0.09910687640367195,0.16092909796731764,0.07427819627942225,0.06268761132825747,0.1578959406440321,0.08258853919778042
HALLMARK_HEDGEHOG_SIGNALING,0.09142906650770315,0.11754488814409272,0.13358332252362293,0.1190810216578713,0.03822935105692323,0.18793897973607612,0.02613368036248641
HALLMARK_HEME_METABOLISM,0.11840034403971793,0.18707296424908323,0.15905566652417177,0.13156878444846803,0.08125363722602312,0.10651594234797383,0.01159848414784006
HALLMARK_HYPOXIA,-0.09926372279363134,0.07870698125015714,0.029723462695171052,-0.07039671672242183,-0.010493921411095468,0.19985564149555335,0.14030545756714238
HALLMARK_IL2_STAT5_SIGNALING,0.1333629247144644,0.12940235123300048,0.1756061479374338,0.10560982706894623,0.11354177861540093,0.17086721559747076,0.08100889933408909
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.10703331310309594,0.2032025643695541,0.12507110168797542,0.13574842431251535,0.06330530938285799,0.18915057127401697,0.13889452909846833
HALLMARK_INFLAMMATORY_RESPONSE,0.0345325185364435,0.12708858052998018,0.1233033019246011,0.04598058006111325,-0.028755926093866853,0.08023673546193709,0.1201634956556794
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.12964437022053654,0.08035764440859296,0.13845988505411275,0.14095435310269477,0.11311413089348717,0.005560597648085396,-0.03367132346488617
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.12618295239290866,0.20306074240589775,0.09892129330810383,0.12642092945266378,0.026289916236849047,0.14946745752836482,0.11818499806362927
HALLMARK_KRAS_SIGNALING_DN,0.029617431280480784,0.08144983030726193,0.13366584836588463,0.10017814810987159,0.1026706861974926,0.08872259206682624,-0.05741416671833745
HALLMARK_KRAS_SIGNALING_UP,0.13477563700150444,0.14190470456074966,0.15599350725394384,0.15768618916625263,0.0801453519376174,0.08296890777281979,-0.018018822943764123
HALLMARK_MITOTIC_SPINDLE,0.058017457293064165,0.18877591274412664,0.15034674819767543,0.14713272998980922,0.0854698195606264,0.07655607864511649,0.023898816119699687
HALLMARK_MTORC1_SIGNALING,0.0017114000277285207,0.1151142608165692,0.1262078206242973,0.021297141038118226,0.041810958408252046,0.17073882154046438,0.14993926961553886
HALLMARK_MYC_TARGETS_V1,0.06328360749170849,0.1208873941560145,0.10641020214791007,0.10903277566670469,0.08389013657161191,0.1222784567889995,0.06739641941748623
HALLMARK_MYC_TARGETS_V2,0.03425416997394167,0.08993287729339622,0.05850719526224287,0.130895910437851,0.039304752218329506,0.1058109013714643,0.026161129421611053
HALLMARK_MYOGENESIS,0.11732614937389155,0.1517386696841548,0.09610070314382459,0.12615114520266296,-0.005415770821081058,0.03787393141365609,-0.06060151417200928
HALLMARK_NOTCH_SIGNALING,0.06631553896612578,0.21683101663667,0.15619464733474442,0.1334582358554401,0.06410580180012614,0.081348006335637,0.008238485592277023
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.08556846200881597,0.1073353878080247,0.09570162601674931,0.11382594789079474,0.10759581971171918,0.09268215111965321,-0.04784451561045865
HALLMARK_P53_PATHWAY,0.05311653958376425,0.18333659245671066,0.1331166859843694,0.059608889543201225,0.08266643752672456,0.08504791264253643,0.07563864064239886
HALLMARK_PANCREAS_BETA_CELLS,0.07789010709518619,0.09830087388658493,0.10266022362230459,0.10497821938543025,0.04499176027350397,0.09766316960821943,-0.06586687655706971
HALLMARK_PEROXISOME,0.04529782252269627,0.07039166343015292,0.1282907311080713,0.09971192030662814,0.0453721220890884,0.16360535557159794,0.0570112575793112
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.03719080548953694,0.1924217345122068,0.15148583991400766,0.1395404506342115,0.05408907500803778,0.08168213393542445,0.007344180724502946
HALLMARK_PROTEIN_SECRETION,0.025514505106292686,0.20859603737343926,0.17507963839491206,0.13613359424145627,0.10745475237655532,0.10494738212691677,0.07947351565415779
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.11554054407270735,-0.07906783412510887,0.10657288250901004,0.09999994374453554,0.031595132698293255,0.18258412957058648,0.020389985148078434
HALLMARK_SPERMATOGENESIS,0.09328301047790778,0.03172191490588583,0.137238220884739,0.09214462609078905,0.08356792189192473,0.08134054017089935,0.012269351354337665
HALLMARK_TGF_BETA_SIGNALING,0.08285567866410921,0.13876357846460444,0.12844882613370628,0.09710560625938207,0.05221233558000771,0.04747450481443178,0.02792050498548701
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.05492512645934766,0.06424838376691641,-0.03475256045921523,-0.010911140547677676,0.036987111887770985,0.1898166797421326,0.1278639985928323
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.07850562783862834,0.17572447694517446,0.1824044437882469,0.12972535861370688,0.05147614620228084,0.1574689780604819,0.11418872395903336
HALLMARK_UV_RESPONSE_DN,-9.648382500934207e-06,0.09820681273890158,0.06355994071411235,0.11561965223291533,0.05811193146217624,0.1152188739288602,0.08030269506211955
HALLMARK_UV_RESPONSE_UP,0.11154218648625235,0.08245234843335641,0.16620065335530085,0.08883095593258115,0.06501019887608567,0.14155973243324124,0.0236042102530077
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.040823845739062704,0.10615884553056956,0.05533562155614344,0.030489575722218457,0.06502822055170177,0.051377452188908664,0.07872729564628483
HALLMARK_XENOBIOTIC_METABOLISM,0.027409297128040223,0.1337817533822145,0.14453387706164267,0.1159683581391322,0.06194097902351289,0.09105516495336666,0.04753184595145338
